call,gota_call,club_name,section,transmitters,class,power_source,final_score,total_qsos,total_cw_qsos,total_digital_qsos,total_phone_qsos,power_multiplier,bonus_points,number_of_participants
K9I,NA,Fulton Cty ARC,IL,4,4A,G,1826,312,0,26,286,2,11.5,24
K9IJ,NA,SUHFARS,IL,1,1A,G,614,141,41,0,100,2,2.5,26
K9IQP,W9QL,Lake Cty RACES/ARES,IL,3,3F,B,6278,1503,993,8,502,2,12.7,25
K9IYP,NA,Piatt Ham RC,IL,2,2A,G,918,134,0,0,134,2,6.5,6
K9IZ,NA,Iguana Air Corp CC,IN,1,1A,G,192,71,0,0,71,2,0.5,3
K9JK,NA,NA,IL,1,1C,G,200,25,0,0,25,2,1.5,1
K9JU,NA,NA,TN,1,1D,C,724,174,163,0,11,2,0.5,1
K9KJ,NA,NA,IN,1,1D,C,1290,310,310,0,0,2,0.5,1
K9M,NA,Peoria Area ARC,IL,3,3A,B,1396,143,70,0,73,2,9.7,25
K9MCE,KC9ZMD,Macoupin Cty  ARC,IL,3,3A,G,4288,831,578,0,253,2,14.7,35
K9OM,NA,NA,WI,1,1E,G,4638,1097,932,165,0,2,2.5,1
K9ONA,NA,Six Meter Club of Chicago,IL,2,2A,G,1894,416,231,0,185,2,6,14
K9OR,KC9USC,North Shore RC,IL,3,3A,G,12058,3187,1917,30,1240,2,17.9,140
K9RN,W9MU,McHenry Cty Wireless Assn,IL,2,2A,G,6200,1415,1145,0,270,2,10.8,25
K9SDM (+N9BEV),NA,NA,IL,2,2B2,B,650,25,0,0,25,2,6,2
K9SH,NA,NA,IN,1,1E,G,1516,1343,173,0,1170,1,0,1
K9SQG,NA,NA,OH,1,1D,C,89,39,0,0,39,1,0.5,1
K9UQN,NA,NA,TN,1,1D,C,2296,545,528,0,17,2,1.5,1
K9UXZ,NA,NA,IL,6,6A,G,2248,345,4,0,341,2,15.5,14
K9WKD,NA,NA,IL,1,1E,B,212,31,0,0,31,2,1.5,1
K9WM,W9RI,Green River Valley ARS,IL,2,2F,C,5360,1565,475,0,1090,2,12.8,32
K9ZU,NA,NA,VA,1,1C,G,750,275,225,0,50,1,2.5,1
K9ZXO,NA,NA,IL,1,1B1,B,726,69,0,69,0,2,4.5,1
KA1JHH,NA,NA,ME,1,1C,G,110,5,0,0,5,2,1,1
KA1KNW,NA,NA,CT,1,1C,G,140,20,0,0,20,2,1,1
KA1RFD,NA,NA,ME,1,1D,C,70,5,5,0,0,2,0.5,1
KA1SG,NA,NA,ME,1,1B1B,B,1620,137,137,0,0,5,2.5,1
KA1VMG,NA,NA,CT,1,1D,C,246,48,0,0,48,2,1.5,1
KA2BEO,NA,NA,SNJ,1,1D,C,296,65,58,0,7,2,0.5,5
KA2BSK,NA,NA,SNJ,1,1B1B,B,1310,106,106,0,0,5,2.5,1
KA2FHN,NA,NA,WNY,1,1E,B,1755,151,144,6,1,5,2.5,1
KA2OUO,NA,NA,MDC,1,1B1,B,2450,602,498,0,104,2,2.5,1
KA2REY,NA,NA,ENY,1,1D,C,96,24,24,0,0,2,0,1
KA2RVO,NA,NA,STX,1,1B1B,B,140,9,9,0,0,5,0.5,1
KA3KSP,NA,NA,WPA,1,1C,G,114,32,0,0,32,2,0.5,1
KA3NZR,NA,NA,WV,2,2E,G,2082,478,438,0,40,2,2.5,2
KA3PMW,NA,NA,WPA,2,2A,G,1710,620,0,0,620,2,4.7,4
KA3PVM,NA,Frederick Friends,MDC,1,1AB,B,1365,117,106,0,11,5,2.5,4
KA3PXC,NA,NA,EPA,1,1E,G,487,387,0,0,387,1,1,1
KA3RQR,NA,NA,VA,1,1D,C,184,17,0,0,17,2,1.5,1
KA3ZZC,NA,NA,EPA,1,1D,C,212,106,0,0,106,2,0,1
KA4HOT,NA,NA,AL,1,1D,C,46,46,0,0,46,1,0,1
KA4PNE/M,NA,NA,SFL,1,1C,G,142,21,0,0,21,2,1,1
KA4RUR,NA,NA,MO,1,1B1B,B,270,22,22,0,0,5,0.5,1
KA5M,NA,NA,LA,1,1E,G,750,200,100,0,100,2,1.5,1
KA5TYW,NA,NA,NTX,1,1E,B,228,20,0,19,1,2,1.5,1
KA6SGT,NA,NA,OH,1,1E,B,700,68,62,0,6,5,0.5,1
KA6USA,NA,NA,SB,1,1E,B,132,16,0,0,16,2,1,1
KA6ZTO,NA,NA,ORG,1,1B1,G,144,47,0,0,47,2,0.5,1
KA7ARC,NA,NA,OR,1,1D,C,452,201,0,0,201,2,0.5,1
KA7FIR,NA,NA,AZ,1,1B1,B,476,113,0,0,113,2,2.5,1
KA7FIU,NA,ISC JFTB ARC,LAX,2,2AC,C,62,6,0,0,6,2,0.5,6
KA7NPQ,NA,NA,AZ,1,1D,C,156,53,0,0,53,2,0.5,1
KA7RGW,NA,NA,AZ,1,1D,C,70,10,0,0,10,2,0.5,1
KA8GOV,NA,NA,OH,1,1D,C,84,11,6,0,5,2,0.5,1
KA9BHD,NA,NA,IL,1,1D,C,958,236,196,22,18,2,0.5,1
KA9LJO,NA,NA,WV,1,1C,G,52,1,0,0,1,2,0.5,1
KA0ADZ,NA,NA,MT,1,1E,G,210,55,0,0,55,2,1,1
KA0REN,NA,NA,MO,1,1B1C,C,208,52,52,0,0,2,0,1
KA0RID,NA,NA,KS,1,1B1,G,154,27,0,0,27,2,1,1
KB1HFT,NA,NA,EMA,1,1E,B,110,15,0,15,0,2,0.5,1
KB1HQS,NA,NA,VA,1,1B1B,B,330,16,0,0,16,5,2.5,1
KB1HXO,NA,NA,WMA,1,1B1B,B,560,22,0,0,22,5,4.5,1
KB2MN,NA,NA,SNJ,1,1E,B,1350,120,100,0,20,5,2.5,2
KB2OLT,NA,Thunderbolts ARC,SNJ,3,3A,G,662,72,0,9,63,2,5,3
KB2URI,NA,NA,WNY,2,2E,B,814,41,41,0,0,2,6.5,1
KB3INE,NA,NA,SC,1,1D,C,200,75,0,0,75,2,0.5,1
KB3ORR,NA,NA,WPA,1,1E,B,90,20,0,0,20,2,0.5,1
KB3OZC,NA,NA,EPA,1,1D,C,231,181,0,0,181,1,0.5,1
KB3UYZ,NA,NA,MDC,1,1D,C,122,18,18,0,0,2,0.5,1
KB3ZVH,NA,NA,WPA,1,1D,C,186,68,0,0,68,2,0.5,1
KB4BKR,NA,NA,STX,1,1B1,B,136,10,8,0,2,2,1,1
KB4CC,NA,Camden Cty ARS - CCARS,GA,3,3AC,C,792,218,103,0,115,2,1.5,6
KB4IRR,NA,NA,NC,1,1B1B,B,850,75,75,0,0,5,1,1
KB4JKL,NA,Maritime Mobile Serv Network FD Group,NFL,1,1AB,B,1875,109,0,76,33,5,9.5,5
KB4QQJ,NA,NA,NC,1,1B1B,B,2780,233,233,0,0,5,4.5,1
KB4RG,NA,NA,STX,1,1D,C,348,49,0,0,49,2,2.5,1
KB5A,NA,Metrocrest ARS,NTX,3,3AC,C,614,154,0,28,126,2,2.5,42
KB5ENP,NA,NA,MO,1,1D,C,782,158,158,0,0,2,1.5,2
KB5EO,NA,NA,STX,1,1B1,B,312,81,0,0,81,2,1.5,1
KB5MAR,NA,Marshall ARC,NTX,2,2F,B,1256,103,0,0,103,2,10.5,18
KB5TX,NA,Kendall ARS,STX,8,8A,G,2636,501,303,39,159,2,9.5,8
KB6A,NA,NA,ORG,1,1D,C,512,116,115,0,1,2,0.5,1
KB6EOC,KR6BEN,Benicia ARC,EB,2,2F,B,1328,266,20,3,243,2,7.5,46
KB6NN,NA,NA,SF,1,1C,G,108,2,2,0,0,2,1,1
KB7BKC,NA,NA,AZ,1,1B1B,B,145,9,0,0,9,5,1,1
KB7HDX,NA,NA,EWA,1,1D,C,294,122,0,0,122,2,0.5,11
KB7LJP,NA,NA,WWA,1,1B1B,B,1050,80,80,0,0,5,2.5,1
KB7MLK,NA,NA,NTX,1,1B2,B,260,105,0,0,105,2,0.5,2
KB7XL,NA,NA,NV,1,1B1,G,548,190,9,0,181,2,1.5,1
KB7YSY,NA,NA,AZ,1,1E,B,382,16,0,0,16,2,3.5,1
KB8EMD,NA,NA,OH,1,1D,C,52,26,0,0,26,2,0,1
KB8PGW,NA,NA,MI,1,1E,B,420,37,37,0,0,5,0.5,1
KB8TYJ,NA,NA,MI,1,1B1C,C,1304,326,326,0,0,2,0,1
KB8UHN,NA,NA,OH,1,1B1,B,974,362,0,0,362,2,2.5,1
KB8YGA,NA,NA,MI,1,1E,B,160,4,0,1,3,2,1.5,1
KB9SNL,NA,NA,IN,1,1E,B,156,53,0,0,53,2,0.5,1
KB9SZK,NA,NA,IL,3,3F,G,724,27,0,0,27,2,6.7,8
KB9UIY,NA,Rifles & Radios,OH,1,1AB,B,575,65,0,0,65,5,2.5,3
KB0BRY,NA,NA,ND,1,1E,G,288,94,0,0,94,2,1,1
KB0HQM,NA,NA,KS,1,1E,B,410,12,0,0,12,5,3.5,1
KB0SMX,NA,Plattsmouth ARC,NE,3,3A,G,2344,546,101,0,445,2,10.5,24
KB0TLL,NA,Jefferson Cty ARC/Ancient Modulators,MO,1,1A,B,2650,1000,0,0,1000,2,6.5,28
KB0TTC,NA,NA,SD,1,1E,B,222,86,0,0,86,2,0.5,2
KB0VAC,NA,Flinthills ARC,KS,2,2A,G,674,108,0,54,54,2,3.5,8
KB0ZCO,NA,NA,AK,1,1B2,B,354,2,0,0,2,2,3.5,2
KC1BOS,NA,NA,NH,2,2B1,B,352,27,0,24,3,2,2.5,1
KC1CGR,NA,NA,MO,1,1B1,B,176,13,0,0,13,2,1.5,1
KC1CIL,NA,Woodmont ARA,CT,4,4F,C,1474,172,0,40,132,2,10.5,14
KC1DIQ,NA,NA,CT,1,1D,C,8,8,0,0,8,1,0,1
KC1ELZ,NA,NA,CT,1,1C,G,64,NA,0,0,7,2,0.5,1
KC1EUP,NA,NA,ME,1,1E,B,60,5,0,0,5,2,0.5,1
KC1EYG,NA,NA,EMA,1,1D,C,66,8,0,0,8,2,0.5,1
KC2ELX,NA,NA,NNY,2,2E,G,1068,187,32,40,115,2,5.5,5
KC2JRQ,NA,NA,NLI,1,1B1B,B,70,4,0,0,4,5,0.5,1
KC2LM,NA,NA,NM,1,1E,G,230,45,16,29,0,2,0.5,1
KC2LNC,NA,NA,NC,1,1E,G,388,69,0,0,69,2,2.5,1
KC2LST,NA,NA,NNJ,1,1B1,B,264,7,0,0,7,2,2.5,1
KC2MBV,NA,NA,NLI,1,1D,C,298,99,18,7,74,2,0.5,1
KC2PDO,NA,NA,NNJ,1,1D,C,114,32,0,0,32,2,0.5,1
KC2RC,NA,NA,NLI,2,2A,G,1278,349,65,0,284,2,4.5,9
KC2RZZ,NA,NA,WNY,1,1B1B,B,210,6,6,0,0,5,1.5,1
KC2VIC,NA,NA,SNJ,1,1B1C,C,80,15,0,0,15,2,0.5,1
KC3AAF,NA,NA,WPA,1,1D,C,78,14,0,0,14,2,0.5,1
KC3AHY,NA,NA,EPA,1,1D,C,220,100,0,0,100,2,0.2,1
KC3OQ,NA,NA,DE,1,1E,G,592,221,0,0,221,2,1.5,2
KC4DBZ,NA,NA,NC,1,1D,C,162,81,0,0,81,2,0,1
KC4FNV,NA,NA,KY,1,1D,C,80,15,0,0,15,2,0.5,5
KC4TNQ,NA,NA,TN,1,1D,C,484,98,0,69,29,2,1.5,1
KC4UG,NA,West Alabama ARC,AL,2,2F,C,872,111,0,0,111,2,6.5,17
KC5EZC,KC5EZC,NA,OK,3,3A,O,1410,272,0,58,214,2,7.5,6
KC5KVU,NA,NA,AR,1,1D,C,64,7,0,0,7,2,0.5,2
KC5OLO,NA,Key City ARC,WTX,4,4F,C,1696,417,62,84,271,2,5.7,50
KC5YWN,NA,NA,AR,1,1D,C,372,161,0,0,161,2,0.5,1
KC6PMC,NA,Pine Mountain Club ARC,SJV,3,3A,G,684,95,0,22,73,2,4.5,6
KC6ZZT,NA,NA,EB,1,1D,C,54,1,1,0,0,2,0.5,1
KC7BYD,NA,NA,GA,1,1E,G,151,51,0,0,51,1,1,1
KC7MCC,NA,NA,ID,3,3E,G,1890,433,312,0,121,2,4,9
KC7O,NA,NA,LAX,1,1E,B,742,296,0,0,296,2,1.5,1
KC7SNO,NA,NA,WY,3,3D,C,694,180,0,22,158,2,2.9,22
KC7V,NA,NA,AZ,1,1D,C,390,85,85,0,0,2,0.5,1
KC7YE,NA,NA,WWA,1,1D,C,204,46,31,0,15,2,0.5,1
KC7Z,KX7DX,Kitsap Cty ARC,WWA,2,2A,G,1810,291,175,4,112,2,8.7,37
KC8BPE,NA,NA,OH,3,3AB,B,1005,51,0,0,51,5,7.5,3
KC8CNN,NA,Tuscola Cty ARA + Tuscola Cty ARES,MI,3,3A,G,1262,203,128,0,75,2,6,12
KC8FOV,NA,NA,OH,1,1B1C,C,274,39,0,23,16,2,1.5,1
KC8IKK,NA,NA,OH,1,1D,C,380,165,0,0,165,2,0.5,1
KC8LIM,NA,NA,MI,1,1B2,G,250,50,0,0,50,2,1.5,2
KC8NDA,NA,NA,MI,1,1B1,B,128,14,0,0,14,2,1,1
KC8NTE,NA,NA,MI,1,1A,G,778,82,0,82,0,2,4.5,4
KC8RTW,NA,NA,MI,1,1D,C,132,41,0,0,41,2,0.5,1
KC8SQC,NA,NA,MI,1,1E,B,240,24,21,0,3,2,1.5,1
KC8UHU,NA,NA,MI,1,1B1,B,122,36,0,0,36,2,0.5,1
KC8VC,W8JWN,Mich-A-Con ARC,MI,3,3A,G,2544,409,125,103,181,2,12.7,42
KC8WIT,NA,Huron Cty ARES,OH,3,3F,C,1734,457,153,74,230,1,10.5,19
KC8ZMN,NA,NA,MI,1,1D,C,80,40,0,0,40,2,0,1
KC9CSH,NA,NA,IL,1,1B1,B,366,8,0,0,8,2,3.5,1
KC9CZH,NA,Columbia Cty ARES/RACES,WI,6,6A,G,950,94,0,6,88,2,7.5,12
KC9KQ,NA,Hidden Valley ARC,WI,2,2A,G,2014,448,184,0,264,2,7.5,25
KC9OLF,NA,Tri-County Amateurs,IN,3,3A,B,1348,144,0,5,139,2,10.5,11
KC9PGH,NA,NA,WI,1,1B1C,C,62,6,0,0,6,2,0.5,1
KC9PL,NA,Big Bend ARC,IL,3,3F,C,1206,189,39,50,100,2,6.5,6
KC9SNI,NA,NA,IL,1,1E,G,390,120,0,0,120,2,1.5,1
KC9TCP,NA,NA,IL,1,1B1,B,510,30,0,0,30,2,4.5,1
KC9UAW,NA,NA,IL,1,1E,B,319,69,0,0,69,1,2.5,1
KC0FUE,NA,NA,KS,1,1D,C,52,1,0,0,1,2,0.5,1
KC0M,NA,Tri-Lakes  ARC,MO,3,3A,B,1380,245,50,0,195,2,7.9,18
KC0TDJ,NA,NA,IA,1,1E,B,224,62,0,0,62,2,1,2
KC0URL,NA,NA,MN,1,1B1B,B,900,85,85,0,0,5,0.5,1
KC0UXC,NA,Fly Spotter Swatters,SD,1,1A,B,722,143,143,0,0,2,1.5,3
KC0ZLR,NA,NA,CO,1,1B1B,B,160,6,6,0,0,5,1,1
KD2AJO,NA,NA,WNY,2,2D,C,504,197,0,0,197,2,1.1,3
KD2CPX,NA,Thousand Islands RC,NNY,3,3A,B,1570,308,0,92,216,2,7.7,26
KD2ETT,NA,Central New York Contesters,WNY,2,2A,G,892,71,0,0,71,2,7.5,4
KD2GLL,NA,NA,ENY,1,1A,G,430,NA,0,0,140,2,1.5,3
KD2HEK,NA,NA,ENY,1,1B1,B,630,70,60,10,0,2,3.5,1
KD4BAO,NA,NA,SC,2,2E,B,418,34,0,0,34,2,3.5,2
KD4YDD,NA,NA,GA,1,1D,C,142,39,7,0,32,2,0.5,1
KD5BBR,NA,NA,OK,2,2B2,G,690,137,0,33,104,2,3.5,2
KD5C,W5MAF,Midland ARC,WTX,3,3A,G,11142,2853,1673,0,1180,2,20.9,22
KD5CKP,NA,NA,MS,1,1E,B,308,79,0,0,79,2,1.5,1
KD5DLZ,NA,NA,OK,1,1B1,G,440,74,0,21,53,2,2.5,1
KD5DX,NA,Medina Cty AR Corp.,STX,2,2A,G,450,57,0,18,39,2,3,10
KD5ILA,NA,NA,AR,1,1D,C,478,151,0,88,63,2,0,1
KD5LCP,NA,NA,LA,1,1D,C,122,36,0,0,36,2,0.5,1
KD5MAM,NA,SE TX Amateur Club,STX,4,4A,G,1302,284,61,81,142,2,4.5,20
KD5QAQ,NA,NA,STX,1,1E,B,2214,491,484,7,0,2,2.5,1
KD5UBC,NA,NA,IA,1,1D,C,156,53,0,0,53,2,0.5,1
KD5YPH,NA,NA,CO,1,1D,C,62,6,0,0,6,2,0.5,1
KD6GWH,NA,NA,SCV,1,1E,B,180,15,0,0,15,2,1.5,1
KD6LOQ,NA,NA,ORG,2,2D,C,150,NA,0,0,50,2,0.5,1
KD7LEE,NA,NA,WWA,1,1D,C,454,122,43,37,42,2,0.5,1
KD7RFI,NA,Washington Cty ARES/RACES,OR,2,2A,G,720,75,0,0,75,2,5.7,10
KD8AJL,NA,NA,MI,1,1B1,B,162,51,0,5,46,2,0.5,1
KD8BNV,NA,Wyandot Area Ham Ops Org,OH,3,3A,G,2044,324,163,0,161,2,10.7,10
KD8JSP/P,NA,NA,MI,1,1B1,G,1482,333,0,333,0,2,1.5,1
KD8KTN,NA,NA,MI,1,1B1,B,114,7,0,0,7,2,1,1
KD8LBS,NA,OH Valley Experimenters Club,OH,3,3A,G,1420,241,43,1,197,2,8.5,10
KD8NSF,NA,NA,MI,2,2E,B,52,1,0,0,1,2,0.5,2
KD8SQ,NA,Orrville ARS,OH,3,3A,G,3350,978,422,0,556,2,5.5,9
KD8UFD,NA,NA,OH,1,1D,C,55,55,0,0,55,1,0,1
KD8UXB,NA,NA,OH,1,1B1,B,266,4,0,4,0,2,2.5,1
KD8YDD,NA,NA,MI,1,1E,B,155,1,0,0,1,5,1.5,1
KD9AOQ,NA,Off the Grid Radio & Electronics Soc,MI,3,3A,G,380,165,0,0,165,2,0.5,5
KD9CIF,NA,NA,WTX,1,1B2,B,576,113,0,0,113,2,3.5,2
KD9DEY,NA,NA,IL,1,1D,C,58,3,0,1,2,2,0.5,1
KD9EBS,NA,NA,IL,1,1E,B,300,15,15,0,0,5,1.5,1
KD9EJA,NA,Barron Cty ARA,WI,3,3A,G,1256,222,0,21,201,2,7.7,8
KD9F,NA,NA,WI,1,1E,B,170,10,0,0,10,2,1.5,1
KD9FUH,NA,NA,WI,1,1E,B,170,10,0,0,10,2,1.5,1
KD9GY,NA,NA,IL,1,1E,G,804,327,0,0,327,2,1.5,1
KD0HIY,NA,NA,CO,1,1D,C,106,28,0,0,28,2,0.5,1
KD0LHI,NA,NA,ID,2,2E,G,790,111,0,9,102,2,5.5,2
KD0MED,NA,NA,IA,2,2D,C,1480,413,232,70,111,2,0.5,4
KD0TOS,NA,Big Sandy ARC,CO,2,2A,G,1186,114,14,70,30,2,7.9,10
KD0VUB,NA,NA,NE,1,1E,G,158,4,0,0,4,2,1.5,1
KE1S,W1DX,CTRI Contest Group,RI,2,2A,G,7374,1954,1388,0,566,2,6.9,13
KE3TK,NA,NA,WPA,1,1B1,B,324,37,0,0,37,2,2.5,1
KE4FD,NA,Northwest Florida ARC,NFL,3,3A,G,3928,819,618,102,99,2,8.5,5
KE4UKX,NA,NA,VA,1,1E,B,570,105,105,0,0,2,1.5,5
KE4YVF,NA,Yadkin Valley ARC,NC,6,6A,B,1702,277,53,11,213,2,10.2,7
KE5FSY,NA,Arkansas Diamond ARC,AR,2,2A,G,336,18,0,0,18,2,3,10
KE5MIQ,NA,Sacramento Mountains RC,NM,2,2A,B,1628,225,157,7,61,2,8.5,14
KE5TRB,NA,Oak Forest ARC,STX,3,3A,G,926,124,0,14,110,2,6.5,13
KE5ZDZ,NA,NA,STX,1,1E,B,245,9,0,0,9,5,2,1
KE6RN,N6AQT,California City ARC,SJV,2,2A,G,1790,217,83,0,134,2,11.9,15
KE7GKI,NA,NA,AZ,1,1D,C,134,42,0,0,42,2,0.5,1
KE7JIM,NA,NA,WWA,1,1B1,B,212,31,0,0,31,2,1.5,1
KE7MSU,NA,NA,OR,1,1B1,B,226,38,0,0,38,2,1.5,1
KE7SW,NA,NA,WWA,1,1D,C,69,19,0,0,19,1,0.5,1
KE7TVZ,NA,NA,ID,1,1B1,B,208,29,0,0,29,2,1.5,1
KE7ZAC,NA,NA,WWA,1,1D,C,36,18,0,0,18,2,0,1
KE8CQ,NA,NA,MI,1,1A,O,460,78,0,27,51,2,2.5,3
KE8RV,NA,Madison Cty ARC,OH,2,2F,C,1914,542,86,4,452,2,6.5,12
KE0AOY,NA,NA,KS,1,1B1B,B,130,6,0,0,6,5,1,1
KE0EE,NA,NA,CO,1,1E,G,7,7,0,0,7,1,0,1
KE0FKE,NA,NA,IA,1,1B1B,B,535,37,0,0,37,5,3.5,1
KE0FMX,NA,NA,MN,1,1B1B,B,155,11,0,0,11,5,1,1
KE0JDA,NA,NA,MN,1,1D,C,268,61,48,0,13,2,0.5,2
KE0TT,NA,NA,MN,1,1B1B,B,4160,401,401,0,0,5,1.5,1
KF2MR/M,NA,NA,WNY,1,1C,G,206,20,8,0,12,2,1.5,1
KF2T,NA,NA,NV,1,1C,G,894,211,211,0,0,2,0.5,1
KF3G,NA,NA,EPA,1,1D,C,434,96,96,0,0,2,0.5,1
KF4L,NA,Clarksville ATS,TN,2,2A,G,1838,469,225,0,244,2,4.5,25
KF5ETG,NA,NA,STX,1,1E,B,250,50,0,0,50,2,1.5,1
KF5MYQ,NA,NA,MI,1,1E,B,158,29,0,0,29,2,1,1
KF5NRS,NA,NA,NTX,1,1D,C,4,4,0,0,4,1,0,1
KF5U,NA,NA,STX,3,3D,C,824,774,0,0,774,1,0.5,4
KF5VRD,NA,NA,OK,1,1E,B,394,61,59,2,0,2,1.5,1
KF5WXY,NA,NA,AR,1,1D,C,122,26,0,0,26,2,0.7,2
KF5ZPV,NA,NA,NTX,1,1B1,B,74,12,0,0,12,2,0.5,1
KF6FIX,NA,NA,ORG,1,1D,C,36,18,0,18,0,1,0,1
KF6HTE,NA,Martinez ARC,EB,2,2A,G,634,84,8,0,76,2,4.5,15
KF6NNM,NA,FARCE,SV,2,2F,B,778,148,0,116,32,2,2.5,4
KF7DX,NA,NA,WWA,1,1D,C,58,29,0,0,29,2,0,1
KF7ELT,NA,Musselshell  ARC,MT,3,3A,G,1846,338,246,14,78,2,6.5,12
KF7HB,NA,NA,OR,1,1B1B,B,430,18,18,0,0,5,2.5,1
KF7MD,NA,NA,CO,1,1B1B,B,5330,518,518,0,0,5,1.5,1
KF7OJA,NA,NA,WWA,1,1D,C,98,49,0,0,49,2,0,1
KF8YO,NA,Portsmouth ARES,OH,3,3AC,C,1450,242,0,108,134,2,7.5,7
KF0UR,NA,NA,CO,1,1B2B,B,5210,507,505,0,2,5,1.5,2
KF0XV,NA,NA,KS,1,1B1B,B,1280,113,113,0,0,5,1.5,1
KG3V,NA,NA,VA,1,1D,C,672,172,139,0,33,2,0.5,1
KG4EOC,NA,Osceola Cty ARES,SFL,3,3F,G,486,57,0,11,46,2,3.5,14
KG4TCC,NA,Flagler Em Comm Assn,NFL,4,4F,G,1942,272,134,0,138,2,11.3,40
KG4WNA,NA,NA,KY,1,1D,C,132,41,41,0,0,1,0.5,1
KG5ARD,NA,NA,NTX,2,2B2,B,748,83,0,66,17,2,4.5,2
KG5DUO,KD5WRO,Milam ARC,STX,3,3A,G,1094,84,0,53,31,2,8.2,38
KG5HKK,AF5NG,Mario Cty Ham RC,MS,2,2A,O,1326,126,0,12,114,2,10.5,16
KG5JST,NA,NA,OK,1,1B1B,B,255,1,0,0,1,5,2.5,1
KG5MDS,NA,NA,NTX,1,1B1,B,380,15,0,0,15,2,3.5,1
KG5NII,NA,NA,STX,1,1E,B,1246,249,249,0,0,2,2.5,1
KG6MC,NA,NA,SC,1,1B1,B,854,136,116,0,20,2,3.5,1
KG7AVA,NA,NA,WWA,1,1D,C,24,12,0,0,12,2,0,1
KG7BYN,NA,NA,WWA,1,1B1,B,274,8,0,4,4,2,2.5,1
KG7FDK,NA,NA,EWA,1,1B1B,B,175,1,0,0,1,5,1.7,1
KG7FOM,NA,NA,AZ,1,1D,C,74,12,0,0,12,2,0.5,1
KG7FOP,NA,NA,OR,1,1B1B,B,265,23,0,0,23,5,1.5,1
KG7TQX,NA,American Legion Post 122 ARC,WWA,2,2A,G,822,51,0,0,51,2,7.2,10
KG7VUI,NA,NA,NV,1,1B2,G,478,57,0,57,0,2,2.5,2
KG7WES,NA,NA,WWA,1,1D,C,2,2,0,0,2,1,0,1
KH6EJ,NA,NA,PAC,2,2A,G,962,56,0,0,56,2,8.5,34
KH6J,NA,Koolau ARC,PAC,1,1A,G,1030,452,228,0,224,1,3.5,64
KH6RS,NA,Maui ARC,PAC,3,3A,G,4078,2016,1202,110,704,1,7.5,35
KI4EBD,NA,NA,NFL,1,1E,B,170,10,0,0,10,2,1.5,1
KI4EZL,NA,NA,NC,1,1D,C,62,3,1,2,0,2,0.5,1
KI4HUS,NA,Marshall Cty ARA,KY,1,1F,B,754,101,0,101,0,2,3.5,7
KI4TXP,NA,NA,DE,1,1D,C,90,45,0,0,45,2,0,1
KI4VPD,NA,NA,NFL,1,1D,C,68,9,0,0,9,2,0.5,1
KI4WFJ,NA,NA,SC,1,1D,C,78,7,7,0,0,2,0.5,1
KI5JF,NA,NA,STX,1,1E,G,309,75,34,0,41,1,2,1
KI6WIR,NA,NA,LAX,1,1D,C,81,31,0,0,31,1,0.5,1
KI7ACQ,K3UFG,K2 ARS,AZ,2,2A,B,1194,105,0,17,88,2,9.5,10
KI7BEQ,KB0LQJ,UHAM,UT,2,2AB,B,885,19,0,0,19,5,7.9,5
KI7EL,NA,C^5 Computer Club,WWA,3,3A,B,936,181,62,0,119,2,4.5,3
KI7EWG,NA,Draper Ham Radio Assn,UT,3,3A,B,1766,173,0,0,173,2,14.2,10
KI7N,NA,NA,OR,1,1D,C,68,5,4,0,1,2,0.5,1
KI7T,NA,NA,AK,1,1C,G,158,4,0,0,4,2,1.5,1
KI7ZC,NA,NA,WWA,1,1E,G,160,30,0,0,30,2,1,1
KJ4EU,NA,NA,KY,1,1D,C,140,70,0,0,70,2,0,1
KJ4GXQ,NA,NA,KY,1,1E,B,166,8,0,0,8,2,1.5,1
KJ4MFT,NA,NA,KY,2,2D,C,64,7,0,0,7,2,0.5,5
KJ4UL,NA,NA,OH,1,1E,B,225,25,0,0,25,5,1,1
KJ4WD,NA,NA,NC,1,1D,C,160,55,55,0,0,1,0.5,1
KJ5H,NA,NA,NTX,1,1A,G,292,21,0,0,21,2,2.5,4
KJ6GLQ,NA,NA,LA,1,1E,G,342,24,22,0,2,2,2.5,1
KJ6HRO,NA,Rich and Ron's Field Day,SV,2,2A,G,568,134,0,0,134,2,3,6
KJ6KCG,NA,NA,ORG,1,1C,G,290,20,0,0,20,2,2.5,1
KJ6PRH,NA,NA,ORG,1,1D,C,52,1,0,0,1,2,0.5,1
KJ6SCF,NA,NA,SJV,3,3A,B,410,30,0,0,30,2,3.5,4
KJ6TQ,NA,NA,MO,1,1E,B,1238,434,0,0,434,2,3.7,2
KJ6YPG,NA,NA,SJV,1,1E,G,110,30,0,0,30,2,0.5,1
KJ9W,NA,Moro Open Repeater Assn,MN,2,2A,G,1616,252,29,2,221,2,10.5,7
KJ0P,NA,NA,MN,1,1E,B,54,2,0,0,2,2,0.5,1
KK1A,NA,NA,OR,1,1B1,B,978,190,74,0,116,2,4.5,1
KK1PMA,W1BSN,Providence EMA RACES Club,RI,2,2F,C,1542,151,0,0,151,2,12.4,24
KK3ARC,NA,3 Rivers ARC,ID,2,2A,B,1090,219,0,1,218,2,6.5,13
KK3TN,NA,NA,MDC,1,1A,B,1316,175,108,0,67,2,7.5,4
