call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points,checklog_y_n,x17
N4MUH,NA,306,1E,NFL,2,Florida Contest Grp.,1,1,G,39,0,0,39,150,NA,NA
N4MZ (+WB4EMA),WB4EMA,5902,2A,AL,2,Baldwin Co. ARC,27,2,G,791,86,287,1164,1820,NA,NA
N4N (+WB4SQ),WB4SQ,4707,4A,GA,2,N4N Field Day Grp.,13,4,G,128,502,391,1021,1405,NA,NA
N4NE (+WX4EOC),WX4EOC,8001,3AC,GA,2,Sawnee ARA,82,3,C,866,403,705,1974,1515,NA,NA
N4NJJ,NA,152,1D,NV,2,Henderson ARC,1,1,C,0,0,41,41,70,NA,NA
N4NR,NA,638,1B1,NFL,2,NA,1,1,B,37,85,0,122,150,NA,NA
N4NRV,NA,2410,3A,VA,2,New River Valley ARC,13,3,G,150,23,334,507,1050,NA,NA
N4NTO,NA,1680,1B1B,NC,5,NA,1,1,B,133,0,0,133,350,NA,NA
N4NVG,NA,928,3E,VA,2,Mel Mabry Memorial ARC,3,3,G,51,28,81,160,450,NA,NA
N4NZ,NA,94,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,2,18,20,50,NA,NA
N4OPI,NA,1660,1E,TN,5,WCARES Contest Grp.,1,1,B,0,151,0,151,150,NA,NA
N4POW,NA,1214,2A,VA,2,Powhatan Area RC,19,2,B,32,0,178,210,730,NA,NA
N4PVH,NA,178,1E,NC,2,Brightleaf ARC,1,1,B,0,0,14,14,150,NA,NA
N4RLI,NA,650,1E,VA,5,Valley and Massanutten ARA,1,1,B,20,0,0,20,450,NA,NA
N4SEV,NA,1664,6A,AL,2,Limestone ARES,31,6,G,3,0,221,224,1210,NA,NA
N4SRC,NA,3578,4A,WCF,2,Solivita RC,8,4,G,152,268,374,794,1150,NA,NA
N4SV,NA,774,1E,IN,2,Northwest IN DX Club,1,1,G,0,0,312,312,150,NA,NA
N4SVC,NA,2358,5E,NFL,2,Suwannee ARC,7,5,G,42,533,4,579,50,NA,NA
N4SWC,NA,678,6AC,NC,2,South Wake ARC,6,6,C,0,0,114,114,450,NA,NA
N4T/45,NA,850,1AB,NFL,5,DJT Grp. ARC,3,1,B,50,0,0,50,350,NA,NA
N4THM,NA,1772,2A,AL,2,Turkey Heaven Mtn. Repeater Assn.,16,2,B,62,24,169,255,1090,NA,NA
N4TP,NA,3060,1E,WCF,2,Temple ARC,25,1,G,0,229,822,1051,500,NA,NA
N4TY,NA,7760,1B1B,KY,5,Kentucky Contest Grp.,1,1,B,761,0,0,761,150,NA,NA
N4UH,NA,2824,3F,NC,2,Rowan ARS,15,3,G,255,196,185,636,650,NA,NA
N4ULE,NA,190,1D,SC,2,Spartanburg ARC,1,1,C,0,35,0,35,50,NA,NA
N4VZ,NA,282,1E,SC,2,Swamp Fox Contest Grp.,1,1,G,0,33,0,33,150,NA,NA
N4WIO,NA,202,1D,AL,2,NA,1,1,C,0,38,0,38,50,NA,NA
N4WKS,NA,162,1E,SC,2,NA,1,1,B,0,0,6,6,150,NA,NA
N4WZY,NA,174,1D,WWA,2,Edmonds Woodway ARC,1,1,C,0,31,0,31,50,NA,NA
N4YZ,NA,1290,1D,NC,2,Rowan ARS,1,1,C,0,310,0,310,50,NA,NA
N4ZEK,NA,200,1E,SC,2,Grand Strand ARC,1,1,B,0,0,25,25,150,NA,NA
N4ZLK,NA,114,1D,SC,2,NA,1,1,C,16,0,0,16,50,NA,NA
N4ZQA,NA,114,1D,VA,2,NA,1,1,C,0,0,32,32,50,NA,NA
N4ZY,NA,384,1D,NC,2,NA,1,1,C,0,78,11,89,50,NA,NA
N5AT,NA,824,2A,AR,2,Arkansas Radio Em. Srvc.,57,2,G,0,0,137,137,550,NA,NA
N5AW,NA,2762,1E,STX,2,Central TX DX and Contest Club,1,1,G,653,0,0,653,150,NA,NA
N5BF,NA,54,1D,LAX,2,NA,1,1,C,0,1,0,1,50,NA,NA
N5BL,NA,1932,4A,NM,2,Mesilla Valley RC,21,4,G,22,84,129,235,1250,NA,NA
N5BLY,NA,70,1D,MS,2,NA,1,1,C,0,0,10,10,50,NA,NA
N5CRP,NA,526,3A,STX,2,South Texas ARC,4,3,B,0,19,0,19,450,NA,NA
N5CST,NA,250,2AC,OK,2,Leflore Co. Comm. Support Team,4,2,C,17,6,4,27,150,NA,NA
N5CXX,NA,5380,2E,NTX,2,Collins ARC,5,2,G,757,196,709,1662,150,NA,NA
N5DCH,NA,142,1D,NM,2,NA,1,1,C,23,0,0,23,50,NA,NA
N5EE,NA,5062,1D,AR,2,NA,1,1,C,1253,0,0,1253,50,NA,NA
N5EOC,NA,2418,2A,NTX,2,North East Tarrant ARC,26,2,B,171,100,142,413,1050,NA,NA
N5EP,NA,1460,1B1B,WI,5,Fox River Radio League,1,1,B,131,0,0,131,150,NA,NA
N5FZ,NA,318,1D,STX,2,NA,1,1,C,67,0,0,67,50,NA,NA
N5GK (+W5AUU),W5AUU,2698,3A,AR,2,Faulkner Co. ARC,35,3,G,88,168,287,543,1100,NA,NA
N5IB,NA,1450,1E,LA,5,Baton Rouge ARC,1,1,B,130,0,0,130,150,NA,NA
N5ILQ,NA,766,1D,OK,2,NA,1,1,C,179,0,0,179,50,NA,NA
N5IY,NA,365,1E,OH,5,NA,1,1,B,19,0,5,24,150,NA,NA
N5JB,NA,3380,1E,NTX,5,NA,1,1,S,323,0,0,323,150,NA,NA
N5JKW,NA,102,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,0,26,26,50,NA,NA
N5KAE,NA,0,1D,STX,1,NA,1,1,C,9,0,15,24,0,Y,NA
N5KBX,NA,340,1E,STX,2,NA,1,1,B,0,0,95,95,150,NA,NA
N5KIP,NA,594,1D,NTX,2,Richardson Wireless Klub,1,1,C,117,19,0,136,50,NA,NA
N5KO,NA,620,1E,SCV,2,NA,1,1,G,0,117,1,118,150,NA,NA
N5LB,NA,462,1D,MN,2,Stillwater ARA,1,1,C,103,0,0,103,50,NA,NA
N5MF,NA,482,1D,NM,2,Arizona Outlaws Contest Club,1,1,C,108,0,0,108,50,NA,NA
N5MIS,NA,228,1D,MS,2,NA,1,1,C,0,0,89,89,50,NA,NA
N5MSH,NA,70,1B1,NTX,2,Richardson Wireless Klub,1,1,B,0,0,10,10,50,NA,NA
N5MT,NA,510,1D,LA,2,Brazos Valley ARC,1,1,C,0,0,180,180,150,NA,NA
N5NAA,NA,1250,1B1B,STX,5,NA,1,1,B,110,0,0,110,150,NA,NA
N5OAK,NA,2400,6A,STX,2,Oak Hill ARC,10,6,G,325,58,259,642,350,NA,NA
N5OMM,NA,755,1E,LA,5,Southeast LA ARC,1,1,B,0,0,121,121,150,NA,NA
N5OS,NA,2370,7F,MS,2,Jackson Co. ARA,10,7,G,0,191,278,469,1050,NA,NA
N5PC,NA,1404,4A,OK,2,Kay Co. ARC,15,4,B,19,81,107,207,790,NA,NA
N5RVT,NA,72,1D,STX,2,NA,1,1,C,0,0,11,11,50,NA,NA
N5SGM,NA,64,1D,STX,2,Kendall ARS,1,1,C,0,0,7,7,50,NA,NA
N5SKT,NA,220,1E,NTX,2,Richardson Wireless Klub,1,1,B,0,5,25,30,150,NA,NA
N5T,NA,4260,1AB,NTX,5,Hunt Co. Packet Club,5,1,B,363,8,0,371,550,NA,NA
N5TLE,NA,120,1D,NTX,2,Bedford ARC,1,1,C,0,0,35,35,50,NA,NA
N5TT,NA,3874,4A,STX,2,Williamson Co. ARC,29,4,G,0,331,540,871,1470,NA,NA
N5TXL,NA,182,1D,NTX,2,North TX ARS,1,1,C,0,0,66,66,50,NA,NA
N5UVQ,NA,166,1E,NM,2,AR Caravan Club,1,1,B,0,0,8,8,150,NA,NA
N5VAV,NA,700,1D,NTX,2,NA,1,1,C,0,0,325,325,50,NA,NA
N5VBP,NA,700,3D,OK,2,NA,8,3,C,5,0,280,285,120,NA,NA
N5VDQ,NA,2300,2D,NTX,2,Southwest Dallas Co. ARC,11,2,C,98,239,351,688,250,NA,NA
N5VF,NA,468,1D,VA,2,NA,1,1,C,96,0,17,113,50,NA,NA
N5VJX,NA,808,2D,AL,2,NA,3,2,C,0,120,104,224,120,NA,NA
N5WF,NA,2830,3A,NTX,2,Wichita ARS,12,3,G,242,115,226,583,950,NA,NA
N5WRX,NA,176,1E,STX,2,NA,1,1,B,0,0,13,13,150,NA,NA
N5XE,NA,390,1D,OK,2,NA,1,1,C,85,0,0,85,50,NA,NA
N5YIZ,NA,316,1B1,STX,2,NA,1,1,G,0,0,33,33,250,NA,NA
N6ACA,NA,776,1E,EB,2,NA,1,1,B,0,80,28,108,400,NA,NA
N6ACS,NA,3636,4A,LAX,2,Los Angeles City ACS,14,4,B,396,136,379,911,750,NA,NA
N6AKO,NA,364,1F,LAX,2,NA,1,1,B,0,0,57,57,250,NA,NA
N6AN,NA,1085,1B1B,LAX,5,Pasadena RC,1,1,B,71,0,35,106,200,NA,NA
N6ARA,NA,3315,1B1B,LAX,5,Pasadena RC,1,1,B,220,0,93,313,650,NA,NA
N6BHX,NA,826,1D,EB,2,NA,1,1,C,18,99,4,121,350,NA,NA
N6BOX,NA,630,1E,ORG,2,Moreno Valley ARA,1,1,G,0,48,19,67,400,NA,NA
N6BXO,NA,406,1D,CO,2,NA,1,1,C,0,64,0,64,150,NA,NA
N6CRA,NA,1730,6A,ORG,2,Clairemount Repeater Assn.,10,6,B,0,86,18,104,1350,NA,NA
N6DPL,NA,154,1D,ORG,2,NA,1,1,C,0,0,52,52,50,NA,NA
N6DW,NA,1452,1D,VA,2,Franklin Co. (VA) ARC,1,1,C,288,28,19,335,150,NA,NA
N6EWG,NA,70,1D,SJV,2,NA,1,1,C,5,0,0,5,50,NA,NA
N6FQ,NA,2252,3A,SDG,2,Fallbrook ARC,50,3,G,0,15,511,526,1170,NA,NA
N6FRG,NA,408,2A,SJV,2,Calaveras ARS,6,2,G,0,0,79,79,250,NA,NA
"N6GA (WO6JO, KN6EZE)",NA,2375,2B2B,LAX,5,Zuni Loop MEF,2,2,B,158,0,19,177,700,NA,NA
N6HI,NA,1350,1E,AZ,5,Arizona Outlaws Contest Club,1,1,B,120,0,0,120,150,NA,NA
N6IPD (+KN6BMO),KN6BMO,4193,2A,ORG,2,Irvine Disaster EmComm,21,2,B,92,109,697,898,1995,NA,NA
N6IV,NA,206,1B1,SJV,2,Calaveras ARS,1,1,B,14,0,0,14,150,NA,NA
N6JF,NA,1002,1D,ID,2,Twisted Arrow Contest Club,2,1,C,238,0,0,238,50,NA,NA
N6JTX,NA,244,1D,SV,2,NA,1,1,C,0,0,97,97,50,NA,NA
N6KHO,NA,778,1D,OR,2,Valley RC of Oregon,1,1,C,0,182,0,182,50,NA,NA
N6KM,NA,525,1B1B,RI,5,NA,1,1,B,27,0,1,28,250,NA,NA
N6KRV,NA,468,3A,SJV,2,Sequoia ARG,5,3,G,0,0,9,9,450,NA,NA
N6LL,NA,82,1D,LAX,2,Pasadena RC,1,1,C,7,0,2,9,50,NA,NA
N6M,NA,1256,3A,SJV,2,NA,3,3,B,0,2,399,401,450,NA,NA
N6MDV,NA,498,1B2,LAX,2,NA,2,1,B,3,0,43,46,400,NA,NA
N6MI (+N7DA),N7DA,11221,2A,SJV,2,Tom's Garage ARC,8,2,G,1290,44,1435,2769,3015,NA,NA
N6NA,NA,2762,3A,SV,2,River City ARC,8,3,B,167,164,294,625,850,NA,NA
N6NFB,NA,294,1D,SJV,2,Lodi ARC,1,1,C,0,0,122,122,50,NA,NA
N6NKO,NA,1002,1E,WI,2,NA,1,1,B,0,113,0,113,550,NA,NA
N6NO,NA,1414,1D,LAX,2,Pasadena RC,1,1,C,341,0,0,341,50,NA,NA
N6NVO,NA,810,1B1B,SCV,5,NA,1,1,B,36,0,0,36,450,NA,NA
N6OV,NA,776,3A,ORG,2,Bishop ARC,6,3,G,0,0,63,63,650,NA,NA
N6PGQ,NA,880,2A,SV,2,River City AR Comms. Soc.,4,2,B,0,0,165,165,550,NA,NA
N6PRZ,NA,306,1D,EB,2,NA,1,1,C,0,64,0,64,50,NA,NA
N6PWY,NA,1316,2A,SDG,2,Poway ARS,25,2,G,0,98,87,185,750,NA,NA
N6R,NA,6044,7A,SB,2,Ventura Co. ARS/Simi Settlers ARC,49,7,G,246,24,1607,1877,1750,NA,NA
N6RIK,NA,196,1D,GA,2,NA,1,1,C,0,0,73,73,50,NA,NA
N6RK,NA,4014,1E,SV,2,NA,1,1,G,966,0,0,966,150,NA,NA
N6RLS,NA,338,1D,EB,2,East Bay ARC,1,1,C,0,30,34,64,150,NA,NA
N6ROR,NA,1656,3A,SDG,2,Ramona Outback ARS,30,3,G,28,0,347,375,850,NA,NA
N6RZR,NA,610,1D,SV,2,Northern CA Contest Club,1,1,C,0,140,0,140,50,NA,NA
N6SAC,NA,266,1E,SV,2,NA,1,1,B,0,0,58,58,150,NA,NA
N6SAF,NA,386,1D,EB,2,NA,1,1,C,0,84,0,84,50,NA,NA
N6SBC,NA,1192,3A,SCV,2,San Benito Co. ARA,7,3,B,0,0,91,91,1010,NA,NA
N6SEE,NA,182,1E,SDG,2,NA,1,1,B,0,8,0,8,150,NA,NA
N6SER,NA,62,1D,LAX,2,NA,1,1,C,0,3,0,3,50,NA,NA
N6SJV,NA,1168,3A,SJV,2,Lodi ARC,15,3,B,48,0,138,186,700,NA,NA
N6SSF,NA,320,3F,SCV,2,SSF Fire CERT,8,3,C,0,0,85,85,150,NA,NA
N6TCZ,NA,22,1D,LAX,2,NA,1,1,C,0,0,11,11,0,NA,NA
N6VH,NA,216,1D,SDG,2,NA,1,1,C,33,0,17,50,50,NA,NA
N6VHF,NA,1046,1B1,ORG,2,NA,1,1,B,130,0,113,243,300,NA,NA
N6WB,NA,2002,1A,SDG,2,Escondido ARS,35,1,G,256,38,188,482,450,NA,NA
N6WZQ,NA,986,1E,OR,2,NA,1,1,B,0,209,0,209,150,NA,NA
N6XI,NA,0,1D,SV,0,Northern CA Contest Club,1,1,C,704,0,0,704,0,Y,NA
N6Y,NA,70,1D,SCV,2,Foothills ARS,1,1,C,5,0,0,5,50,NA,NA
N6ZEN,NA,332,1E,SCV,2,Half Moon Bay ARC,1,1,B,0,20,1,21,250,NA,NA
N7A,NA,1810,1F,NV,2,Amargosa ARC,3,1,C,0,213,54,267,850,NA,NA
N7AGP,NA,1898,1E,MT,2,NA,1,1,G,331,104,4,439,150,NA,NA
N7AWP,NA,582,1A,EWA,2,NA,3,1,B,0,0,66,66,450,NA,NA
N7CPM,NA,185,1B1B,WWA,5,NA,1,1,B,3,0,1,4,150,NA,NA
N7CZ,NA,322,1C,IN,2,NA,1,1,B,43,0,0,43,150,NA,NA
N7DLV,NA,1084,1B1,WWA,2,NA,1,1,B,0,0,242,242,600,NA,NA
N7DSX,NA,780,1D,AZ,2,NA,1,1,C,73,73,73,219,50,NA,NA
N7DZ,NA,2404,1B1,ID,2,Catalina RC and Radio Soc. of Tucson,1,1,B,538,0,1,539,250,NA,NA
N7E,NA,624,2AC,NV,2,Pony Express Re-Ride Radio Relay Station,3,2,C,30,0,27,57,450,NA,NA
N7EI,NA,1424,3D,OR,2,Columbia (OR) ARA,9,3,C,0,119,449,568,50,NA,NA
N7EKB,NA,350,1D,WWA,2,NA,1,1,C,0,75,0,75,50,NA,NA
N7FPA,NA,132,1D,OR,2,NA,1,1,C,0,0,41,41,50,NA,NA
N7GHZ,NA,1426,1E,AZ,2,Tortolita RC,1,1,B,0,294,0,294,250,NA,NA
N7GMR,NA,1300,3A,AZ,2,Southwest Community Radio System,3,3,B,0,129,17,146,750,NA,NA
N7GP,NA,418,1E,AZ,2,Arizona Outlaws Contest Club,1,1,B,0,67,0,67,150,NA,NA
N7GV,NA,1422,2AC,AZ,2,Green Valley ARC,26,2,C,241,0,104,345,250,NA,NA
N7HCN,NA,1020,1E,EWA,5,NA,1,1,S,67,0,0,67,350,NA,NA
N7HYV,NA,256,1D,NV,2,NA,1,1,C,26,0,51,77,50,NA,NA
N7JVJ,NA,184,1D,WWA,2,NA,1,1,C,0,0,67,67,50,NA,NA
N7KE,NA,1254,3A,WWA,2,Radio Club of Redmond,19,3,G,46,79,52,177,650,NA,NA
N7KGS,NA,998,3A,EWA,2,Kittitas Co. ARC,4,3,G,0,0,24,24,950,NA,NA
N7LAN,NA,102,1D,OR,2,NA,1,1,C,0,13,0,13,50,NA,NA
N7LE,NA,6114,3A,OR,2,Central OR DX Club,14,3,G,548,706,274,1528,550,NA,NA
N7MSI,NA,58,1D,MT,2,NA,1,1,C,0,0,4,4,50,NA,NA
N7NB,NA,1410,1E,WWA,5,NA,1,1,B,116,0,0,116,250,NA,NA
N7PIB,NA,384,1E,SF,2,Valley of the Moon ARC,1,1,S,0,71,0,71,100,NA,NA
N7PP,NA,3186,2E,WWA,2,South Hill Contest Club,7,2,G,491,3,305,799,600,NA,NA
N7QLK,NA,184,1D,NFL,2,NA,1,1,C,0,0,67,67,50,NA,NA
N7QR,NA,450,1B1B,OR,5,NA,1,1,B,10,0,0,10,350,NA,NA
N7QS,NA,620,1B1B,MT,5,NA,1,1,B,47,0,0,47,150,NA,NA
N7RB (+KE7NLU),KE7NLU,1887,3A,MT,2,Capital CIty ARC,15,3,G,35,0,221,256,1305,NA,NA
N7RCS,NA,2080,1B1B,SFL,5,NA,1,1,B,193,0,0,193,150,NA,NA
N7RSC,NA,474,1D,UT,2,NA,1,1,C,0,106,0,106,50,NA,NA
N7RVD,NA,1574,1D,WWA,2,NA,1,1,C,327,29,0,356,150,NA,NA
N7SE,NA,674,1D,CO,2,NA,1,1,C,156,0,0,156,50,NA,NA
N7TAR,NA,1202,7A,AZ,2,Tonto ARA,38,7,B,0,0,1,1,1200,NA,NA
N7TPR,NA,270,1D,WWA,2,Jefferson Co. (WA) ARC,1,1,C,0,0,110,110,50,NA,NA
N7TWB,NA,358,1E,AZ,2,Honeywell-Glendale ARC,1,1,B,0,0,54,54,250,NA,NA
N7U,NA,1632,4A,UT,2,Rainbow Canyon ARC,11,4,G,0,54,233,287,950,NA,NA
N7UN,NA,3400,1B1B,EWA,5,NA,1,1,B,325,0,0,325,150,NA,NA
N7WAH,NA,1024,1A,WWA,2,Wahkiakum Co. ARC,3,1,B,21,0,395,416,150,NA,NA
N7WY,NA,1194,1D,WY,2,Shy-Wy ARC,1,1,C,261,0,50,311,50,NA,NA
N7XQA,NA,122,1D,AZ,2,Explorer Post 599,3,1,C,0,0,36,36,50,NA,NA
N8A,NA,5020,1E,OH,5,NA,2,1,S,230,215,0,445,570,NA,NA
N8AA,NA,450,1D,OH,2,Dial RC of Middletown,1,1,C,100,0,0,100,50,NA,NA
N8ARA,NA,202,1AC,OH,2,Newark ARA,5,1,C,0,0,26,26,150,NA,NA
N8BAG,NA,178,1D,OH,2,Tusco ARC,1,1,C,0,0,64,64,50,NA,NA
N8BC,NA,4468,6A,OH,2,Lake Co. ARA,16,6,G,471,118,306,895,1500,NA,NA
N8BV,NA,2052,1D,OH,2,Oh-Ky-In ARS,1,1,C,0,0,1001,1001,50,NA,NA
N8CBA,NA,1666,1D,MI,2,Blossomland ARA,1,1,C,267,137,0,404,50,NA,NA
N8CDY,NA,420,1D,OH,2,NA,1,1,C,0,92,1,93,50,NA,NA
N8CPA,NA,286,1D,OH,2,NA,1,1,C,59,0,0,59,50,NA,NA
N8CWU,NA,1286,1D,OH,2,Madison Co. ARC,1,1,C,0,307,4,311,50,NA,NA
N8DD,NA,238,1D,OH,2,NA,1,1,C,43,0,8,51,50,NA,NA
N8DMT (+N8DKK),NA,1025,1B2B,IL,5,NA,2,1,B,72,5,1,78,250,NA,NA
N8ERL,NA,554,1D,MI,2,Saginaw Valley ARA,1,1,C,101,0,0,101,150,NA,NA
N8FKF,NA,490,1E,MT,2,NA,1,1,B,0,85,0,85,150,NA,NA
N8FYL,NA,510,1D,MI,2,L'Anse Creuse ARC,1,1,C,90,0,0,90,150,NA,NA
N8IW,NA,1300,1B2B,OH,5,Wayne ARC,2,1,B,115,0,0,115,150,NA,NA
N8JIA,NA,510,1E,STX,5,NA,1,1,B,0,36,0,36,150,NA,NA
N8JXJ,NA,390,1B1,OH,2,Mound ARA,1,1,B,0,0,20,20,350,NA,NA
N8KH,NA,2688,1D,SFL,2,Florida Contest Grp.,1,1,C,622,0,0,622,200,NA,NA
N8KZ,NA,80,1B1B,MI,5,Utica Shelby EmComm Assn.,1,1,B,3,0,0,3,50,NA,NA
N8LC,NA,4132,7AC,MI,2,L'Anse Creuse ARC,30,7,C,539,210,233,982,670,NA,NA
N8LFK,NA,170,1D,OH,2,Wayne ARC,1,1,C,0,30,0,30,50,NA,NA
N8MRS,NA,342,1D,OH,2,Oh-Ky-In ARS,1,1,C,0,32,32,64,150,NA,NA
N8NC,NA,3040,5AB,OH,5,North Coast ARC,9,5,B,0,110,114,224,1370,NA,NA
N8NCR,NA,736,1E,WPA,2,NA,1,1,B,0,0,193,193,350,NA,NA
N8NFE,NA,470,1B1B,WI,5,NA,1,1,B,0,22,0,22,250,NA,NA
N8O (+W8MAL),W8MAL,2015,5A,OH,2,Ottawa Co. A.R.E.S.,6,5,B,6,85,48,139,1555,NA,NA
N8OQ,NA,1400,1E,VA,5,Fluvanna ARES Grp.,1,1,B,0,115,0,115,250,NA,NA
N8PFK,NA,1432,1D,MI,2,NA,1,1,C,0,345,1,346,50,NA,NA
N8QA,NA,1604,3AC,OH,2,Portsmouth RC,19,3,C,0,98,381,479,450,NA,NA
N8RAT,NA,1602,1E,WV,2,NA,1,1,G,0,0,726,726,150,NA,NA
N8RGA,NA,702,1D,MI,2,NA,1,1,C,78,78,14,170,50,NA,NA
N8RI,NA,108,1D,MI,2,NA,1,1,C,0,0,29,29,50,NA,NA
N8SL,NA,2998,4A,MI,2,South Lyon Area ARC,31,4,G,66,172,498,736,1050,NA,NA
N8SLT,NA,730,1B1B,WV,5,Central WV Wireless Assn.,1,1,B,0,58,0,58,150,NA,NA
N8TCP,NA,1238,1E,OH,2,Splinter Grp. ARC,1,1,G,0,247,0,247,250,NA,NA
N8TP,NA,250,1E,GA,2,NA,1,1,B,0,0,50,50,150,NA,NA
N8TW,NA,254,1D,MI,2,Garden City ARC,1,1,C,32,19,0,51,50,NA,NA
N8URE,NA,265,1B1B,SFL,5,NA,1,1,B,0,0,3,3,250,NA,NA
N8UXN,NA,228,1D,MI,2,Grand Rapids ARA,1,1,C,0,0,89,89,50,NA,NA
N8VBL,NA,204,1B1,MI,2,NA,1,1,B,0,0,27,27,150,NA,NA
N8VV,NA,2254,1D,OH,2,Coshocton Co. ARA,1,1,C,551,0,0,551,50,NA,NA
N8WXQ,NA,2590,1B1B,WPA,5,NA,1,1,B,242,0,4,246,150,NA,NA
N8XCM,NA,254,1B1,MI,2,NA,1,1,B,0,0,52,52,150,NA,NA
N8XI,NA,1458,1D,MI,2,Livonia ARC/Ford ARL,1,1,C,346,0,12,358,50,NA,NA
N8ZKT,NA,154,1D,OH,2,NA,1,1,C,0,2,48,50,50,NA,NA
N9AJD,NA,54,1D,IN,2,NA,1,1,C,0,0,2,2,50,NA,NA
N9AU,NA,990,1D,WI,2,West Allis RAC,1,1,C,210,0,0,210,150,NA,NA
N9BCN (+KD9YPY),KD9YPY,8183,3A,IN,2,Piglet Radio,19,3,G,322,333,1519,2174,2525,NA,NA
N9BGU,NA,678,3E,CO,2,NA,2,3,B,0,0,39,39,600,NA,NA
N9BOR,NA,2050,1D,IL,2,NA,1,1,C,500,0,0,500,50,NA,NA
N9CC,NA,108,1D,IL,2,Special Purpose ARC,3,1,C,7,0,15,22,50,NA,NA
N9CCA,NA,1456,4A,IN,2,Clay Co. AUXCOMM,8,4,B,0,34,175,209,970,NA,NA
N9CX,NA,834,1D,OH,2,CRES ARC,1,1,C,192,0,8,200,50,NA,NA
N9DEK,NA,302,1D,IN,2,NA,1,1,C,0,0,126,126,50,NA,NA
N9DNB,NA,560,1E,IL,5,NA,1,1,B,0,29,24,53,150,NA,NA
N9DPP,NA,634,1E,IN,2,NA,1,1,G,0,0,242,242,150,NA,NA
N9DU,NA,220,1C,WI,2,NA,1,1,B,0,1,33,34,150,NA,NA
N9FAT,NA,176,1D,MI,2,NA,1,1,C,0,0,63,63,50,NA,NA
N9GMT,NA,10558,9E,WI,2,FM38 Repeater Grp.,14,9,G,1083,554,1230,2867,1550,NA,NA
N9HOX,NA,290,1B1,IL,2,NA,1,1,B,0,0,70,70,150,NA,NA
N9HQ,NA,390,1D,IL,2,NA,1,1,C,0,0,170,170,50,NA,NA
N9IBM,NA,110,1D,IL,2,Schaumburg ARC,1,1,C,3,0,24,27,50,NA,NA
N9ITO,NA,134,1D,IL,2,NA,1,1,C,21,0,0,21,50,NA,NA
N9IVI,NA,445,1B1B,IN,5,NA,1,1,B,35,0,9,44,50,NA,NA
N9JFK,NA,380,1B1,WI,2,NA,1,1,B,0,0,115,115,150,NA,NA
N9KIY,NA,176,1D,SC,2,NA,1,1,C,0,0,63,63,50,NA,NA
N9LFF,NA,1505,1B1B,LAX,5,Pasadena RC,1,1,B,0,122,7,129,250,NA,NA
N9LPQ,NA,270,1E,WI,2,NA,1,1,B,0,30,0,30,150,NA,NA
N9LQ,NA,342,1D,IL,2,NA,1,1,C,73,0,0,73,50,NA,NA
N9MII,NA,1804,4A,WWA,2,KTQA Irregular RC,7,4,B,0,32,363,395,950,NA,NA
N9MSG,NA,1178,1D,IL,2,NA,1,1,C,198,70,28,296,50,NA,NA
N9MT,NA,70,1D,IN,2,NA,1,1,C,0,5,0,5,50,NA,NA
N9NM,NA,618,1D,STX,2,NA,1,1,C,142,0,0,142,50,NA,NA
N9OF,NA,602,1D,STX,2,NA,1,1,C,138,0,0,138,50,NA,NA
N9OHW,NA,1230,1B1B,SCV,5,NA,1,1,B,105,0,6,111,150,NA,NA
N9PKL,NA,250,1D,IN,2,Grant Co. ARC,1,1,C,0,0,100,100,50,NA,NA
N9QID,NA,242,2D,MI,2,NA,3,2,C,0,0,86,86,70,NA,NA
N9RI,NA,1470,2A,IN,2,Muncie Area ARC,16,2,G,55,1,98,154,1050,NA,NA
N9RJV (+KD9FMN),KD9FMN,4916,2A,IL,2,Schaumburg ARC,77,2,G,653,62,328,1043,1400,NA,NA
N9RMH,NA,252,1D,IN,2,NA,1,1,C,0,0,101,101,50,NA,NA
N9TCA,NA,86,1D,IL,2,Fox River Radio League,1,1,C,0,0,18,18,50,NA,NA
N9TDE,NA,314,1D,SD,2,NA,1,1,C,0,0,82,82,150,NA,NA
N9TTX,NA,180,1C,WI,2,Chippewa Valley VHF Contesters,1,1,B,11,0,43,54,50,NA,NA
N9UN,NA,876,2F,IN,2,Marion Co. ARS,6,2,C,0,0,253,253,370,NA,NA
N9UXC,NA,234,1D,MN,2,NA,1,1,C,0,21,0,21,150,NA,NA
N9VPV,NA,176,1E,IL,2,NA,1,1,B,0,0,13,13,150,NA,NA
N9WH (+W9JM),W9JM,6797,3A,IL,2,The 415 ARC,30,3,G,264,403,632,1299,2865,NA,NA
N9WNJ,NA,190,1D,IN,2,NA,1,1,C,0,35,0,35,50,NA,NA
N9ZI,NA,950,1D,IN,2,NA,1,1,C,225,0,0,225,50,NA,NA
N9ZSY,NA,520,1D,IN,2,Bear Bait RC,2,1,C,0,114,7,121,50,NA,NA
NA0PW,NA,1422,3A,CO,2,Pueblo West ARC,12,3,G,208,0,70,278,450,NA,NA
NA1RA,NA,408,1F,CT,2,Northville ARA,24,1,C,0,0,29,29,350,NA,NA
NA2DX,NA,946,1D,WNY,2,NA,1,1,C,224,0,0,224,50,NA,NA
NA3F,NA,150,1D,WPA,2,NA,1,1,C,25,0,0,25,50,NA,NA
