call,gota_call,final_score,class,section,power_multiplier,club_name,number_of_participants,transmitters,power_source,total_cw_qsos,total_digital_qsos,total_phone_qsos,total_qsos,bonus_points
N3FM,NA,462,1D,MDC,2,Northeast Maryland AR Contest Soc.,1,1,C,20,42,82,144,50
N3FP,NA,212,1A,GA,2,Luke-Jack Searchers,3,1,B,0,0,21,21,170
N3FWE,NA,118,1D,EPA,2,Cumberland ARC,1,1,C,0,17,0,17,50
N3GDS,NA,184,1B1,WV,2,NA,1,1,B,0,0,17,17,150
N3GTG,NA,402,1D,VA,2,NA,1,1,C,51,37,0,88,50
N3GTH,NA,494,1D,EPA,2,Endless Mountains ARC,1,1,C,0,52,68,120,150
N3HCN,NA,4014,1B2,EPA,2,Northeast Maryland AR Contest Soc.,2,1,G,906,0,70,976,250
N3HEE,NA,1982,1D,SC,2,W3AO PVRC,1,1,C,466,17,0,483,50
N3IC,K3MZ,11870,3A,MDC,2,Randallstown ARC,16,3,G,1819,71,1420,3310,1470
N3IOE,NA,116,1D,EPA,2,Long Island CW Club,1,1,C,28,0,2,30,0
N3IS,NA,2104,2A,EPA,2,Eastern PA ARA,25,2,G,18,124,243,385,1050
N3IW,NA,852,1D,WPA,2,Nittany Contest Club,1,1,C,157,0,37,194,150
N3JNX,NA,246,1D,EPA,2,NA,1,1,C,22,27,0,49,50
N3JPV,NA,266,1D,EPA,2,Columbia-Montour ARC,1,1,C,0,0,108,108,50
N3JT,NA,2450,1D,VA,2,W3AO PVRC,1,1,C,600,0,0,600,50
N3JUY,NA,408,1D,NFL,2,FVFD21,1,1,C,102,0,0,102,0
N3KCR,NA,130,1D,EPA,2,Columbia-Montour ARC,1,1,C,0,0,40,40,50
N3KN,NA,884,1D,VA,2,Potomac Valley RC,1,1,C,102,105,3,210,50
N3KNN,NA,144,1D,MDC,2,Columbia (MD) ARA,1,1,C,0,0,47,47,50
N3MK,NA,730,1D,VA,2,Potomac Valley RC,1,1,C,0,170,0,170,50
N3MM,NA,1522,3A,VA,2,Moose Pirates,5,3,G,111,90,34,235,650
N3MTB,NA,432,1E,ENY,2,NA,1,1,B,0,57,27,84,150
N3MWQ,NA,560,1D,DE,2,NA,1,1,C,0,101,3,104,150
N3NIA,NA,1628,4A,WPA,2,Elk Co. ARA,17,4,G,0,0,289,289,1050
N3NZ,W3AWA,2574,5A,EPA,2,Marple Newtown ARC & Mobile Sixers RC,32,5,G,166,0,375,541,1160
N3ODE,NA,342,1D,MDC,2,Antietam RA,1,1,C,0,73,0,73,50
N3OFR,NA,575,1B2B,EPA,5,NA,2,1,B,0,0,45,45,350
N3OIK,NA,814,1D,WPA,2,Butler Co. AR Public Srvc. Group,1,1,C,0,191,0,191,50
N3OMA,NA,136,1D,EPA,2,Columbia-Montour ARC,1,1,C,0,1,41,42,50
N3PPD,NA,498,2A,MDC,2,N3RRDS,3,2,B,0,40,44,84,250
N3QKA,NA,1050,1B1B,WV,5,Signal Hill ARC,1,1,B,0,80,0,80,250
N3RC,NA,90,1E,SF,2,REDXA/MARS,1,1,G,10,0,0,10,50
N3RMC,NA,590,1E,EPA,2,Warminster ARC,1,1,B,0,25,35,60,420
N3RN,NA,2470,1B1B,EPA,5,Murgas ARC,1,1,B,202,0,0,202,450
N3RSY,NA,580,3AB,EPA,5,PA Ridge Runners United,3,3,S,0,23,0,23,350
N3SRC,W3GAA,3542,5A,EPA,2,Susquehanna Co. ARC,12,5,G,127,301,270,698,1290
N3SW,NA,1150,1D,VA,2,South Mountain Radio Amateurs,1,1,C,200,0,0,200,350
N3TDE,NA,126,1D,EPA,1,NA,1,1,C,0,0,76,76,50
N3TWX,NA,346,1D,CO,2,NA,1,1,C,0,74,0,74,50
N3UA,NA,2050,1D,VA,2,Central Virginia Contest Club,1,1,C,500,0,0,500,50
N3UO,NA,226,1D,EPA,2,Warminster ARC,1,1,C,0,40,8,48,50
N3UYI,NA,150,1D,WI,2,NA,1,1,C,0,23,4,27,50
N3VYZ,NA,700,3D,WPA,2,Tri County ARC (PA),3,3,C,0,0,275,275,150
N3WD,NA,1678,1E,MDC,2,Northeast Maryland AR Contest Soc.,1,1,B,0,343,78,421,150
N3WH,NA,476,1B1,WPA,2,Butler Co. AR Public Srvc. Group,1,1,G,0,0,113,113,250
N3WM,NA,862,1D,VA,2,Chesapeake Amateur Radio Service,1,1,C,203,0,0,203,50
N3XPD,NA,62,1D,EPA,2,NA,1,1,C,0,0,6,6,50
N3XZ,NA,726,1D,EPA,2,NA,1,1,C,137,0,64,201,50
N3YAZ,NA,1480,1B1,WPA,5,Butler Co. AR Public Srvc. Group,1,1,S,0,113,0,113,350
N3YPJ,NA,2210,3A,MDC,2,National Electronics Museum RC,3,3,G,0,182,566,748,350
N3YQG,NA,132,1D,EPA,2,Reading RC,1,1,C,0,0,41,41,50
N3ZP,NA,2370,1B2B,EPA,5,NA,2,1,B,184,7,42,233,250
N3ZRW,NA,196,1E,EPA,2,Pottstown Area ARC,1,1,B,0,0,23,23,150
N3ZZK,NA,278,1D,EPA,2,Holmesburg ARC,1,1,C,0,0,114,114,50
N4ARI,NA,630,1AB,VA,5,York Co. Radio Soc.,3,1,B,0,18,0,18,450
N4AU,NA,1150,1D,AL,2,Montgomery ARC,1,1,C,264,11,0,275,50
N4AW,NA,2572,2A,SC,2,Anderson RC,33,2,G,200,0,361,561,1050
N4BAX,NA,110,1D,TN,2,WCARES-TN,1,1,C,0,0,30,30,50
N4BBG,NA,94,1D,GA,2,Cherokee ARS,1,1,C,0,11,0,11,50
N4BCT,KN4CTG,1490,3A,TN,2,Bledsoe Co. ARC,12,3,G,2,0,136,138,1210
N4BFR,NA,362,1D,GA,2,Atlanta RC,1,1,C,0,0,56,56,250
N4BP,NA,8650,1E,SFL,2,NA,1,1,B,2100,0,0,2100,250
N4CCJ,NA,220,1D,KY,2,Bullitt ARS,1,1,C,0,0,85,85,50
N4CF,NA,1750,1D,VA,2,Potomac Valley RC,1,1,C,425,0,0,425,50
N4CKV,NA,474,1D,TN,2,Clarksville Amateur Radio and Pilots Assn.,1,1,C,22,53,62,137,50
N4CRC,NA,624,2A,GA,2,Coweta RC,20,2,G,36,0,65,101,350
N4CSV,NA,450,1D,TN,2,WCARES-TN,1,1,C,0,100,0,100,50
N4CVG,NA,2128,3A,KY,2,Ruckerville Amateur Transmitting Soc.,21,3,G,200,83,223,506,550
N4CWZ,NA,3774,1A,NC,2,Belews Cove Minions,3,1,G,628,0,556,1184,150
N4CZ,NA,76,1D,AL,2,NA,1,1,C,2,3,3,8,50
N4DAB,NA,2054,3A,NFL,2,Daytona Beach CERT AR Team,11,3,G,100,129,94,323,950
N4DAR,NA,88,1D,KY,2,NA,2,1,C,0,0,9,9,70
N4DE,NA,218,1D,NC,2,Watauga ARC,1,1,C,0,42,0,42,50
N4DM,NA,710,1E,AL,5,Baldwin Co. ARC,1,1,B,0,56,0,56,150
N4DPM,NA,330,1D,NFL,2,North Okaloosa ARC,1,1,C,70,0,0,70,50
N4DQ,NA,486,1E,AL,2,Baldwin Co. ARC,1,1,B,109,0,0,109,50
N4DW,NA,858,1D,TN,2,Bristol ARC,1,1,C,202,0,0,202,50
N4EAR,NA,422,2A,WCF,2,Englewood ARS,6,2,G,0,0,36,36,350
N4EE,NA,3386,2A,SC,2,Trident ARC,15,2,B,0,62,1144,1206,850
N4EH,NA,5696,4A,NFL,2,Lake Monroe ARS,56,4,G,238,94,1289,1621,1790
N4EK,NA,882,1D,NFL,2,NA,1,1,C,208,0,0,208,50
N4ENC,NA,765,3AB,NC,5,TicBite ARA,3,3,S,0,0,23,23,650
N4ES,NA,192,1D,NC,2,NA,1,1,C,34,0,3,37,50
N4F,NA,2644,3F,NFL,2,Citrus Co. ARC and ARES,25,3,G,312,47,79,438,1050
N4FA,NA,274,1E,SFL,2,NA,1,1,B,0,56,0,56,50
N4FLB,NA,236,1E,AL,2,Montgomery ARC,1,1,B,0,0,43,43,150
N4FR,NA,5026,2F,TN,2,WCARES-TN,21,2,C,1054,0,380,1434,50
N4GAS,NC4GC,2592,3A,NC,2,Gaston Co. ARS,12,3,G,168,50,525,743,670
N4GF,NA,410,1AB,NC,5,Orange Co. Radio Amateurs & Durham FM Assn.,5,1,B,4,0,0,4,370
N4GM,NA,1378,3A,NC,2,Brunswick Shores ARC,21,3,G,85,20,4,109,950
N4GPW,NA,364,1E,GA,2,Turkey Heaven Mtn. Repeater Assn.,1,1,G,0,0,107,107,150
N4IDX,NA,2306,2F,AL,2,Bankhead ARC,12,2,C,0,281,266,547,650
N4IJ,NA,1688,1E,NC,2,Carolina DX Assn.,1,1,G,332,0,105,437,150
N4IQ,NA,1614,1B2,SC,2,Twin Ops Warriors,2,1,C,338,0,106,444,50
N4IV,NA,1418,3AC,NC,2,Rockingham Co. ARC,15,3,C,119,159,128,406,50
N4IW,NA,462,1D,VA,2,Lynchburg ARC,1,1,C,0,103,0,103,50
N4IX,NA,155,1B1B,SC,5,NA,1,1,B,0,0,21,21,50
N4JAW,NA,398,1B1,KY,2,NA,1,1,B,0,0,24,24,350
N4JEL,NA,182,1E,NFL,2,Tallahassee ARS,1,1,B,0,0,16,16,150
N4JKO,NA,286,1D,KY,2,NA,1,1,C,0,0,118,118,50
N4JQR,NA,170,1D,NC,2,Orange Co. Radio Amateurs & Durham FM Assn.,1,1,C,0,0,60,60,50
N4KGL,NA,812,1B2,GA,2,Panama City ARC,2,1,B,108,7,51,166,250
N4KHI,NA,448,1B1,SFL,2,NA,1,1,C,0,99,1,100,50
N4KHZ,NA,158,1D,WNY,2,NA,1,1,C,27,0,0,27,50
N4KW,NA,1800,1D,NC,2,Orange Co. Radio Amateurs & Durham FM Assn.,1,1,C,356,0,163,519,50
N4LF,NA,442,1D,DE,2,Florida Contest Group,1,1,C,83,15,0,98,50
N4LJS,NA,630,1D,VA,2,Woodbridge Wireless,1,1,C,145,0,0,145,50
N4LKB,NA,438,1D,VA,2,NA,1,1,C,0,97,0,97,50
N4LNR,NA,1806,3A,NC,2,Lenoir ARC,12,3,G,3,0,272,275,1250
N4LQ,NA,4066,1D,NC,2,Cleveland Co. Amateur Radio Service,1,1,C,1004,0,0,1004,50
N4LSJ,NA,634,1E,OH,2,Ruckerville Amateur Transmitting Soc.,1,1,G,84,0,74,158,150
N4MCC,NA,510,1D,TN,2,Maury ARC,1,1,C,0,15,200,215,50
N4MCH,KK4JPG,1364,3A,GA,2,Monroe Co.  ARS,19,3,G,13,28,25,66,1150
N4MI,NA,462,1D,GA,2,ARC of Columbia Co.,1,1,C,0,103,0,103,50
N4MIO,NA,5222,2A,NC,2,Alamance ARC,6,2,G,1005,47,182,1234,650
N4MM,NA,110,1D,VA,2,NA,1,1,C,2,0,51,53,0
N4MUH,NA,390,1E,NFL,2,NA,1,1,G,85,0,0,85,50
N4N,NA,5244,3A,GA,2,N4N Field Day Group,5,3,S,429,594,1,1024,1150
N4NA,NA,1270,1E,TN,2,NA,1,1,B,280,0,0,280,150
N4NP,NA,118,1D,KY,2,NA,1,1,C,0,17,0,17,50
N4NQY,NA,98,1D,VA,2,Lynchburg ARC,1,1,C,0,12,0,12,50
N4NRV,NA,2020,3A,VA,2,New River Valley ARC,7,3,G,10,24,417,451,1050
N4NTO,NA,1114,1B1,NC,2,NA,1,1,C,266,0,0,266,50
N4NVG,NA,452,1D,VA,2,NA,2,1,C,0,38,75,113,150
N4NX,W4IZT,7544,2A,GA,2,Mountain Amateur Radio Contest Org.,7,2,G,1157,292,99,1548,1550
N4OPI,NA,2050,1B1B,TN,5,WCARES-TN,1,1,B,0,190,0,190,150
N4PCC,NA,274,1D,NFL,2,Lake ARA,1,1,C,0,0,112,112,50
N4POW,NA,2336,2A,VA,2,Powhatan Area RC,40,2,G,66,0,761,827,550
N4PRS,NA,562,1D,NC,2,Pamlico ARS,5,1,C,31,11,22,64,350
N4PWG,NA,534,1D,TN,2,Reelfoot ARC,1,1,C,0,46,0,46,350
N4QEP,NA,822,1D,NFL,2,Santa Rosa Co. ARES,1,1,C,0,193,0,193,50
N4QI,NA,206,1E,SC,2,Grand Strand ARC,1,1,B,0,0,28,28,150
N4QLC,NA,72,1D,NFL,2,Orange Park ARC,1,1,C,0,0,11,11,50
N4QS,NA,2050,1D,KY,2,Paducah ARA,1,1,C,500,0,0,500,50
N4QX,NA,184,1C,NNJ,2,Potomac Valley RC,1,1,G,0,0,17,17,150
N4RLI,NA,750,1E,VA,5,Valley and Massanutten ARA,1,1,B,30,0,0,30,450
N4RRT,NA,140,1B1B,EPA,5,NA,1,1,B,9,0,0,9,50
N4RT,NA,3780,1E,AL,5,Baldwin Co. ARC,1,1,B,363,0,0,363,150
N4RTD,NA,74,1D,WCF,2,Lakeland ARC,1,1,C,0,6,0,6,50
N4RVD,NA,112,1D,NFL,2,Orange Park ARC,1,1,C,0,0,31,31,50
N4RWH,NA,246,1E,WCF,2,Highlands Co. ARC,1,1,G,0,0,48,48,150
N4SD,NA,880,1B1B,VA,5,NA,1,1,B,73,0,0,73,150
N4SEV,K4TRB,2226,5A,AL,2,Limestone ARES,75,5,G,0,120,163,283,1420
N4SFC,NA,1170,1D,SFL,2,NA,1,1,C,0,280,0,280,50
N4SOI,NA,768,1E,NC,2,NA,1,1,B,0,149,11,160,150
N4SRC,NA,1424,5A,WCF,2,Solivita RC,9,5,G,67,0,253,320,650
N4SWC,NA,1268,3A,NC,2,South Wake ARC,3,3,G,0,0,114,114,1040
N4T,NV1T,4804,3A,TN,2,Cumberland Plateau ARC,63,3,G,422,237,329,988,1510
N4TOL,NA,288,1D,GA,2,North Fulton ARL,1,1,C,25,0,19,44,150
N4TP,NA,7358,2D,WCF,2,Tampa ARC,12,2,C,1400,0,804,2204,150
N4TPT,NA,850,1E,KY,2,NA,1,1,B,0,75,150,225,250
N4TQX,NA,418,1B1,TN,2,NA,1,1,B,0,31,72,103,150
N4TRB,NA,75,1B1B,GA,5,Gwinnett ARS,1,1,B,0,1,3,4,50
N4TUR,NA,318,1D,SFL,2,Gold Coast ARA,1,1,C,0,26,82,108,50
N4UFP,NA,390,1D,SC,2,NA,1,1,C,0,50,70,120,50
N4UJ,NA,1062,1E,GA,2,Alford Memorial RC,2,1,B,177,0,52,229,250
N4UOH,NA,1660,1D,NC,2,NA,1,1,C,415,0,0,415,0
N4USB,NA,256,1D,NC,2,Cape Fear ARS,1,1,C,0,0,103,103,50
N4UVR,NA,1080,1D,NFL,2,Northwest Florida ARC,1,1,C,0,251,13,264,50
N4UZZ,NA,2150,1B1,AL,2,Montgomery ARC,1,1,G,0,475,0,475,250
N4VSP,NA,312,1D,NFL,2,Northwest Florida ARC,1,1,C,0,65,1,66,50
N4XD,NA,3006,1C,NC,2,Smithchart ARS,1,1,G,714,0,0,714,150
N4XL,NA,1456,1D,SC,2,North Augusta Belvedere RC,1,1,C,342,0,19,361,50
N4YDU,NA,2064,1B1,NC,2,Mila's Field Day Group,1,1,C,384,0,239,623,50
N4YHC,NA,62,1D,KY,2,NA,1,1,C,0,3,0,3,50
N4ZAX,NA,934,1E,NC,2,Clay Co. (NC) Auxcomm,1,1,B,0,171,0,171,250
N4ZR,NA,2886,1D,MDC,2,W3AO PVRC,1,1,C,709,0,0,709,50
N4ZZ,NA,6390,1D,TN,2,Arizona Outlaws Contest Club,1,1,C,1585,0,0,1585,50
N5AEX,NA,4000,5A,LA,2,Central Louisiana ARC,40,5,G,362,38,525,925,1350
N5AF,NA,110,1D,STX,2,NA,1,1,C,0,15,0,15,50
N5AJD,NA,280,1B1,NTX,2,Richardson Wireless Klub,1,1,B,0,0,15,15,250
N5AT,NA,810,2A,AR,2,Arkansas Radio Emergency Services,12,2,G,37,0,56,93,550
N5BB,NA,522,1D,NTX,2,Irving ARC,1,1,C,62,0,12,74,250
N5BL,NA,2084,4A,NM,2,Mesilla Valley RC,14,4,G,74,277,5,356,670
N5BRG,NA,130,1D,NTX,2,NA,1,1,C,0,0,40,40,50
N5BVA,NA,4608,3A,AR,2,Bella Vista RC,35,3,G,944,28,75,1047,570
N5CLS,NA,82,1D,NTX,2,NA,1,1,C,8,0,0,8,50
N5CSU,NA,282,1B1,NTX,2,White Rock Lake ARC,1,1,B,0,0,16,16,250
N5CW,NA,5310,1E,MS,2,Hattiesburg ARC,1,1,G,1290,0,0,1290,150
N5CWA,NA,526,1D,STX,2,WCARC-TX,1,1,C,0,119,0,119,50
N5CXX,NA,1912,1A,NTX,2,Collins ARC,15,1,G,0,49,223,272,1270
N5DFW,NA,282,1D,STX,2,WCARC-TX,1,1,C,2,0,12,14,250
N5DGK,NA,260,1B1B,LA,5,Baton Rouge ARC,1,1,B,0,0,2,2,250
N5DN,NA,258,1D,NTX,2,North Richland Hills ARC,1,1,C,0,52,0,52,50
N5DTT,NA,282,1D,STX,2,Texas DX Soc.,1,1,C,0,58,0,58,50
N5DWV,NA,180,1D,NTX,2,North East Tarrant ARC,1,1,C,0,0,65,65,50
N5EOC,K5WZS,2132,2A,NTX,2,Northeast Tarrant ARC,24,2,G,74,88,192,354,1100
N5EP,NA,450,1B1B,WI,5,NA,1,1,B,30,0,0,30,150
N5EPA,NA,318,1E,NM,2,Albuquerque DX Assn.,1,1,G,0,0,84,84,150
N5ERS,NA,2092,2A,NTX,2,Emergency Repeater System,4,2,B,13,401,43,457,350
N5ESE,NA,930,1B1B,STX,5,NA,1,1,B,78,0,0,78,150
N5FKU,N5FKU,422,3A,NTX,2,Lake Area Amateur Radio Klub,8,3,G,0,0,36,36,350
N5GI,NA,150,1D,NTX,2,DFW Contest Group,1,1,C,0,0,50,50,50
N5HC,NA,1598,1E,NM,2,New Mexico Big River Contesters,1,1,G,0,0,724,724,150
N5HYP,NA,324,1E,NTX,2,Irving ARC,4,1,B,3,0,31,34,250
N5II,NA,478,1A,LA,2,Spring Hill ARC,7,1,G,37,0,40,77,250
N5ILQ,NA,226,1D,OK,2,Edmond ARS,1,1,C,0,44,0,44,50
N5IY,NA,630,1D,NM,2,NA,1,1,C,1,144,0,145,50
N5JB,NA,1818,1E,NTX,2,NA,1,1,G,415,0,4,419,150
N5JND,NA,1760,1E,STX,5,NA,1,1,B,0,151,0,151,250
N5KAE,NA,138,1D,STX,2,NA,1,1,C,9,0,26,35,50
N5LB,NA,478,1D,MN,2,Stillwater ARA,1,1,C,105,0,4,109,50
N5MCB,NA,386,1D,NTX,2,NA,1,1,C,0,84,0,84,50
N5MF,NA,666,1D,NM,2,Arizona Outlaws Contest Club,1,1,C,154,0,0,154,50
N5MHI,NA,56,1D,STX,2,Austin ARC,1,1,C,0,0,3,3,50
N5MT,NA,1054,1D,LA,2,Texas DX Soc.,1,1,C,0,251,0,251,50
N5MU,NA,750,1D,STX,2,NA,1,1,C,0,175,0,175,50
N5NA,NA,722,1D,WTX,2,Midland (TX) ARC,1,1,C,59,84,0,143,150
N5NAA,NA,850,1B1B,STX,5,NA,1,1,B,70,0,0,70,150
N5OF,NA,316,1D,NTX,2,NA,1,1,C,0,55,23,78,50
N5OFW,NA,180,1E,NTX,2,NA,1,1,B,0,0,15,15,150
N5PA,NA,502,1D,MS,2,NA,1,1,C,0,113,0,113,50
N5PC,NA,1132,3A,OK,2,Kay Co. ARC,20,3,B,1,87,65,153,650
N5QNS,NA,108,1D,WTX,2,NA,1,1,C,0,0,29,29,50
N5R,NA,634,1A,NTX,2,Northeast Tarrant ARC,4,1,B,45,37,8,90,290
N5RCA,NA,1152,2F,NTX,2,Rusk Co. ARC,16,2,C,72,0,107,179,650
N5SLY,NA,660,1D,NTX,2,Grayson Co. ARC,1,1,C,0,122,11,133,150
N5SMQ,NA,1432,2D,VA,2,Valley and Massanutten ARA,1,2,C,0,308,5,313,190
N5SQA,NA,482,1E,NTX,2,Dallas ARC,1,1,G,0,0,16,16,450
N5T,NA,4420,1AB,NTX,5,Hunt Co. Packet Club,5,1,B,333,44,0,377,650
N5TLE,NA,384,1B1,NTX,2,Bedford ARC,1,1,G,0,0,67,67,250
N5TUM,NA,80,1D,AR,2,Batesville Area RC,1,1,C,0,0,15,15,50
N5UWY,NA,70,1D,OK,2,South Canadian ARS,1,1,C,5,0,0,5,50
N5VDQ,NA,966,1D,NTX,2,Southwest Dallas Co. ARC,6,1,C,134,0,160,294,110
N5VF,NA,772,1D,VA,2,NA,1,1,C,169,0,23,192,50
N5VX,NA,706,1D,NC,2,Hampstead Hams,1,1,C,0,164,0,164,50
N5WA,NA,598,1D,LA,2,Shreveport ARA,1,1,C,137,0,0,137,50
N5WF,NA,1046,3A,NTX,2,Wichita ARS,10,3,G,0,0,38,38,970
N5WW,NA,506,1D,STX,2,Texas DX Soc.,1,1,C,0,114,0,114,50
N5XU,NA,382,1A,STX,2,University of Texas ARC,6,1,B,0,8,0,8,350
N5XZ,NA,3354,1D,STX,1,Texas DX Soc.,1,1,C,1652,0,0,1652,50
N5YA,NA,4418,2D,STX,2,DFW Contest Group,4,2,C,372,0,1440,1812,50
N5YFA,NA,454,1D,OK,2,Stillwater ARC (OK),1,1,C,0,101,0,101,50
N5YHF,NA,1032,1B1,NTX,2,Oak Hill ARC,1,1,C,0,120,51,171,450
N5YJZ,NA,150,1D,SCV,2,West Valley ARA,1,1,C,0,25,0,25,50
N5ZNT,NA,978,1E,MS,2,Southwest Mississippi ARC,1,1,B,0,126,2,128,470
N5ZPK,NA,58,1D,WV,2,Black Diamond ARC,3,1,C,0,0,4,4,50
N6A,NA,3686,3A,SCV,2,Palo Alto ARA,3,3,G,75,484,550,1109,350
N6AJS,NA,310,1B1,SCV,2,Palo Alto ARA,1,1,B,9,0,12,21,250
N6AKO,NA,596,1D,LAX,2,NA,1,1,C,0,96,31,127,150
N6AN,NA,405,1B1B,EMA,5,Pasadena RC/ JPLARC/ CITARC,1,1,B,25,0,1,26,150
N6ARA,NA,950,1B1B,LAX,5,Pasadena RC/ JPLARC/ CITARC,1,1,B,19,0,42,61,550
N6AVI,NA,150,1D,LAX,2,NA,1,1,C,0,25,0,25,50
N6BHS,NA,76,1D,SCV,2,Half Moon Bay ARC,1,1,C,0,0,13,13,50
N6BOX,NA,932,1E,ORG,2,Moreno Valley ARA,2,1,G,0,0,341,341,250
N6BXO,NA,270,1D,CO,2,NA,1,1,C,0,55,0,55,50
N6CST,NA,124,1D,EB,2,NA,1,1,C,0,0,37,37,50
N6DME,NA,210,1E,SFL,2,Everglades ARC,1,1,B,0,0,30,30,150
N6DPL,NA,144,1D,AZ,2,NA,1,1,C,0,0,47,47,50
N6DVS,NA,478,1E,SCV,2,San Jose ARES/RACES,1,1,B,57,0,0,57,250
N6DW,NA,274,1D,VA,2,Franklin Co. (VA) ARC,1,1,C,0,56,0,56,50
N6EFF,NA,490,1D,EB,2,South Bay ARA,1,1,C,110,0,0,110,50
N6EKC,NA,228,1E,ORG,2,Irvine Disaster EmComms,1,1,B,0,0,39,39,150
N6EOF,NA,2172,2A,SB,2,CQ805,12,2,B,186,94,351,631,350
N6GA,NA,375,1B1B,LAX,5,Zuni Loop MEF,1,1,B,11,0,3,14,250
N6HCN,NA,1220,1E,ORG,5,NA,1,1,B,97,0,0,97,250
N6HDN,NA,288,1E,SCV,2,NA,1,1,G,0,0,69,69,150
N6HE,NA,1172,1E,LAX,2,Palos Verdes ARC,1,1,G,142,0,22,164,560
N6HI,NA,690,1E,AZ,5,Chandler Ham RC,1,1,B,63,0,2,65,50
N6IE,NA,2056,1D,SF,2,REDXA/MARS,1,1,C,379,14,167,560,150
N6IIY,NA,238,1E,SF,2,Sonoma Co. Radio Amateurs,1,1,G,0,0,44,44,150
N6IM,NA,166,1E,SCV,2,Cupertino ARES,1,1,B,0,0,8,8,150
N6ITY,NA,174,1D,AZ,2,Oro Valley  ARC,1,1,C,0,31,0,31,50
N6JF,NA,1018,1D,ID,2,NA,2,1,C,217,0,0,217,150
N6JIV,NA,52,1D,NNJ,2,New Providence ARC,1,1,C,0,0,1,1,50
N6JSO,NA,172,1C,SCV,2,Half Moon Bay ARC,1,1,G,0,0,11,11,150
N6KHO,NA,296,1D,OR,2,Valley RC of Oregon,1,1,C,0,16,91,107,50
N6LEM,NA,96,1D,LAX,2,South Bay ARC,1,1,C,0,0,23,23,50
N6MDV,NA,560,1E,LAX,5,Hughes ARC,2,1,B,21,0,0,21,350
N6MI,N7DA,8774,2A,SB,2,Tom's Garage ARC,7,2,G,1311,63,984,2358,1310
N6MPO,NA,2248,3A,LAX,2,La Mirada RC,8,3,G,0,0,549,549,1150
N6MRS,NA,594,1B1,WCF,2,Lakeland ARC,1,1,B,86,0,0,86,250
N6NA,WB6YLK,2642,4A,SV,2,River City ARC,44,4,B,261,0,154,415,1290
N6NFB,NA,764,1E,SJV,2,Lodi ARC,1,1,B,0,125,7,132,250
N6NO,NA,1950,1D,LAX,2,Pasadena RC/ JPLARC/ CITARC,1,1,C,450,0,0,450,150
N6NVO,NA,450,1B1,SCV,5,NA,1,1,S,15,0,0,15,300
N6OIL,NA,88,1D,ORG,2,NA,1,1,C,0,0,19,19,50
N6OKU,NA,2112,1D,ORG,2,NA,1,1,C,0,0,1031,1031,50
N6OOA,NA,950,1A,SJV,2,Central Valley Amateur Radio Enthusiasts,3,1,B,0,0,300,300,350
N6OUI,NA,64,2D,SDG,2,Fallbrook ARC,1,2,C,0,0,7,7,50
N6PAZ,NA,934,1E,SJV,2,NA,1,1,B,112,0,18,130,450
N6PWY,N6WST,1518,2A,SDG,2,Poway ARS,30,2,G,108,37,44,189,850
N6QAD,NA,900,1D,SCV,2,SC4ARC,13,1,C,0,59,7,66,650
N6QB,NA,1004,1A,SV,2,FBOM International,10,1,G,10,176,5,191,250
N6QQ,NA,2118,1D,LAX,2,Downey ARC,1,1,C,0,517,0,517,50
N6R,NA,4608,8A,SB,2,VCARS- SSARC,54,8,G,231,192,883,1306,1150
N6REK,NA,76,1D,SB,2,NA,1,1,C,0,0,13,13,50
N6RH,NA,250,1D,NTX,2,NA,1,1,C,0,50,0,50,50
N6RK,NA,3382,1D,SV,2,Palo Alto ARA,1,1,C,833,0,0,833,50
N6RLS,NA,608,1D,EB,2,East Bay ARC,1,1,C,0,82,15,97,250
N6ROR,NA,1056,3A,SDG,2,Ramona Outback ARS,9,3,B,90,0,73,163,550
N6SD,NA,2032,2A,SDG,2,Escondido ARS,8,2,G,295,56,29,380,570
N6SSF,NA,246,2F,SCV,2,South San Francisco Communications,6,2,C,0,0,48,48,150
N6TCZ,NA,10,1D,LAX,2,NA,1,1,C,0,0,5,5,0
N6TEB,NA,626,1D,LAX,2,Downey ARC,1,1,C,0,144,0,144,50
N6TRU,NA,76,1B1,SCV,2,Santa Clara Co. ARA,1,1,B,0,0,3,3,70
N6TV,NA,1230,1E,SCV,2,NA,1,1,G,210,0,120,330,150
N6UA,NA,52,1D,WY,2,NA,1,1,C,0,0,1,1,50
N6UG,NA,262,1B1,NM,2,Sierra Foothills ARC,1,1,O,52,0,2,54,50
N6UTC,NA,580,1D,LAX,2,Assoc. Radio Amateurs of Long Beach,1,1,C,0,62,41,103,250
N6VAW,NA,70,1D,SF,2,REDXA/MARS,1,1,C,0,0,10,10,50
N6VCW,NA,610,1E,ORG,5,Zuni Loop MEF,1,1,B,26,0,0,26,350
N6VH,NA,334,1D,SDG,2,Southern California Contest Club,1,1,C,65,0,12,77,50
N6VI,W1EH,4024,3A,LAX,2,ARESLAXNW,29,3,G,397,103,237,737,1550
N6VZF,NA,94,2D,LAX,2,Hughes ARC,2,2,C,0,0,22,22,50
N6YEL,NA,372,1E,CO,2,Waterton Contest Club,1,1,B,0,0,61,61,250
N6YEU,NA,350,1B1,SV,2,REDXA/MARS,1,1,C,67,0,16,83,50
N6YH,NA,112,1D,ORG,2,Irvine Disaster EmComms,1,1,C,0,0,31,31,50
