call,gota_call,score,category,section,pwr_mult,club_name,participants,xmtrs,power_source,total_cw_qs_os,total_digital_qs_os,total_phone_qs_os,total_qs_os,bonus_points
KN4GNU,NA,114,1D,KY,2,ARTS of Louisville,1,1,C,0,0,32,32,50
KN4GPL,NA,274,1B1,SFL,2,Jupiter Tequesta Repeater Group,1,1,B,6,0,0,6,250
KN4HGI,NA,500,1D,NC,2,Onslow ARC Inc,1,1,C,0,0,75,75,350
KN4HKB,NA,190,1E,GA,2,Alford Memorial RC,1,1,B,0,0,20,20,150
KN4HPJ,NA,1352,1B1C,NC,2,Moore County ARS,1,1,C,0,0,501,501,350
KN4IIY,NA,154,1B1,NFL,2,Lake Monroe ARS,1,1,B,26,0,0,26,50
KN4ILC,NA,274,1E,NC,2,Albemarle ARS,1,1,B,0,0,62,62,150
KN4JAG,NA,190,1E,SFL,2,Fort Myers ARC,1,1,B,0,0,20,20,150
KN4JER,NA,60,1E,NFL,2,Ewephoria RC,1,1,B,0,0,5,5,50
KN4JN,NA,382,1D,SFL,2,Indian River ARC,1,1,C,83,0,0,83,50
KN4KJB,NA,150,1D,NFL,2,Gainesville ARS,1,1,C,0,25,0,25,50
KN4KPT,NA,66,1D,VA,2,Rappahannock Valley ARC,1,1,C,0,0,8,8,50
KN4KVC,NA,356,1E,SFL,2,Disney Em AR Srvc,1,1,B,0,21,1,22,270
KN4KWA,NA,326,1D,NC,2,Blue Ridge ARC,1,1,C,0,44,0,44,150
KN4LAU,NA,62,1C,VA,2,Albemarle ARC,1,1,B,0,0,6,6,50
KN4LCX,NA,116,1D,NC,2,Watauga ARC,1,1,C,0,0,33,33,50
KN4LEH,NA,132,1D,WCF,2,Wood County ARC,1,1,C,0,0,41,41,50
KN4LKC,NA,586,1E,KY,2,Scott County (KY) Amateur Radio Service,1,1,G,0,84,0,84,250
KN4LSE,NA,202,1B2,GA,2,Cherokee ARS,2,1,G,0,0,26,26,150
KN4MBG,NA,82,1D,TN,2,Marshall County ARS,1,1,C,0,0,16,16,50
KN4MCE,NA,248,1C,NC,2,NA,1,1,B,0,7,35,42,150
KN4MDE,NA,66,1D,AL,2,Decatur ARC,1,1,C,0,0,8,8,50
KN4MIV,NA,184,1D,NFL,2,Silver Springs RC,1,1,C,0,0,67,67,50
KN4MKX,NA,616,1B1,VA,2,Roanoke Valley ARC,1,1,O,0,114,5,119,150
KN4MVD,NA,950,1E,VA,2,King George Amateur Radio Operators,1,1,B,0,150,0,150,350
KN4NIQ,NA,150,1D,SC,2,Trident ARC,2,1,C,0,0,50,50,50
KN4NVU,NA,70,2B1C,TN,2,Tenn Rose,1,2,C,2,0,6,8,50
KN4OAK,NA,318,1D,GA,2,North Fulton ARL,1,1,C,0,0,34,34,250
KN40CX,NA,52,1D,NC,2,High Point ARC,1,1,C,0,0,1,1,50
KN4OEK,NA,92,1D,TN,2,Delta ARC,1,1,C,0,0,21,21,50
KN4ONE,NA,958,1E,WCF,2,Tamiami ARC,1,1,S,0,152,0,152,350
KN40PZ,NA,356,1D,TN,2,Reelfoot ARC,1,1,C,0,0,153,153,50
KN4ORA,NA,272,1B1,NC,2,Raleigh ARS,1,1,B,0,0,61,61,150
KN4PLB,NA,110,1D,GA,2,NA,1,1,C,0,0,30,30,50
KN4PTU,NA,170,1B1B,NC,5,Orange County Radio Amateurs & Durham FM Assn,1,1,B,0,1,2,3,150
KN4QBY,NA,118,1D,NC,2,Orange County Radio Amateurs & Durham FM Assn,1,1,C,0,0,34,34,50
KN4QEX,NA,100,1D,GA,2,Cherokee ARS,1,1,C,6,0,13,19,50
KN4QPA,NA,390,1B2B,VA,5,NA,2,1,B,0,0,28,28,250
KN4RDF,NA,300,1B1B,CO,5,Denver RC,1,1,B,15,0,0,15,150
KN4RGF,NA,64,1D,SFL,2,Everglades ARC,1,1,C,0,0,7,7,50
KN4RJX,NA,426,1D,NC,2,Shelby ARC,1,1,C,0,64,60,124,50
KN4RPS,NA,134,1D,GA,2,Coastal Plains ARC,7,1,C,0,0,42,42,50
KN4RWI,NA,168,1D,NC,2,Raleigh ARS,1,1,C,0,0,59,59,50
KN4SBC,NA,68,1D,AL,2,Montgomery Amateur Club,1,1,C,0,0,9,9,50
KN4SCE,NA,130,1D,NFL,2,Tallahassee ARS,1,1,C,0,0,40,40,50
KN4SNI,NA,556,1B1,NC,2,Moore County ARS,1,1,B,0,0,203,203,150
KN4SSV,NA,386,1E,GA,2,Piedmont ARC,1,1,G,0,0,18,18,350
KN4ST,NA,162,1E,NC,2,NA,1,1,S,0,0,6,6,150
KN4SWB,NA,616,1E,SC,2,NA,1,1,S,0,66,1,67,350
KN4TAK,NA,92,1D,TN,2,NA,1,1,C,0,0,21,21,50
KN4TBG,NA,186,1D,VA,2,Albemarle ARC,1,1,C,0,34,0,34,50
KN4TBZ,NA,54,1D,NFL,2,Panama City ARC,1,1,C,0,0,2,2,50
KN4TDL,NA,890,1D,NFL,2,Sportsman's Paradise ARC,1,1,C,0,210,0,210,50
KN4TIP,NA,176,1B1,KY,2,Paducah ARA,1,1,B,0,0,13,13,150
KN4TRT,NA,1090,1C,NFL,2,Tallahassee ARS,1,1,B,0,159,2,161,450
KN4TYK,NA,326,1D,WCF,2,Tampa ARC,1,1,C,0,69,0,69,50
KN4UAR,NA,64,1E,KY,2,NA,1,1,B,0,0,7,7,50
KN4ULF,NA,350,1D,NFL,2,The Villages ARC,2,1,C,68,0,14,82,50
KN4UND,NA,68,1D,VA,2,NA,1,1,C,0,0,9,9,50
KN4UNI,NA,1370,1D,GA,2,North Fulton ARL,1,1,C,0,300,0,300,170
KN4UPN,NA,1154,2A,AL,2,Boaz-Albertville ARC,8,2,G,0,93,56,149,670
KN4USA,NA,1050,1E,NC,2,Rowan ARS,1,1,G,0,225,0,225,150
KN4UUR,NA,890,1D,SC,2,Grand Strand ARC,1,1,C,107,0,206,313,50
KN4VBA,NA,110,2D,TN,2,Cleveland ARC,1,2,C,0,15,0,15,50
KN4VCQ,NA,496,1D,GA,2,Gwinnett ARS,1,1,C,0,0,73,73,350
KN4VJL,NA,420,1B1,NFL,2,Lake Monroe ARS,1,1,B,0,0,35,35,350
KN4VKN,NA,1418,1D,VA,2,Vienna Wireless Soc,1,1,C,0,271,37,308,260
KN4VSS,NA,60,1D,VA,2,Williamsburg Area ARC,1,1,C,0,0,5,5,50
KN4VSV,NA,152,1C,VA,2,Rappahannock Valley ARC,1,1,O,0,0,1,1,150
KN4WAN,NA,104,3A,TN,2,Southern Plateau ARC,5,3,B,0,0,27,27,50
KN4YFI,NA,890,1D,VA,2,Valley and Massanutten ARA,1,1,C,0,210,0,210,50
KN4YMI,NA,82,2D,KY,2,Bullitt ARS,1,2,C,3,0,0,3,70
KN4YMJ,NA,384,2D,KY,2,Bullitt ARS,1,2,C,0,74,19,93,50
KN4YNK,NA,486,1D,VA,2,NA,1,1,C,0,109,0,109,50
KN4YXQ,NA,402,1D,NC,2,Onslow ARC Inc,1,1,C,0,0,176,176,50
KN4YYY,NA,182,1D,NFL,2,NA,1,1,C,0,33,0,33,50
KN4ZGM,NA,266,1D,SFL,2,Platinum Coast ARS,1,1,C,0,54,0,54,50
KN4ZMA,NA,370,1D,VA,2,Vienna Wireless Soc,1,1,C,1,1,6,8,350
KN4ZMF,NA,98,1D,VA,2,Williamsburg Area ARC,1,1,C,0,0,24,24,50
KN4ZMG,NA,74,1D,VA,2,Williamsburg Area ARC,1,1,C,0,0,2,2,70
KN4ZMH,NA,158,1D,VA,2,Williamsburg Area ARC,1,1,C,0,0,4,4,150
KN4ZXG,NA,278,1D,VA,2,NA,1,1,C,0,32,0,32,150
KN5TR,NA,1268,4A,NTX,2,North Texas Radiosport Assn,7,4,G,0,101,57,158,750
KN5TX,NA,2550,1D,NTX,2,Mansfield-Johnson Amateur Radio Service,1,1,C,0,0,1250,1250,50
KN6AWA,NA,315,1B1B,SF,5,Sonoma County Radio Amateurs,1,1,B,0,0,13,13,250
KN6BJC,NA,215,3B1B,SCV,5,Baynet,1,3,B,0,0,13,13,150
KN6BN,NA,320,1E,SDG,2,Point Loma ARC,1,1,G,0,40,5,45,150
KN6CEH,NA,72,1D,SF,2,Humboldt ARC,1,1,C,0,1,9,10,50
KN6CEI,NA,530,1E,SF,2,Humboldt ARC,1,1,B,4,5,12,21,470
KN6CEJ,NA,195,1C,SF,5,Humboldt ARC,1,1,B,0,0,9,9,150
KN6CPH,NA,66,1D,SDG,2,Ramona Outback ARS,1,1,C,0,0,8,8,50
KN6CRN,NA,325,1B1B,EB,5,NA,1,1,B,0,0,15,15,250
KN6CTQ,NA,76,1C,SV,2,Lodi ARC,1,1,B,0,0,13,13,50
KN6CZD,NA,576,1C,SCV,2,SC4ARC,1,1,B,0,0,13,13,550
KN6CZH,NA,384,1C,SCV,2,SC4ARC,1,1,B,0,0,17,17,350
KN6DOD,NA,258,1E,SJV,2,NA,1,1,B,0,0,4,4,250
KN6DRM,NA,102,1D,SV,2,Lincoln Hills ARC,1,1,C,0,0,26,26,50
KN6DRN,NA,334,1E,SV,2,Lincoln Hills ARC,1,1,B,0,0,42,42,250
KN6EDX,NA,200,1E,SCV,5,Cupertino ARES,1,1,B,0,0,10,10,150
KN6EML,NA,114,1D,SJV,2,Mountain ARC (CA),1,1,C,0,0,32,32,50
KN6ENV,NA,138,1D,LAX,2,GOTAHAMS,1,1,C,0,22,0,22,50
KN6EOK,NA,52,1D,SDG,2,Oakland Radio Communication Assn,1,1,C,0,0,1,1,50
KN6ETR,NA,74,1D,EB,2,Vaca Valley RC,1,1,C,0,0,12,12,50
KN6EVH,NA,54,1D,SJV,2,NA,1,1,C,1,0,0,1,50
KN6FDP,NA,792,1D,SDG,2,SDGARES,1,1,C,0,160,1,161,150
KN6FGH,NA,155,1B1B,SCV,5,West Valley ARA,1,1,B,0,0,21,21,50
KN6FKQ,NA,174,1E,SDG,2,NA,1,1,B,0,0,12,12,150
KN6FXK,NA,70,1D,SF,2,Humboldt ARC,1,1,C,0,0,10,10,50
KN6GOR,NA,124,1D,SJV,2,Mountain ARC (CA),1,1,C,0,0,37,37,50
KN6GOX,NA,110,1D,ORG,2,NA,1,1,C,0,0,20,20,70
KN6GQS,NA,466,1B1,LAX,2,NA,1,1,B,0,54,0,54,250
KN6HJW,NA,208,1E,SB,2,NA,1,1,B,0,0,29,29,150
KN6HMX,NA,158,1E,LAX,2,Culver City ARES,1,1,B,0,0,4,4,150
KN6HTD,NA,272,1B2,SV,2,River City AR Comms Soc,2,1,G,0,0,1,1,270
KN6HVH,NA,70,1B2B,ORG,5,Hughes ARC,2,1,B,0,0,4,4,50
KN6IMJ,NA,190,1E,SB,2,NA,1,1,B,0,0,20,20,150
KN6IOB,NA,100,1B1B,EB,5,NA,1,1,B,0,0,6,6,70
KN6IPE,NA,286,1E,SCV,2,Half Moon Bay ARC,1,1,B,0,0,18,18,250
KN6IPZ,NA,190,1B1B,LAX,5,NA,1,1,B,0,0,8,8,150
KN6ISM,NA,370,1B1B,SB,5,Conejo Valley ARC,1,1,B,0,0,24,24,250
KN6ISU,NA,415,1B1B,LAX,5,Hughes ARC,1,1,B,0,0,31,31,260
KN6ITP,NA,68,1D,SCV,2,NA,1,1,C,0,0,9,9,50
KN6IUW,NA,188,1D,ORG,2,PAPA System,1,1,C,0,0,19,19,150
KN6IXP,NA,52,1D,SV,2,River City AR Comms Soc,1,1,C,0,0,1,1,50
KN6JJK,NA,105,1B1B,LAX,5,Culver City ARES,1,1,B,0,0,11,11,50
KN6JKZ,NA,180,1C,SCV,5,Half Moon Bay ARC,1,1,B,0,0,6,6,150
KN6PE,NA,428,1D,SCV,2,Cupertino ARES,1,1,C,0,13,63,76,250
KN6QI,NA,165,1E,SCV,5,Foothills ARS (CA),1,1,B,0,0,23,23,50
KN8F,NA,190,1D,SC,2,Sun City Hilton Head ARC,1,1,C,0,0,70,70,50
KN8KAZ,NA,654,1D,STX,2,Hays/Caldwell ARC,1,1,C,151,0,0,151,50
KN9C,NA,260,1D,IN,2,Mid-State ARC,1,1,C,0,0,105,105,50
KN9W,NA,410,1E,TN,2,Tri-States ARC (GA),1,1,B,0,52,26,78,150
KN0P,NA,258,1B1,SV,2,NA,1,1,B,0,0,54,54,150
KN0R,NA,882,1D,IA,2,Story County ARC,1,1,C,57,126,0,183,150
KN0W,NA,572,1E,WWA,2,Boeing Employees Amateur Radio Operators North Soc,1,1,G,17,63,1,81,250
KO3F,NA,218,1D,SDG,2,NA,1,1,C,0,42,0,42,50
KO3Z,NA,4,1D,EPA,2,NA,1,1,C,0,0,2,2,0
KO4ALY,NA,160,1E,AL,2,Huntsville ARC,1,1,B,0,0,5,5,150
KO4APC,NA,6,1D,SFL,2,Everglades ARC,1,1,C,0,0,3,3,0
KO4AWN,NA,558,1D,WCF,2,Lakeland ARC,1,1,C,0,102,0,102,150
KO4BAH,NA,132,1D,TN,2,Cleveland ARC,1,1,C,0,0,41,41,50
KO4BGC,NA,105,1C,SC,5,Kershaw County ARC,1,1,B,0,0,1,1,100
KO4BMD,NA,352,1D,TN,2,Lincoln County ARA,1,1,C,0,0,151,151,50
KO4BRD,NA,970,1B2,WCF,2,Orlando ARC,2,1,G,0,0,100,100,770
KO4BZD,NA,200,1E,TN,5,NA,1,1,B,0,5,0,5,150
KO4CVU,NA,58,1D,TN,2,Wilson ARC,1,1,C,0,0,4,4,50
KO4DGN,NA,170,2D,GA,2,Cherokee ARS,1,2,C,0,0,10,10,150
KO4DJG,NA,70,1D,SFL,2,NA,1,1,C,0,2,6,8,50
KO4DN,NA,1758,1D,NFL,2,Sportsman's Paradise ARC,1,1,C,427,0,0,427,50
KO4DNO,NA,85,1B1B,TN,5,Smoky Mountain ARC,1,1,B,0,0,7,7,50
KO4EAY,NA,222,1E,VA,2,King George Amateur Radio Operators,4,1,B,0,0,36,36,150
KO4EGC,NA,74,1D,VA,2,Fauquier ARA,1,1,C,6,0,0,6,50
KO4FD,NA,986,1D,NC,2,Hampstead Hams,1,1,C,234,0,0,234,50
KO4SRC,NA,1154,4A,NFL,2,Rural Radio Preparedness Assn,4,4,G,0,3,46,49,1050
KO4XJ,NA,1372,1D,KY,2,Paducah ARA,1,1,C,253,68,19,340,50
KO5HX,NA,384,2A,STX,2,Troop 2008,5,2,G,0,27,13,40,250
KO6MD,NA,72,1D,LAX,2,Palos Verdes ARC,1,1,C,0,0,11,11,50
KO6NO,NA,440,1D,EB,2,East Bay ARC,1,1,C,0,0,195,195,50
KO6R,NA,298,1D,EB,2,Oakland Radio Communication Assn,1,1,C,37,0,0,37,150
KO6TH,NA,622,1E,SV,2,Sierra Foothills ARC,1,1,B,0,31,24,55,450
KO6UW,NA,1608,2A,MT,2,Clark Fork Valley ARC,13,2,S,0,201,27,228,750
KO6YG,NA,38,1D,SCV,2,NA,1,1,C,0,0,19,19,0
KO7P,NA,84,1D,ID,2,Pocatello ARC,1,1,C,0,0,17,17,50
KO8F,NA,612,1D,OH,2,Dial RC of Middletown,1,1,C,0,61,9,70,350
KO8S,NA,98,1D,MI,2,NA,1,1,C,12,0,0,12,50
KO8SCA,NA,3724,1D,NNY,1,Westchester Emergency Communications Assn,1,1,C,1837,0,0,1837,50
KO8V,NA,1470,1E,VA,2,Albemarle ARC,1,1,G,0,280,0,280,350
KO9A,NA,162,1D,IL,2,Society of Midwest Contesters,1,1,C,6,9,26,41,50
K0ACP,NA,306,1E,MI,2,Midland (MI) ARC,1,1,G,33,0,12,45,150
K0AD,NA,5768,1D,MN,2,Minnesota Wireless Assn,1,1,C,1318,30,13,1361,350
K0AE,NA,1358,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,327,0,0,327,50
K0AIF,NA,124,1D,MN,2,SARA MN,1,1,C,0,0,37,37,50
K0AIZ,NA,805,1B1B,NE,5,NA,1,1,B,0,58,15,73,150
K0AJW,NA,3504,1A,ND,2,Souris Valley ARC,15,1,G,335,159,229,723,1070
K0ALT,NA,2466,1D,CO,2,Ski Country ARC,1,1,C,579,0,0,579,150
K0ANS,NA,520,1E,CO,5,Colorado QRP Club,1,1,B,0,17,0,17,350
K0ANT,NA,1528,3A,KS,2,Kansas Antenna Club in Johnson County,12,3,G,201,0,67,268,590
K0AOR,NA,108,1D,KS,2,Kansas/Nebraska ARC,1,1,C,14,0,1,15,50
K0ARG,NA,350,1B1B,CO,5,NA,1,1,B,0,8,4,12,250
K0AV,NA,6838,1A,CO,2,NA,3,1,G,1672,0,0,1672,150
K0AXS,NA,275,1E,OR,5,Lake Oswego ARC,1,1,B,0,0,25,25,150
K0B,NA,710,1A,IA,2,District 3 AR Group,8,1,G,0,0,80,80,550
K0BAK,NA,552,1C,EPA,1,Pottstown Area ARC,1,1,B,44,38,238,320,150
K0BBC,NA,490,1E,SD,2,Lake Area (SD) Radio Klub,1,1,G,0,85,0,85,150
K0BEJ,NA,165,1E,CO,5,NA,1,1,B,0,0,3,3,150
K0BHJ,NA,684,1D,MN,2,Maple Grove RC,1,1,C,0,129,9,138,150
K0BIE,NA,458,1E,OH,2,Splinter Group ARC,1,1,G,0,77,0,77,150
K0CA,NA,2654,1D,MO,2,Hannibal ARC,1,1,C,626,0,0,626,150
K0CAT,NA,860,1E,NC,2,Lenoir ARC,2,1,S,0,0,155,155,550
K0CCM,NA,914,1E,NM,2,Los Alamos ARC,1,1,G,93,98,0,191,150
K0CD,NA,550,1B1B,WI,5,NA,1,1,B,40,0,0,40,150
K0CZR,NA,542,1D,GA,2,W4IBM ARC,1,1,C,0,0,246,246,50
K0DAJ,NA,422,1B1,SD,2,NA,1,1,B,0,0,86,86,250
K0DDS,NA,360,2E,KS,2,Santa Fe Trail ARC,2,2,G,0,0,55,55,250
K0DIT,NA,6298,2A,CO,2,Fort Collins CW,4,2,B,1367,70,0,1437,550
K0DMT,NA,500,1B1B,MO,5,NA,1,1,B,0,0,50,50,250
K0DTJ,NA,1556,1D,SCV,2,Half Moon Bay ARC,1,1,C,283,62,13,358,150
K0DVT,NA,192,1E,MN,2,NA,1,1,G,0,0,21,21,150
K0DY,NA,370,1E,MO,5,St Louis ARC,1,1,B,12,20,0,32,50
K0EMT,NA,1340,1E,MO,5,Mid-MO ARC,1,1,B,99,0,0,99,350
K0EOR,NA,242,1AC,MO,2,Eastern Oarks ARC Inc,3,1,C,0,0,46,46,150
K0FE,NA,1740,1D,SC,2,Greer ARC,2,1,C,0,411,23,434,50
K0FNS,NA,150,1B1,CO,2,NA,1,1,B,0,0,50,50,50
K0G,NA,2450,1B2B,CO,5,NA,2,1,S,200,0,0,200,450
K0GEO,NA,690,1E,STX,2,NA,1,1,B,110,0,0,110,250
K0GMK,NA,138,1D,MN,2,Rochester (MN) ARC,1,1,C,0,22,0,22,50
K0GNE,NA,924,2AC,NE,2,Greater Nebraska Amateur Radio League,3,2,C,0,140,107,247,150
K0GOB,NA,230,1D,MO,2,NA,1,1,C,0,0,90,90,50
K0GR,NA,436,1D,IA,2,Story County ARC,1,1,C,0,0,193,193,50
K0GW,NA,434,1E,MN,2,SARA MN,1,1,B,96,0,0,96,50
K0HAS,NA,248,1E,MN,2,SARA MN,1,1,B,0,0,49,49,150
K0HAX,NA,310,1B2,MN,2,Twin Cities Maker ARC,2,1,B,0,0,30,30,250
K0HC,NA,308,1D,MN,2,Runestone ARC,1,1,C,0,63,3,66,50
K0HD,NA,2034,1D,MN,2,Hiawatha Valley ARC,1,1,C,265,231,0,496,50
K0HNC,NA,2004,1E,KS,2,Newton/McPherson ARC,1,1,G,449,0,29,478,150
K0HW,NA,298,1B1,SD,2,Prairie Dog ARC,1,1,G,34,0,6,40,150
K0HX,NA,2104,1D,MO,2,NA,1,1,C,509,0,9,518,50
K0IIT,NA,4802,2A,CO,2,Montrose ARC,25,2,G,305,0,1291,1596,1000
K0IL,NA,1954,1D,NE,2,Ak Sar Ben ARC,1,1,C,476,0,0,476,50
K0INR,NA,1054,1D,IA,2,Northeast Iowa Radio Amateur Assn,1,1,C,127,124,0,251,50
K0IZ,NA,1316,1D,CO,1,Johnson County Radio Amateurs Club,2,1,C,0,0,1246,1246,70
K0JEB,NA,284,1B1,CT,2,Tri-City ARC of CT,1,1,G,0,0,67,67,150
K0JEG,NA,458,1B1,CO,2,Ski Country ARC,1,1,B,0,52,0,52,250
K0KEX,NA,634,1D,MO,2,Platte County ARG,1,1,C,71,0,0,71,350
K0KKV,NA,1358,2A,NE,2,Lincoln ARC,4,2,G,0,197,160,357,250
K0KY,NA,300,1D,MO,2,Macon County ARC,1,1,C,0,0,150,150,0
K0LAF,NA,492,1D,MO,2,Nixa ARC,1,1,C,81,4,51,136,50
K0LBR,NA,1208,1B1,MO,2,Raytown ARC,1,1,B,0,0,529,529,150
K0LIR,NA,3972,1D,MO,2,St Louis ARC,1,1,C,951,0,9,960,150
K0LUM,NA,284,1D,IA,2,Iowa City ARC,1,1,C,0,0,117,117,50
K0LUZ,NA,1264,1D,NFL,1,Florida Contest Group,1,1,C,607,0,0,607,50
K0LVS,NA,164,1D,STX,2,Sun City ARS,1,1,C,0,0,57,57,50
K0MD,NA,1297,1D,MN,1,Rochester (MN) ARC,1,1,C,395,0,457,852,50
K0MHC,NA,308,1D,MN,2,Runestone ARC,1,1,C,0,63,3,66,50
K0MIS,NA,234,1B1,CO,2,NA,1,1,G,21,0,0,21,150
K0MN,NA,570,1D,MN,2,Hiawatha Valley ARC,1,1,C,0,110,40,150,50
K0MPH,NA,2282,1D,MN,2,Minnesota Wireless Assn,1,1,C,525,29,8,562,50
K0MW,NA,418,1E,IA,2,NA,1,1,B,0,40,4,44,250
K0MWB,NA,350,1E,MN,2,NA,1,1,B,0,50,0,50,150
K0NE,NA,3270,1B2,NE,2,Lincoln ARC,2,1,B,780,0,0,780,150
K0NG,NA,56,1D,EWA,2,Spokane DX Assn,1,1,C,0,0,3,3,50
K0NIA,NA,874,1D,IA,2,Green River Valley ARS,1,1,C,181,0,0,181,150
K0NJN,NA,96,1B1C,MO,2,Missouri Illinois ARC,1,1,C,0,0,13,13,70
K0NM,NA,5382,1D,STX,2,Texas DX Soc,1,1,C,1332,0,2,1334,50
K0NR,NA,262,1B1,CO,2,NA,1,1,G,0,0,56,56,150
K0NSS,NA,106,3D,NE,2,Pioneer ARC,3,3,C,0,0,28,28,50
K0NW,NA,1598,1D,ORG,1,NA,1,1,C,774,0,0,774,50
K0OM,NA,486,1D,NE,2,Pioneer ARC,1,1,C,109,0,0,109,50
K0OMH,NA,552,1B1,NE,2,Pioneer ARC,1,1,B,0,0,151,151,250
K0OOK,NA,554,1D,NTX,2,NA,1,1,C,0,126,0,126,50
K0OP,NA,110,1B1,MN,2,Red River Radio Amateurs,1,1,B,0,0,30,30,50
K0OV,NA,222,1D,ORG,2,Fullerton RC,1,1,C,37,0,12,49,50
K0PB,NA,2866,1D,EPA,2,Wayne County ARC,1,1,C,523,0,312,835,150
K0PEA,NA,1000,2A,IA,2,Pella ARC,25,2,G,0,102,71,173,450
K0PIR,NA,580,1B1,SD,2,NA,1,1,S,18,38,3,59,350
K0PRA,N2SRK,4074,3A,CO,2,Parker Radio Assn,50,3,B,0,139,1164,1303,1190
K0QJK,NA,1840,1B1B,CO,5,NA,1,1,B,169,0,0,169,150
K0RCJ,NA,302,1D,KS,1,Kaw Valley ARC,1,1,C,0,0,152,152,150
K0RF,NA,14054,2D,CO,2,Grand Mesa Contesters of Colorado,2,2,C,3501,0,0,3501,50
K0RGI,NA,698,1D,TN,2,Tellico Lake ARC,1,1,C,87,50,0,137,150
K0RGR,NA,728,1D,MN,2,Rochester (MN) ARC,1,1,C,155,6,17,178,50
K0RJW,NA,372,1D,MN,2,Mining ARC / St. Paul RC,1,1,C,0,0,161,161,50
K0RKL,NA,130,1D,IA,2,Iowa Wireless Amateur Radio Network,1,1,C,0,0,40,40,50
K0RQ,NA,1078,3A,ND,2,Red River Radio Amateurs,7,3,G,0,6,352,358,350
K0S,NA,3740,1E,MO,5,St. Louis QRP Soc,1,1,B,359,0,0,359,150
K0SHD,NA,224,1B1C,SD,2,Lake Area (SD) Radio Klub,1,1,C,0,37,8,45,60
K0SI,NA,1088,2A,MO,2,Central Missouri Radio Assn,6,2,G,0,68,33,101,750
K0SMK,NA,390,1D,KS,1,SEKARC,1,1,C,6,0,328,334,50
K0SNG,NA,342,1D,NTX,2,NA,1,1,C,0,73,0,73,50
K0SRL,NA,370,1E,IA,5,NA,1,1,B,27,0,0,27,100
K0SWE,NA,382,1B1,CO,2,Rocky Mountain Ham Radio,1,1,B,0,33,0,33,250
K0T,NA,928,1F,MN,2,Rochester (MN) ARC,12,1,G,0,4,31,35,850
K0TC,NA,1138,1D,MN,2,Minnesota Wireless Assn,1,1,C,272,0,0,272,50
K0TER,NA,1938,1D,CO,2,Mountain ARC (CO),1,1,C,422,0,0,422,250
K0TG,NA,1122,1C,MN,2,Mining ARC / St. Paul RC,1,1,G,243,0,0,243,150
K0TI,NA,5178,2D,MN,2,Brainerd Area ARC,1,2,C,1127,130,0,1257,150
K0TOR,NA,106,1D,CO,2,Denver RC,1,1,C,0,0,28,28,50
K0TQ,NA,616,1D,IN,1,Society of Midwest Contesters,1,1,C,283,0,0,283,50
K0TRL,NA,1464,1D,KS,2,Kansas City Contest Club,1,1,C,180,0,297,477,150
K0TV,NA,272,1D,MO,2,Sedalia Pettis AR Klub,1,1,C,0,18,25,43,150
K0UA,NA,1510,1D,MO,2,Tri Lakes ARC,1,1,C,0,365,0,365,50
K0UAA,NA,155,1E,MO,5,Heart of America RC,1,1,B,0,0,1,1,150
K0UK,NA,2106,1D,CO,2,Grand Mesa Contesters of Colorado,1,1,C,514,0,0,514,50
K0UM,NA,1322,1B1,AZ,2,Green Valley ARC,1,1,G,268,0,0,268,250
K0USA,NA,754,2E,NE,2,Ak Sar Ben ARC,3,2,G,0,0,152,152,450
K0VAX,NA,186,1D,CO,2,Parker Radio Assn,1,1,C,0,26,16,42,50
K0VBU,NA,5590,1D,KS,2,Kansas City Contest Club,1,1,C,1360,0,0,1360,150
K0VD,NA,666,1E,NTX,2,Hurst ARC,1,1,B,129,0,0,129,150
K0VH,NA,1204,1E,MN,2,Rochester (MN) ARC,3,1,G,0,0,292,292,620
K0VK,NA,116,1D,CO,2,Ski Country ARC,1,1,C,0,0,33,33,50
K0VLA,NA,434,1E,NE,2,Pioneer ARC,1,1,B,0,96,0,96,50
K0VM,NA,812,1D,IA,1,Radio Farm,1,1,C,0,381,0,381,50
K0VU,NA,260,1D,MN,2,Long Island CW Club,1,1,C,0,27,1,28,150
K0VW,NA,268,1D,WI,1,NA,1,1,C,109,0,0,109,50
K0VXU,NA,5758,1D,KS,2,Kansas City Contest Club,1,1,C,1402,0,0,1402,150
K0W,NA,930,2A,CO,2,Farrell-Gray,3,2,B,3,33,18,54,750
K0WB,NA,558,1D,MO,2,NA,1,1,C,0,127,0,127,50
K0WD,NA,1026,1E,NE,2,WD Contest Group,1,1,G,0,0,288,288,450
K0WEW,NA,1098,1D,KS,2,NA,1,1,C,262,0,0,262,50
K0WIU,NA,780,1E,SD,5,Prairie Dog ARC,1,1,B,0,73,0,73,50
K0WN,NA,98,1D,CO,2,Denver RC,3,1,C,0,0,4,4,90
K0WOI,NA,1420,1B1B,IA,5,NA,1,1,B,117,0,0,117,250
K0WRY,NA,790,1B1B,KS,5,NA,1,1,B,64,0,0,64,150
K0WSU,NA,250,1D,CO,2,Rocky Mountain Ham Radio,1,1,C,0,0,100,100,50
K0XM,NA,246,1D,MO,2,Carbon County DXCC,1,1,C,0,49,0,49,50
K0XTR,NA,634,1E,CO,2,Glenn Valenta Memorial ARC,2,1,G,45,0,52,97,350
K0YA,NA,458,1D,STX,2,NA,1,1,C,102,0,0,102,50
