call,final_score,class,total_qsos,power_multiplier,gota_call,sec,number_of_participants,club_name
KJ6YAQ,4844,1B1,1168,2,NA,SDG,1,NA
KJ6YPG,312,2E,31,2,NA,SJV,1,NA
KJ9W,1652,2AC,303,2,NA,MN,6,Mora Open Rep Assn
KJØT,522,2A,26,2,NA,CO,10,Thunderbolt AR Assn
KK1PMA,852,2F,106,2,NA,RI,7,Providence Emerg Management Agency RACES Club
KK1X,118,1D,32,2,NA,EMA,1,NA
KK3ARC,1664,3A,257,2,KF7YKM,ID,37,3 Rivers ARC
KK4AFG,1890,3A,406,2,NA,GA,11,Ellijay ARS
KK4BFN,110,1D,20,2,NA,NFL,1,NA
KK4BQ,2032,4A,318,2,NA,SC,30,NA
KK4CNJ,72,1D,36,2,NA,NFL,1,NA
KK4DDF,296,1B2,73,2,NA,VA,2,NA
KK4DZP,450,1D,88,2,NA,NFL,1,NA
KK4GQ,3240,3AC,822,2,NA,GA,20,Fayette Cty ARC
KK4MOV,58,1D,4,2,NA,NC,1,NA
KK4PGC,262,1D,106,2,NA,NC,1,NA
KK4RV,536,1E,193,2,NA,NC,1,NA
KK4SUF,412,1E,31,2,NA,NC,1,NA
KK4TGV,74,1D,2,2,NA,VA,1,NA
KK4VNH,484,1E,67,2,NA,NC,1,NA
KK4YEL,310,1D,124,2,NA,SFL,1,NA
KK5E,3454,3A,769,2,K5KTF,STX,34,Hambuds
KK5JY,1438,1E,326,2,NA,OK,1,NA
KK5TRE,3454,3A,769,2,K5KTF,STX,34,Hambuds
KK5W,14924,8A,3763,2,NA,STX,68,Brazos Valley ARC
KK6BXR,300,1B1B,10,5,NA,EB,1,NA
KK6CZC,108,1D,15,2,NA,LAX,1,NA
KK6DPE,144,2D,72,2,NA,ORG,2,NA
KK6I,2638,2A,550,2,W6BAF,SDG,9,Laguna Mtn WFD
KK6IL,1250,2A,150,2,KF6AUP,SDG,45,ROARS
KK6JA,388,2AC,74,2,NA,SCV,7,Janet Club
KK6JUV,1510,3A,100,2,WA6SUD,ORG,42,Lee de Forest ARC
KK6L,106,1D,28,2,NA,EPA,1,NA
KK6MRL,310,2A,5,2,NA,EB,3,Rossmoor ARC
KK6MTQ,986,3A,68,2,NA,PAC,31,Acton-Agua Dulce ARC
KK6RF,720,1B1B,94,5,NA,ORG,1,NA
KK7OQ,220,1B1,35,2,NA,OR,1,NA
KK7PR,4528,1A,1482,2,NA,OR,15,Portland Radio CC
KK9D,84,1D,10,2,NA,WI,1,NA
KK9N,2838,3A,613,2,AD9RR,IL,42,Okaw Valley ARC
KL7AA,889,1D,331,1,NA,AK,4,NA
KL7AIR,1044,2A,97,2,NA,AK,5,NA
KL7AN,2558,2A,730,2,NA,AK,29,Moosehorn ARC
KL7JRC,1770,1A,287,2,NA,AK,47,Juneau ARC
KL7NWR,476,1A,11,2,NA,AK,15,South Peninsula ARC
KL7WP,452,1B1,88,2,NA,EWA,1,NA
KM4C,2536,3A,630,2,NA,NC,18,Shelby  ARC /  ARES of Cleveland Cty
KM4FO,586,1D,134,2,NA,KY,1,NA
KM4I,600,1D,275,2,NA,TN,2,NA
KM5ART,196,1D,73,2,NA,NTX,1,NA
KM5PS,3584,3A,744,2,NA,AR,40,NA
KM5VI,2406,1B1,2256,1,NA,STX,1,NA
KM5VZ,258,1B1,4,2,NA,NTX,1,NA
KMØOSE,136,1F,43,2,NA,SCV,6,ECTAR
KN3D,102,1D,26,2,NA,MDC,1,NA
KN4DS,480,1D,72,2,NA,GA,1,NA
KN4Y,422,1C,93,2,NA,NFL,1,NA
KN5S,350,2AC,100,2,NA,STX,4,Coyote ARC
KN7S,186,1E,43,2,NA,WWA,1,NA
KO6YG,44,1D,22,2,NA,SCV,1,NA
KO9A,106,1D,22,2,NA,IL,1,NA
KO9F,1346,1A,390,2,NA,IN,7,Dillman's AR Experimenters
KØADL,780,1B1,265,2,NA,CO,1,NA
KØAE,3150,2A,894,2,NA,CO,10,Littleton Radio Amateurs
KØAJW,2190,1A,481,2,NA,ND,10,Souris Valley ARC
KØALN,1600,1B1B,134,5,NA,CO,1,NA
KØANT,1154,2A,219,2,KDØDWV,KS,15,KS Antenna Club - Johnson Cty
KØCD,1150,1B1B,100,5,NA,WI,1,NA
KØCQ,636,1E,138,2,NA,IA,1,NA
KØDCA,1214,4AC,244,2,NA,MO,31,NA
KØDNG,3152,2AC,838,2,WØRPZ,MO,4,KS State Alumni Radio Team
KØEPC,700,2F,15,2,NA,CO,15,El Paso Cty  SCU
KØF,328,2E,19,2,NA,IA,3,NA
KØFEZ,684,2A,97,2,NA,CO,7,Radops of El Jebel Shrine
KØG,1700,1B2B,135,5,NA,CO,2,NA
KØGNE,1748,2A,524,2,NA,NE,13,Greater NE ARL
KØGPZ,754,3A,177,2,NA,MN,23,Northern Lakes ARC
KØHK,662,2A,81,2,NA,KS,15,Atchison Cty AR Serv
KØIIT,5054,2A,1254,2,KCØQXX,CO,55,Montrose  ARC
KØJFN,834,4A,161,2,NA,NE,40,Pioneer ARC
KØJPL,728,1D,183,2,NA,MO,1,NA
KØKBX,964,2AC,262,2,NA,IA,30,Benton Cty  ARC
KØKKV,5364,4A,1477,2,KCØWWR,NE,65,Lincoln ARC
KØKSN,760,3A,54,2,NA,KS,12,Kansas-Nebraska RC
KØKWO,1282,1A,180,2,NA,IA,8,Hamilton Cty ARA
KØLAR,314,1D,66,2,NA,MN,1,NA
KØLEW,341,1E,191,1,NA,SD,1,NA
KØLIR,6130,2A,1556,2,NA,MO,17,NA
KØMCR,2480,4A,674,2,NA,MN,12,Meeker Cty ARC
KØMF,5360,1B1B,506,5,NA,CO,1,NA
KØMIS,342,1E,48,2,NA,CO,1,NA
KØMIW,2306,2F,525,2,NØMVC,IA,19,Central IA RAS
KØMP,1860,1E,161,5,NA,AZ,1,NA
KØMPH,2562,1E,628,2,NA,MN,1,NA
KØND,1062,1A,306,2,NA,ND,9,Theodore Roosevelt  ARC
KØNE,298,1C,62,2,NA,NE,1,NA
KØNL,384,1E,67,2,NA,CO,3,NA
KOØA,5100,3A,1346,2,WBØHSI,MO,120,St Charles ARC
KØPL,770,2A,260,2,NA,MO,4,NA
KØPRA,2216,2A,664,2,KØPRA,CO,30,Parker Radio Assoc
KØQBI,796,3AC,158,2,NA,MN,5,Worthington ARC
KØRFD,1506,1E,366,2,NA,CO,2,NA
KØRGI,1040,1B1B,69,5,NA,WI,1,NA
KØRV,6456,3A,1669,2,KQØC,CO,54,Ski Country ARC
KØSEK,1134,4A,113,2,NA,KS,13,NA
KØSNG,3370,3A,689,2,KD5UFY,AR,12,Bella Vista Rep  Group
KØTFT,1064,2A,204,2,NA,IA,24,Siouxland ARA
KØUD,178,1D,32,2,NA,ND,1,NA
KØUSA,4092,7A,1000,2,NA,NE,30,Ak-Sar-Ben ARC
KØVG,196,1B1C,12,2,NA,MN,1,NA
KØVK,1122,1B1,411,2,NA,CO,1,NA
KØZS,1358,2B2,554,2,NA,MO,2,NA
KP3RE,3426,2A,1126,2,NA,PR,25,Radio Operadores Del Este
KP4CPC,766,1D,179,2,NA,PR,1,NA
KP4ES,7000,2A,1964,2,NA,PR,9,PR ARL
KP4FD,1506,2F,551,2,NA,PR,4,PR Field Day Group
KP4FRA,1954,3A,471,2,NA,PR,10,Federacion de Radioaficionados de PR
KP4NM,762,2F,6,2,NA,PR,20,Bayman RC
KQ3F,4008,2E,953,2,NA,EPA,6,NA
KQ4CI,482,1E,116,2,NA,NC,1,NA
KQ4K,324,1B2,83,2,NA,NC,2,NA
KR5NM,2668,2A,687,2,K5RIC,NM,12,Sierra Blanca ARC
KS1R,3754,2F,705,2,N1TRC,ME,27,Merrymeeting ARA
KS4FE,438,1E,116,2,NA,KY,1,NA
KS4X,2110,1E,206,5,NA,TN,1,NA
KS4YX,1180,1D,310,2,NA,SC,1,NA
KS8M,2295,2B2B,200,5,NA,OH,2,NA
KSØB,1192,2A,280,2,NA,MO,13,Callaway ARL
KSØKS,1190,3A,208,2,KUØRTZ,KS,10,Santa Fe Trails ARC
KSØLV,2264,5A,474,2,NA,KS,9,Pilot Knob  ARC
KSØM,358,1D,77,2,NA,MO,1,NA
KSØMAN,878,2A,189,2,NA,KS,3,Manhattan Area ARS
KSØMO,10276,2A,2425,2,KCØMO,KS,10,Kansas City CC
KT5TX,416,3AC,208,2,NA,STX,10,Katy ARS
KT6L,160,1B1B,1,5,NA,SDG,1,NA
KT8EMA,490,3F,70,2,NA,OH,17,Defiance Cty ARC
KU1Q,103,1D,93,1,NA,CT,2,NA
KU4A,1705,1E,168,5,NA,KY,1,NA
KU4V,2506,1E,877,2,NA,NC,1,NA
KU4WD,458,1E,179,2,NA,TN,1,NA
KU6S,3125,4A,1881,1,AE6YN,EB,47,South BayARA
KU6T,70,1C,10,2,NA,LAX,1,NA
KU7K,952,1B1,214,2,NA,OR,1,NA
KV1P,32,1D,16,2,NA,NFL,1,NA
KV4RH,584,1E,149,2,NA,SC,1,NA
KW4DC,818,2F,184,2,KW4DC,TN,7,Decatur Cty ARC
KW4P,2426,5A,728,2,NA,NC,17,Haywood Cty  ARC
KW8N,9865,1B1B,947,5,NA,OH,1,NA
KX1W,68,1D,9,2,NA,ENY,1,NA
KX3M,468,1E,92,2,NA,EPA,1,NA
KX7L,446,1B1,99,2,NA,OH,1,NA
KXØR,6040,1B1B,569,5,NA,WY,1,NA
KY4AR,1260,2A,245,2,NA,KY,11,Southern KY  Am Transmitting Soc
KY4KY,6348,2F,1648,2,W4KBR,KY,56,Bullitt ARS
KY4WC,788,2A,119,2,NA,KY,25,Woodford Cty ARC
KY7M,3786,1E,1212,2,NA,AZ,1,NA
KYØQ,2440,1E,219,5,NA,IL,2,NA
KZ1M,5774,4A,1417,2,K1MUJ,CT,30,Eastern Connecticut ARA
KZ5OM,246,1D,49,2,NA,SV,1,NA
KZ8R,96,1D,24,2,NA,NC,1,NA
N1BFK (+KA1JDH),445,1B2B,9,5,NA,NH,2,NA
N1BYT,2300,1B1B,205,5,NA,EMA,1,NA
N1CC,3856,2E,1110,2,NA,NTX,1,NA
N1CRS,976,3A,159,2,NA,CT,12,Charter Oak Radio Soc
N1DN,610,1B1B,46,5,NA,CT,1,NA
N1DRC,402,2A,76,2,NA,MN,26,Disaster Response Com RC
N1EG,1448,2A,352,2,NA,CT,50,Coastline  ARA
N1EK,358,1B1,104,2,NA,MDC,1,NA
N1EN,3844,3E,817,2,NA,CT,3,NA
N1EV,8306,3A,2410,2,W1NLK,CT,35,Greater Norwalk AR Corp
N1FD,7930,8A,2109,2,NA,NH,30,Nashua Area RC
N1HOB,78,1E,8,2,NA,OK,1,NA
N1KRT,372,1D,161,2,NA,EMA,1,NA
N1KW,6030,1B1B,568,5,NA,IL,1,NA
N1LT,735,1B1B,49,5,NA,NH,1,NA
N1ME,2066,2A,778,2,NA,ME,26,Pine State ARC
N1MHC,812,1E,381,2,NA,ME,3,NA
N1MV,908,3A,29,2,NA,EMA,30,Mystic Valley ARG
N1NC,1702,1A,500,2,NA,EMA,12,Nashoba Valley ARC
N1NN,252,1D,101,1,NA,EMA,1,NA
N1NRA,930,1F,190,2,NA,VT,3,Addison Cty ARES
N1NW,4110,6A,875,2,NA,CT,24,RASON
N1OP,1874,2F,492,2,NA,EMA,20,Norwood Em Management
N1ORK,232,1B1,16,2,NA,NH,1,NA
N1QC,3976,4A,1034,2,KB1NH,NH,28,Granite State ARA
N1QS,1045,1AB,159,5,NA,VT,6,Northern Vermont QRP Soc
N1STA,1574,2A,341,2,NA,VT,10,St  Albans ARC
N1VF,1982,1A,661,2,NA,SCV,3,RBD Group
N1VT,4824,4A,1354,2,WA1VT,VT,20,Green Mtn Wireless Soc
N1WM,5152,4A,1259,2,KB1DMR,WMA,30,Northern Berkshire ARC
N1WW,3834,3A,1027,2,NA,WMA,30,Mohawk ARC
N1ZIZ,1520,3A,168,2,KB1EVY,EMA,30,Genesis ARS
N1ZX,690,1D,160,2,NA,SFL,1,NA
N2AM,3666,3A,1015,2,KV1E,IA,14,Muscatine ARC
N2ASD,298,1D,48,2,NA,NNY,1,NA
N2BC,1368,2B2,366,2,NA,WNY,2,NA
N2BEF,400,1D,100,2,NA,ENY,1,NA
N2BJ,3102,2D,2169,1,NA,IL,3,NA
N2CEC,68,1C,9,2,NA,NNJ,1,NA
N2CJN,168,1D,59,2,NA,SCV,1,NA
N2CMC,2674,3A,729,2,W2CMC,SNJ,35,Cape May Cty ARC
N2FWB,920,2B2B,84,5,NA,ENY,2,NA
N2GPE,360,1E,53,2,NA,NNJ,1,NA
N2HQX,1092,4A,67,2,NA,SNJ,12,DE Valley Ragchew Club
N2IMK,100,1D,25,2,NA,SNJ,1,NA
N2JFS,220,1B1B,7,5,NA,NH,1,NA
N2LL,2422,3A,729,2,NA,ENY,13,Overlook ARC
N2MQ,654,2AC,242,2,NA,WNY,15,Chautauqua AR Serv
N2MTG,798,1E,324,2,NA,ENY,1,NA
N2NNY,1214,2A,207,2,NA,NNY,21,North Franklin ARS
N2OB,8670,4A,2414,2,N2CW,SNJ,65,Old Barney ARC
N2QGV,338,1D,47,2,NA,NFL,1,NA
N2RE,5115,7AB,412,5,NA,SNJ,51,David Sarnoff  ARC
N2SE,218,1D,34,2,NA,NNJ,4,NA
N2SF,6968,4A,1834,2,KC2ZSL,ENY,25,Westchester Em Com Assn
N2SQW,130,1D,80,1,NA,ENY,1,NA
N2UC,862,2D,203,2,NA,WNY,2,NA
N2USM,510,1E,205,2,NA,ENY,1,NA
N2VR,246,1B2,48,2,NA,WNY,2,NA
N2XJ,4114,2A,1287,2,W2FMI,NNJ,36,New Providence ARC
N3AB,2090,1B1B,194,5,NA,EPA,1,NA
N3AQC,3130,2B2B,288,5,NA,WPA,2,NA
N3CSE,1516,5A,311,2,NA,EPA,16,Jonestown Mtn Rep Assoc
N3CU,3030,1B1B,278,5,NA,WPA,1,NA
N3CZ,1390,1D,335,2,NA,NC,1,NA
N3DUE,3878,2E,967,2,NA,MDC,2,NA
N3EP,1296,5F,268,2,W3RN,EPA,22,Endless Mtns ARC
N3FJP,536,1E,243,2,NA,MDC,2,NA
N3FYD,362,1A,56,2,NA,WPA,3,NA
N3GBJ,54,1D,2,2,NA,EPA,1,NA
N3GGT,690,1D,160,2,NA,EPA,1,NA
N3IC,9640,2A,2853,2,K3MZ,MDC,22,Randallstown  ARC
N3IJW,230,1D,45,2,NA,VA,1,NA
N3IS,1852,3A,310,2,W3PRK,EPA,9,NA
N3JJT,732,1B1C,108,2,NA,OH,1,NA
N3JNX,188,1D,43,2,NA,EPA,1,NA
N3KN,278,1D,114,1,NA,VA,1,NA
N3KR,1338,1D,322,2,NA,EPA,1,NA
N3LGA,62,1E,6,2,NA,SCV,1,NA
N3MWQ,204,1E,27,2,NA,DE,1,NA
N3NIA,1150,5A,200,2,NA,WPA,12,Elk Cty ARA
N3NZ,4566,5A,1031,2,W3AWA,EPA,44,Marple Newtown ARC & Mobile Sixers RC
N3OFR,350,1B2B,20,5,NA,EPA,2,NA
N3RAY,354,1A,77,2,NA,EPA,3,LBCECG
N3SH,900,1A,224,2,NA,WPA,20,Wireless Assoc of South Hills
N3SRC,1752,4A,425,2,NA,EPA,25,Susquehanna Cty ARC
N3TN,1614,2A,450,2,NA,WPA,18,Triple A   ARA
N3TWT,2130,4F,422,2,NA,EPA,45,South Mtn Radio Amateurs
N3VYZ,416,1D,208,2,NA,WPA,4,NA
N3VZ,6986,2A,1970,2,NA,EPA,5,Victor Zulu Group
N3XZX,174,1E,12,2,NA,VA,1,NA
N3ZP,962,1B1,226,2,NA,EPA,1,NA
N4AW,5062,2A,1109,2,N4SBA,SC,12,Anderson RC
N4BP,5008,1D,1600,2,NA,SFL,2,NA
N4BRF,3474,3A,882,2,NA,SFL,7,Boca Raton ARA
N4C,12912,3A,4000,2,NA,NC,8,PVRC
N4CF,3775,1E,377,5,NA,VA,1,NA
N4CVL,1705,1AB,91,5,NA,NFL,6,Cranes View Lodge ARC
N4CWZ,3316,1A,1014,2,NA,NC,3,NA
N4CYV,765,1E,100,5,NA,NM,1,NA
N4DAB,2432,3F,286,2,NA,NFL,9,Daytona Beach CERT ARC
N4DD,8550,1B2B,840,5,NA,VA,2,NA
N4EE,1286,2A,260,2,NA,SC,11,Trident ARC
N4EH,8742,4A,2646,2,KK4RYN,NFL,81,Lake Monroe ARS
N4EMP,482,2D,172,2,NA,AL,2,NA
N4FL,3090,2A,772,2,NA,SFL,54,Gold Coast ARA
N4FR,7928,3F,2308,2,W4SQD,TN,100,Williamson Cty  ARES
N4GAS,2052,3A,331,2,NA,NC,35,Gaston Cty ARS
N4GM,286,2A,66,2,NA,NC,10,NA
N4HAI,756,1E,152,2,NA,OH,1,NA
N4IDX,1006,3AC,373,2,NA,AL,16,Bankhead ARC
N4IV,2362,3F,398,2,NA,NC,19,Rockingham Cty ARC
N4IX,250,1B1B,40,5,NA,GA,1,NA
N4LNR,3470,3A,870,2,KF4FLY,NC,15,Lenoir  ARC / Caldwell ARES
N4MBI,282,1D,116,2,NA,NC,1,NA
N4MI,2714,2A,477,2,N4HOK,VA,50,Goochland Cty ARES / Virginia Capital District 6 ARES
N4MM,22,1D,10,2,NA,VA,1,NA
N4MUH,464,1E,150,2,NA,NFL,1,NA
N4N,11806,6A,3089,2,N4G,GA,16,NA
N4NA,1070,1D,255,2,NA,TN,1,NA
N4NC,128,1D,32,2,NA,NC,1,NA
N4NE,6584,4AC,1848,2,NA,GA,54,Sawnee ARA
N4NPS,1306,3A,202,2,NA,VA,26,NA
N4NRV,3370,3A,791,2,NA,VA,21,New River Valley ARC
N4OLN,192,1D,71,2,NA,GA,1,NA
N4OTR,634,1D,156,2,NA,OH,2,NA
N4PRS,2278,2A,519,2,AI4WL,NC,46,Pamlico ARS
N4QET,574,1A,137,2,NA,GA,12,Bartow Co ARES
N4QX,310,1B1C,40,2,NA,ORG,1,NA
N4R,1804,2A,502,2,W4QYV,SC,9,Ridgeville & District ARS
N4RE,3000,1B2B,275,5,NA,NC,2,NA
N4S,4954,2A,1212,2,NA,SC,21,Oconee District 17 RC
N4SER,920,3F,256,2,NA,WCF,13,Sarasota Em RC
N4SVC,3854,5E,1129,2,NA,NFL,18,NA
N4THM,3076,2F,669,2,N4IF,AL,27,Turkey Heaven Mtn Rep. Repeater Assoc
N4TP,9198,2A,2629,2,N4SEX,WCF,45,Tampa ARC
N4TUU,344,1E,47,2,NA,NFL,1,NA
N4UEZ,1086,1D,267,2,NA,NC,1,NA
N4UF,1994,1B1,461,2,NA,NFL,1,NA
N4UH,4324,3A,913,2,W4EXU,NC,31,NA
N4UOH,600,1D,150,2,NA,NC,1,NA
N4UU,5694,1E,1361,2,NA,NFL,1,NA
N4WNL,1232,3AC,481,2,NA,AL,5,Talladega ARC
N4YHC,80,1D,10,2,NA,KY,1,NA
N5ANT,810,2AB,92,5,NA,NTX,3,North TX Antenna Design Consortium
N5AT,1104,2A,102,2,NX5MK,AR,32,Arkansas Radio Emerg Services/Central Arkansas VHF
N5BB,2410,3A,445,2,NA,NTX,20,Irving ARC
N5BTC,2102,3AC,456,2,NA,STX,26,NA
N5CRP,1940,5A,258,2,KF5NJQ,STX,38,South TX ARC
N5DD,520,1B1,134,2,NA,NTX,1,NA
N5EOC,3102,2F,591,2,NA,NTX,29,North East Tarrant Cty ARC
N5HR,262,3F,106,2,NA,STX,30,Hill Cpuntry ARC
N5HRK,472,1E,111,2,NA,NTX,1,NA
N5I,2766,2F,625,2,KC5ZJY,LA,25,ARC of Central LA
N5II,1728,3A,561,2,NA,LA,10,Springhill Amateur Club
N5JB,2476,1A,539,2,NA,NTX,4,NA
N5KH,110,1E,5,2,NA,NTX,1,NA
N5KWN,3266,2D,805,2,NA,STX,2,NA
N5OE,2866,1B1,654,2,NA,NTX,1,NA
N5OS,2366,3F,533,2,W5WA,MS,10,Jackson Cty ARA
N5PA,268,1E,80,2,NA,MS,1,NA
N5PJ,2258,1A,452,2,NA,OK,3,Salted Hams Club
N5RD,2394,2A,660,2,KA5KBP,LA,22,Minden ARA
N5RGV,256,1D,103,2,NA,STX,1,NA
N5T,2156,3A,746,2,NA,STX,4,Red Daemon Contest Team
N5TOL,262,1D,106,2,NA,WTX,1,NA
N5TT,8050,2A,2133,2,N5TW,STX,60,Williamson Cty ARC
N5UVQ,84,1D,14,2,NA,NM,1,NA
N5VMO,234,1A,21,2,NA,AR,3,NA
N5WSS,194,1D,62,2,NA,AR,2,NA
N5XGG,128,1D,24,2,NA,STX,1,NA
N6AE,446,1B1,48,2,NA,SV,1,NA
N6BHX,266,1D,56,2,NA,EB,1,NA
N6BXO,148,1D,49,2,NA,CO,1,NA
N6CKV,194,1E,22,2,NA,SV,1,NA
N6CMF,1450,1B1B,130,5,NA,ORG,1,NA
N6CP,2202,2F,974,2,NA,SB,13,Cal Poly ARC
N6FC,230,1B1,40,2,NA,SV,1,NA
N6FQ,1794,3A,540,2,NA,SDG,52,Fallbrook ARC
N6FR,3382,3A,928,2,NA,SV,25,Geezer Natomas ARC
N6FRG,4132,7A,805,2,NV6V,SJV,15,Calaveras ARS
N6IJ,512,2A,53,2,NA,SCV,3,Monterey Bay ARA
N6IPD,3772,2A,969,2,K6PB,ORG,40,Irvine Disaster Em Com
N6IV,416,1B1,117,2,NA,SJV,1,NA
N6JF,1600,1D,375,2,NA,ID,2,NA
N6KD,566,1B2,175,2,NA,SF,2,NA
N6KIA,326,1B1,88,2,NA,ORG,1,NA
N6KRV,762,3A,56,2,NA,SJV,5,Sequoia AR Group
N6KZ,994,1E,240,2,NA,AZ,1,NA
N6L,790,2A,50,2,WO1S,ORG,50,Laguna Beach EmCom Team
N6M,1430,1AC,357,2,NA,SDG,6,Camping with Radios
N6MCM,59,1D,9,1,NA,SV,1,NA
N6MDV,450,1B2B,13,5,NA,LAX,2,NA
N6MI,3808,3A,2209,1,NA,SCV,8,Derangers
N6MSY,410,1D,90,2,NA,EB,1,NA
N6NA,2580,5A,670,2,NA,SV,6,River City AR Com Soc
N6NC,804,1D,377,1,NA,SDG,1,NA
N6NF,727,1E,542,1,NA,SCV,1,NA
N6NFB,80,1D,15,2,NA,WWA,1,NA
N6NH,3472,2A,732,2,W6KOS,ORG,48,Hospital Disaster Support Com System
N6NKO/9,310,1B1B,6,5,NA,WI,1,NA
N6OI,2982,3A,1094,2,NA,SV,7,High Sierra FD Group
N6OV,6778,3A,1729,2,W6TD,ORG,27,Bishop ARC
N6PN,986,1D,250,2,NA,EB,1,NA
N6QZS,404,1E,76,2,NA,SV,1,NA
N6R,5448,8A,1824,2,NA,SB,40,Ventura Cty ARS / Simi Settlers ARC
N6RK,4458,1B1,1063,2,NA,SV,1,NA
N6RLS,286,1D,45,2,NA,EB,1,NA
N6SD,4896,2A,1372,2,N6WB,SDG,72,Escondido ARS
N6SJV,2398,6A,488,2,NA,SJV,25,Lodi ARC
N6SSF,1298,3F,224,2,NA,SCV,21,South San Francisco CERT Comm Group
N6TCZ,9,1D,8,1,NA,LAX,1,NA
N6TV,3744,1E,1196,2,NA,SCV,1,NA
N6VLH,725,1AB,55,5,NA,SV,3,Palo Cedro Ham Radio Club
N6VNO,128,1E,7,2,NA,SCV,1,NA
N6VV,5896,2A,1798,2,NA,EB,30,Pleasant Hill / Martinez ARC
N6VW,4660,1C,431,5,NA,LAX,4,NA
N7A,1558,1F,237,2,NA,NV,10,Amargosa ARC
N7AST,578,3F,65,2,NA,OR,5,Clatsop Cty EOC
N7CFO,306,1B1,103,2,NA,EWA,1,NA
N7DLV,1692,1B1,571,2,NA,WWA,1,NA
N7FG,296,1D,68,2,NA,AZ,1,NA
N7GDE,2164,5A,442,2,NA,WWA,22,Radio Amateurs Skagit Cty
N7HZB,255,1E,1,5,NA,UT,1,NA
N7IG,3410,2A,683,2,NA,WWA,10,South Kitsap ARC
N7IXI,394,1D,172,2,NA,OR,2,NA
N7JB,62,1D,36,1,NA,WWA,1,NA
N7JI,190,1D,35,2,NA,OR,1,NA
N7JN,1434,5A,152,2,NA,WWA,33,San Juan Cty ARS
N7KE,5770,2A,1637,2,NA,WWA,15,Radio Club of Redmond
N7KQ,546,1F,98,2,NA,AZ,2,CSP VFD
N7LE,5440,2A,3146,1,NA,OR,12,Central OR DX Club
N7NB,1510,1E,126,5,NA,WWA,1,NA
N7NEV,540,1E,9,5,NA,AZ,1,NA
N7OU,6402,1B1,1538,2,NA,WWA,1,NA
N7OY,1670,4A,238,2,N7HT,OR,14,Lincoln Cty ARC
N7PIR,982,2A,309,2,NA,OR,7,Portland Internet Radio Group
N7Q,1922,2A,452,2,KF7RYX,AZ,13,Queen Creek ARC
N7QC,1790,3AB,181,5,NA,NV,6,Scotty's Nevada Pine Nuts
N7QMT,106,1D,53,2,NA,WWA,1,NA
N7QS,526,1E,94,2,NA,WWA,1,NA
N7QT,3642,1B2,823,2,NA,EWA,2,NA
N7RHW,150,1D,50,2,NA,EWA,1,NA
N7SK,678,1A,89,2,NA,WWA,21,Mason Cty Amateur Club
N7TMS,186,1D,55,2,NA,ID,1,NA
N7UW,680,2A,65,2,NA,WY,28,University ARC
N7WO,1796,4A,606,2,NA,WWA,25,Brush Prairie Hams
N7XVQ,84,1D,17,2,NA,AZ,1,NA
N8ARA,1532,4A,245,2,NA,OH,40,Newark ARA
N8B,1015,3AB,40,5,NA,OH,3,NA
N8BC,8794,7A,2226,2,NA,OH,40,Lake Cty ARA
N8BUS,91,1D,91,1,NA,OH,1,NA
N8CWU,380,1D,165,2,NA,OH,1,NA
N8DRG,86,1D,43,2,NA,OH,1,NA
N8EBN,122,1D,36,2,NA,AZ,1,NA
N8GGO,180,1E,40,2,NA,MI,1,NA
N8HM,162,1B1,6,2,NA,MDC,1,NA
N8IHI,512,2F,81,2,NA,OH,6,Ashland Area ARC
N8IVE,1526,5A,438,2,NA,OH,12,Toothless Talkers
N8IW,1944,2A,445,2,NA,OH,3,Wayne Cty Renegades
N8JAX,282,1B1,116,2,NA,WCF,1,NA
N8KD,2934,1B1C,696,2,NA,MI,1,NA
N8KV,570,1A,120,2,NA,MI,3,Au Sable RC
N8LC,3372,3A,1026,2,KC8WNK,MI,15,L'anse Creuse ARC
N8NC,2055,5AB,213,5,NA,OH,25,North Coast ARC
N8OQ,1305,1E,211,5,NA,VA,1,NA
N8OVI,518,1A,101,2,NA,MI,4,NoviARC
N8QA,2876,3A,812,2,NA,OH,20,NA
N8SE,3276,7F,847,2,N8SE,MI,10,SATERN
N8SL,3900,2A,1132,2,N8AR,MI,30,South Lyon Area ARC
N8TD,1166,1B1,204,2,NA,OH,1,NA
N8TFD,274,1C,75,2,NA,OH,1,NA
N8USK,324,2AC,85,2,NA,OH,3,NA
N8XMS,450,1B1B,30,5,NA,MI,1,NA
N8ZKT,192,1B1,21,2,NA,OH,1,NA
N9AW,7948,2A,2249,2,NA,WI,13,ARC of Greater Milwaukee
N9BAT,2084,3A,466,2,NA,IL,23,Chicago Suburban RA
N9EAX,694,1B1C,235,2,NA,WI,1,NA
N9EOC,980,2A,55,2,NA,IN,15,Hamilton Cty  ARES Club
N9HC,1840,4A,345,2,N9CQ,IN,73,Hendricks Cty ARS
N9HR,766,1A,181,2,NA,WI,9,Watertown ARC
N9HZ,3996,5A,820,2,NA,IN,9,Goshen ARC
N9JPV,260,1B1B,2,5,NA,IL,1,NA
N9NAU,1766,3A,312,2,NA,IN,26,Dubois Cty ARG
N9NM,1138,1D,272,2,NA,STX,1,NA
N9OF,1342,1D,323,2,NA,STX,1,NA
N9QID,272,3D,111,2,NA,MI,4,NA
N9RJV,8330,2A,2333,2,KC9NZP,IL,80,Schaumburg  ARC
N9SRO,162,1D,6,2,NA,SFL,1,NA
N9WKW,594,1D,136,2,NA,IN,1,NA
