Call,GOTA CALL,FINAL SCORE,Category,Section,Power Multiplier,CLUB NAME,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS
N5WAJ,NA,2824,3F,STX,2,Houston ECHO Soc./Oak Forest RC,20,3,C,0,268,201,469,1350
N5WCS,NA,80,1D,MI,2,L'Anse Creuse ARC,1,1,C,0,0,15,15,50
N5WOI,NA,98,1D,NTX,2,Lucas ARC/Allen Wylie Lucas ARC,1,1,C,0,12,0,12,50
N5YA,NA,2006,2D,STX,2,Lost Acres Contest Grp.,4,2,C,329,160,0,489,50
N5YHF,NA,120,1D,STX,2,Oak Hill ARC,1,1,C,0,9,17,26,50
N5YIZ,NA,1638,1C,STX,2,Cross Roads Ham RC,1,1,O,0,0,744,744,150
N5ZR,NA,798,1A,STX,2,NA,7,1,B,0,16,292,308,150
N6ACA,NA,82,1D,EB,2,NA,1,1,C,0,8,0,8,50
N6ACH,NA,440,1D,SJV,2,NA,1,1,C,0,94,7,101,50
N6ACS,NA,3732,4A,LAX,2,Los Angeles City ACS,18,4,G,327,86,565,978,950
N6AJR,NA,282,1D,LAX,2,NA,1,1,C,0,53,10,63,50
N6ARA,NA,2040,1B1B,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,124,0,70,194,450
N6BHX,NA,346,1D,EB,2,NA,1,1,C,0,24,0,24,250
N6BOX,NA,592,1E,ORG,2,Moreno Valley ARA,2,1,G,0,30,111,141,250
N6BXO,NA,190,1D,CO,2,NA,1,1,C,0,10,0,10,150
N6COP,NA,586,1D,SB,2,Paso Robles ARC,1,1,C,0,134,0,134,50
N6CUQ,NA,130,1D,SV,2,NA,1,1,C,20,0,0,20,50
N6EFF,NA,350,1D,EB,2,South Bay ARA,1,1,C,75,0,0,75,50
N6EWG,NA,134,1D,SJV,2,NA,1,1,C,21,0,0,21,50
N6FQ,NA,1736,3A,SDG,2,Fallbrook ARC,43,3,G,0,69,205,274,1050
N6FRG,NA,502,1A,SJV,2,Calaveras ARS,4,1,G,0,0,126,126,250
N6GA,NA,2830,2AB,LAX,5,Zuni Loop MEF,5,2,B,178,0,40,218,850
N6HI,NA,1040,1E,AZ,5,Arizona Outlaws Contest Club,1,1,B,89,0,0,89,150
N6IE,NA,390,1D,SF,2,Redwood Empire DX Assn.,1,1,C,68,0,34,102,50
N6IPD (+WB6CJH),WB6CJH,3206,2A,ORG,2,Irvine Disaster EmComms,38,2,B,109,54,582,745,1390
N6IQY,NA,888,1D,SV,2,NA,1,1,C,0,199,21,220,50
N6IV,NA,540,1B1B,SJV,5,NA,1,1,B,29,0,0,29,250
N6JF,NA,1054,1D,ID,2,Twisted Arrow Contest Club,2,1,C,226,0,0,226,150
N6JTX,NA,138,1D,SV,2,NA,1,1,C,0,0,44,44,50
N6KHO,NA,430,1D,OR,2,Valley RC of Oregon,1,1,C,0,95,0,95,50
N6KI,NA,2202,1E,SDG,2,Southern CA Contest Club,1,1,G,506,0,14,520,150
N6KM,NA,410,1B1B,RI,5,NA,1,1,B,16,0,0,16,250
N6KRV,NA,604,4A,ORG,2,Sequoia Amateur Radio Grp.,4,4,B,0,0,27,27,550
N6LKA,NA,876,1D,ORG,2,NA,1,1,C,26,166,29,221,50
N6MI (+N7DA),N7DA,9129,2A,SJV,2,Tom's Garage ARC,7,2,G,1164,25,1079,2268,2215
N6NA (+AE6OR),AE6OR,3915,4A,SV,2,River City ARC,41,4,B,158,176,602,936,1375
N6NFB,NA,430,1E,SJV,2,Lodi ARC,1,1,B,0,45,0,45,250
N6NO,NA,1930,1D,LAX,2,CITARC/JPLARC/PRC/SPARC,1,1,C,445,0,0,445,150
N6OKU,NA,1892,1D,ORG,2,Orange Co. (CA) ARC,1,1,C,0,0,921,921,50
N6OMG,NA,308,1E,AZ,2,NA,1,1,B,0,0,29,29,250
N6OOA,NA,854,1A,SJV,2,Central Valley AR Enthusiasts,3,1,B,0,0,352,352,150
N6PAZ,NA,838,1E,SJV,2,NA,4,1,B,27,53,34,114,450
N6PWY (+N6ATS),N6ATS,3696,3A,SDG,2,Poway ARS,21,3,G,354,125,125,604,1530
N6R (+K6VCS),K6VCS,7587,11A,SB,2,Ventura Co. ARS/Simi Settlers ARC,57,11,G,240,556,1069,1865,2265
N6RK,NA,4034,1E,SV,2,Palo Alto ARA,1,1,G,971,0,0,971,150
N6RLS,NA,170,1D,EB,2,East Bay ARC,1,1,C,0,4,2,6,150
N6ROR,NA,1524,2A,SDG,2,Ramona Outback ARS,4,2,B,0,0,587,587,350
N6RZR,NA,874,1D,SV,2,Northern CA Contest Club,1,1,C,0,206,0,206,50
N6SBC,NA,660,2F,SCV,2,San Benito Co. ARA,5,2,C,0,0,100,100,460
N6SD,NA,2786,2A,SDG,2,Escondido ARS,9,2,G,301,188,80,569,670
N6SMH,NA,62,1D,SV,2,NA,1,1,C,0,0,6,6,50
N6SSF,NA,350,3F,SCV,2,South San Francisco Fire CERT,6,3,C,0,0,50,50,250
N6TCZ,NA,64,1D,LAX,2,NA,1,1,C,0,0,32,32,0
N6TV,NA,3280,1E,SCV,2,Northern CA Contest Club,1,1,G,655,0,205,860,250
N6VH,NA,158,1D,SDG,2,Southern CA Contest Club,1,1,C,25,0,4,29,50
N6VNO,NA,750,1B1B,SCV,5,NA,1,1,B,35,0,0,35,400
N6WJA,NA,590,1B1,WWA,2,NA,1,1,B,0,78,64,142,150
N6WT,NA,972,1D,SB,2,NA,1,1,C,213,0,35,248,50
N6WZQ,NA,822,1E,OR,2,NA,1,1,B,0,163,0,163,170
N6YEU,NA,1340,1E,SF,2,Redwood Empire DX Assn.,1,1,G,192,0,211,403,150
N6ZEN,NA,170,1E,SCV,2,Half Moon Bay ARC,1,1,B,0,5,0,5,150
N7A,NA,1414,1F,NV,2,Amargosa ARC,4,1,C,0,130,72,202,750
N7AWP,NA,298,1B1,EWA,2,NA,1,1,B,0,0,24,24,250
N7BBQ,NA,168,1B1C,TN,2,NA,1,1,C,0,2,55,57,50
N7CN,NA,1408,1A,UT,2,NA,3,1,G,0,0,429,429,550
N7DB,NA,842,1D,OR,2,NA,1,1,C,24,136,26,186,150
N7DLV,NA,1110,1B1,WWA,2,NA,1,1,G,0,0,330,330,450
N7DOD,NA,150,1AC,OK,2,Comanche Co. ARC,3,1,C,0,0,50,50,50
N7DSX,NA,750,1D,AZ,2,World Amateur Radio Alliance,1,1,C,40,118,34,192,50
N7EDW,NA,1152,3A,WWA,2,Edmonds Woodway ARC,17,3,B,0,29,93,122,850
N7EPD,NA,882,1E,WWA,2,Western Washington DX Club,1,1,B,124,0,18,142,350
N7FPA,NA,150,1D,OR,2,NA,1,1,C,0,0,50,50,50
N7G,NA,1556,3A,MT,2,Musselshell ARC,8,3,G,258,2,33,293,450
N7GHZ,NA,1782,1E,AZ,2,Tortolita RC,1,1,B,0,383,0,383,250
N7GMR,NA,956,3A,AZ,2,Southwest Community Radio System,4,3,B,0,120,13,133,450
N7GP,NA,1270,1B1B,AZ,5,Arizona Outlaws Contest Club,1,1,B,0,112,0,112,150
N7GV,NA,2274,2AC,AZ,2,Green Valley ARC,26,2,C,264,21,107,392,920
N7HYV,NA,246,1D,NV,2,NA,1,1,C,47,0,4,51,50
N7IFO,NA,450,1D,AZ,2,NA,1,1,C,0,96,8,104,50
N7IX,NA,290,1D,WY,2,Platte Co. ARC,1,1,C,0,60,0,60,50
N7JN,NA,450,4A,WWA,2,San Juan Co. ARS,5,4,G,0,0,150,150,150
N7KCB,NA,1370,3A,AZ,2,Lake Pleasant Youth Hammers,6,3,B,0,0,310,310,750
N7KE,NA,2572,3A,WWA,2,Radio Club of Redmond,10,3,G,162,231,125,518,750
N7LAN,NA,96,1D,OR,2,NA,1,1,C,0,4,15,19,50
N7LE,NA,4628,4A,OR,2,Central Oregon DX Club,13,4,G,592,299,157,1048,750
N7LRG,NA,228,1E,WWA,2,Stanwood-Camano ARC,1,1,G,0,0,39,39,150
N7LV,NA,70,1D,CO,2,NA,1,1,C,0,0,10,10,50
N7MHR,NA,180,1B1,OR,2,NA,1,1,B,0,0,15,15,150
N7MLS,NA,272,1F,AZ,2,NA,1,1,C,0,6,49,55,150
N7MZW,NA,594,1D,WY,2,Grand Mesa Contesters of Colorado,1,1,C,0,0,272,272,50
N7NB,NA,634,1E,WWA,2,NA,1,1,B,96,0,0,96,250
N7NEV,NA,194,1D,AZ,2,NA,1,1,C,0,11,0,11,150
N7NS (+K7VU),NA,965,1B2B,MT,5,NA,2,1,B,62,6,7,75,250
N7NTM,NA,52,1D,AZ,2,NA,1,1,C,0,0,1,1,50
N7PIB,NA,420,1E,SF,2,Valley of the Moon ARC,1,1,G,0,80,0,80,100
N7PWZ,NA,1150,1D,AZ,2,Thunderbird ARC,1,1,C,0,275,0,275,50
N7QPP,NA,978,1D,GA,2,North Fulton ARL,1,1,C,0,232,0,232,50
N7RB (+AJ7MT),AJ7MT,2313,4A,MT,2,Capital City ARC,43,4,G,39,31,209,279,1615
N7RCS,NA,1870,1E,SFL,5,NA,1,1,B,172,0,0,172,150
N7RVD,NA,2290,1E,WWA,5,NA,1,1,B,204,0,0,204,250
N7SE,NA,602,1D,CO,2,NA,1,1,C,121,0,34,155,50
N7TRC (+W7OXB),W7OXB,1138,4A,WWA,2,Trilogy ARC,8,4,B,0,11,17,28,1060
N7TWB,NA,360,1E,AZ,2,Honeywell-Glendale ARC,1,1,B,0,0,55,55,250
N7U,NA,1762,5A,UT,2,Rainbow Canyon ARC,14,5,G,110,86,164,360,650
N7UN,NA,2280,1B1B,WWA,5,Willamette Valley DX Club,1,1,B,203,0,0,203,250
N7US,NA,4306,1D,IL,2,McHenry Co. Wireless Assn.,1,1,C,1039,0,0,1039,150
N7W,NA,8220,2A,WY,2,Carbon Co. DX Club,9,2,B,1117,74,1353,2544,750
N7WAH,NA,2974,2A,WWA,2,Wahkiakum Co. ARC,10,2,B,56,311,178,545,1150
N7WLC,NA,604,2B2,SB,2,NA,2,2,B,0,0,127,127,350
N7WSP,NA,146,1D,ID,2,NA,1,1,C,0,0,48,48,50
N7WY,NA,306,1D,WY,2,NA,1,1,C,64,0,0,64,50
N7XCZ,NA,114,1D,NV,2,NA,1,1,C,7,9,0,16,50
N7XQA,NA,212,1D,AZ,2,Explorer Post 599,2,1,C,0,0,31,31,150
N7ZZ,NA,920,1D,WI,2,NA,1,1,C,177,6,69,252,50
N8A,NA,6445,1E,OH,5,NA,2,1,S,265,323,3,591,550
N8ARA,NA,282,1AC,OH,2,Newark ARA,12,1,C,0,0,16,16,250
N8BC,NA,6182,5A,OH,2,Lake Co. ARA,18,5,G,1195,0,426,1621,550
N8BL,NA,1574,1D,WV,2,NA,1,1,C,356,0,0,356,150
N8BV,NA,1356,1E,OH,2,OH-KY-IN ARS,1,1,G,0,0,603,603,150
N8BVD,NA,594,1D,OH,2,Splinter Grp. ARC,1,1,C,0,111,0,111,150
N8CN,NA,158,1C,MI,2,Cherryland ARC,1,1,B,0,0,4,4,150
N8CPA,NA,782,1D,OH,2,NA,1,1,C,183,0,0,183,50
N8DBF,NA,334,1D,MI,2,Who Cares ARG,1,1,C,0,71,0,71,50
N8DM,NA,254,1D,WCF,2,NA,2,1,C,51,0,0,51,50
N8DNA,NA,262,1D,OH,2,NA,1,1,C,53,0,0,53,50
N8DXZ,NA,460,1E,MI,2,Livonia ARC,1,1,B,50,0,55,105,150
N8EFO,NA,3035,2B2B,OH,5,NA,2,2,B,178,0,161,339,450
N8EUL,NA,400,1E,EPA,5,Reading RC,1,1,B,0,25,0,25,150
N8FYL,NA,1130,1D,MI,2,L'anse Creuse ARC,1,1,C,245,0,0,245,150
N8GMY,NA,146,1D,MI,2,North Ottawa ARC,1,1,C,0,24,0,24,50
N8HAM,NA,166,1D,MI,2,NA,1,1,C,0,0,58,58,50
N8HM,NA,180,1B1,VA,2,NA,1,1,B,0,5,5,10,150
N8HWV,NA,550,1B1B,WI,5,NA,1,1,B,30,0,0,30,250
N8II,NA,1604,1D,WV,2,NA,1,1,C,56,0,665,721,50
N8ILI,NA,95,1B1B,ID,5,NA,1,1,B,0,0,9,9,50
N8JTV,NA,114,1D,MI,2,NA,1,1,C,0,0,32,32,50
N8JXJ,NA,456,1B1,OH,2,Mound ARA,1,1,B,0,0,53,53,350
N8KD,NA,1654,1E,MI,2,NA,1,1,B,351,0,0,351,250
N8KQ,NA,698,1D,OH,2,NA,1,1,C,162,0,0,162,50
N8LC (+AD8JL),AD8JL,5688,5A,MI,2,L'Anse Creuse ARC,32,5,G,444,323,50,817,2520
N8M,NA,3375,3AB,OH,5,Middle Bass Expedition,4,3,B,200,46,13,259,850
N8MD,NA,214,1D,MN,2,NA,1,1,C,0,0,82,82,50
N8ME,NA,130,1E,OH,5,NA,1,1,B,0,8,0,8,50
N8MOR (+N8MOR),N8MOR,860,4AB,EB,5,Livermore AR Klub,16,4,B,0,0,28,28,720
N8MRC,NA,302,1E,MI,2,NA,1,1,B,0,0,76,76,150
N8MRS,NA,652,1D,OH,2,OH-KY-IN ARS,1,1,C,0,115,21,136,150
N8MXL,NA,270,1D,CO,2,NA,1,1,C,55,0,0,55,50
N8NC,NA,1720,5AB,OH,5,North Coast ARC,10,5,B,5,0,104,109,1150
N8OQ,NA,1840,1E,VA,5,Fluvanna Co. ARES,1,1,B,0,159,0,159,250
N8OVI,NA,838,1A,MI,2,Novi ARC,3,1,S,122,0,0,122,350
N8OYY,NA,594,1D,WV,2,Central West Virginia Wireless Assn.,1,1,C,0,136,0,136,50
N8PEP,NA,52,1D,OH,2,Bellbrook ARC,1,1,C,0,0,1,1,50
N8QA,NA,758,3D,OH,2,Portsmouth RC,4,3,C,0,60,134,194,250
N8RAT,NA,1320,1E,WV,2,NA,1,1,G,0,0,585,585,150
N8TCP,NA,1322,1E,OH,2,Splinter Grp. ARC,1,1,G,0,268,0,268,250
N8TT,NA,1150,1B1B,MI,5,Lennon-Michigan,1,1,B,99,0,2,101,150
N8UC,NA,58,1D,MI,2,NA,1,1,C,0,2,0,2,50
N8URE,NA,280,1B1B,SFL,5,NA,1,1,B,0,1,4,5,250
N8UXO,NA,166,1C,MI,2,Kalamazoo ARC,1,1,B,0,0,8,8,150
N8VV,NA,2558,1D,OH,2,Coshocton Co. ARA,1,1,C,627,0,0,627,50
N8VWY,NA,278,1C,OH,2,NA,1,1,B,44,0,26,70,50
N8WH,NA,70,1D,OH,2,NA,1,1,C,0,0,10,10,50
N8WL,NA,890,1D,OH,2,CRES ARC,1,1,C,0,210,0,210,50
N8WUA,NA,530,1E,OH,2,Splinter Grp. ARC,1,1,G,0,95,0,95,150
N8WXQ,NA,1840,1B1B,WPA,5,NA,1,1,B,158,9,24,191,50
N8XI,NA,1420,1D,MI,2,Livonia ARC,1,1,C,319,0,47,366,50
N8ZA,NA,342,1D,MI,2,USECA,1,1,C,0,73,0,73,50
N9AEP,NA,212,1D,IL,2,NA,1,1,C,14,0,53,67,50
N9AGC,NA,778,3A,OH,2,NA,4,3,B,0,67,0,67,510
N9ARC,NA,78,1F,IL,2,American Red Cross of Illinois,2,1,C,0,0,14,14,50
N9AUP,NA,194,1D,IL,2,NA,1,1,C,0,36,0,36,50
N9BCN (+W9CZK),W9CZK,5571,3A,IN,2,Piglet Radio,27,3,G,42,438,908,1388,1835
N9BGU,NA,286,1E,CO,2,NA,1,1,B,2,0,64,66,150
N9BT,NA,166,1D,IL,2,NA,1,1,C,14,0,30,44,50
N9CCA,NA,1822,4A,IN,2,Clay Co. Auxcom,6,4,B,0,123,40,163,1250
N9CNF,NA,906,2A,WI,2,Chequamegon Nicolet National Forest ARG,3,2,B,0,78,122,200,350
N9DPP,NA,476,1E,IN,2,Smoky Mountain ARC,2,1,B,0,0,163,163,150
N9DWH,NA,1254,1D,IN,2,NA,1,1,C,0,301,0,301,50
N9EDV,NA,106,1D,WI,2,NA,2,1,C,0,7,4,11,70
N9EP,NA,2940,1A,IL,2,3 Guys and a Radio,3,1,B,468,11,87,566,850
N9EZ (+WA1UJU),NA,1450,1B2,MI,2,Yooper Dupers,2,1,G,325,0,0,325,150
N9GMT,NA,6826,8E,WI,2,FM38 Repeater Grp.,13,8,G,660,337,844,1841,1150
N9HOX,NA,274,1B1,IL,2,NA,1,1,B,0,0,62,62,150
N9IBM,NA,106,1D,IL,2,Schaumburg ARC,1,1,C,0,0,28,28,50
N9ITO,NA,900,1E,IL,5,NA,1,1,B,75,0,0,75,150
N9IVI,NA,220,1B1B,IN,5,NA,1,1,B,17,0,0,17,50
N9JCA,NA,550,1E,IN,5,NA,1,1,B,0,40,0,40,150
N9JFK,NA,318,1B1,WI,2,Waupaca Co. ARES/RACES,1,1,B,0,0,84,84,150
N9JM,NA,1172,2A,IN,2,Whitewater Valley ARC,7,2,G,0,0,351,351,470
N9KO,NA,854,1D,IL,2,NA,1,1,C,0,190,22,212,50
N9LFF,NA,1245,1B1B,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,0,96,7,103,250
N9LYY,NA,70,1D,IN,2,Kokomo ARC,1,1,C,0,0,10,10,50
N9MAF,NA,104,1D,MO,2,Hannibal ARC,1,1,C,0,0,27,27,50
N9MII,NA,2006,7A,WWA,2,KTQA Irregular RC,10,7,B,0,86,196,282,1270
N9MT,NA,130,1D,IN,2,NA,1,1,C,0,20,0,20,50
N9NE,NA,9455,2AB,WI,5,QRP Pals,5,2,B,582,327,3,912,350
N9NM,NA,1362,1D,STX,2,Central Texas DX and Contest Club,1,1,C,328,0,0,328,50
N9OF,NA,990,1D,STX,2,Central Texas DX and Contest Club,1,1,C,235,0,0,235,50
N9PG,NA,90,1D,WI,2,NA,1,1,C,10,0,0,10,50
N9QB,NA,268,1D,WI,2,NA,1,1,C,54,0,1,55,50
N9QID,NA,116,2D,MI,2,NA,2,2,C,0,0,33,33,50
N9RI,NA,1258,2A,IN,2,Muncie Area ARC,11,2,G,119,3,60,182,650
N9RJV (+KD9NJR),KD9NJR,3455,2A,IL,2,Schaumburg ARC,41,2,G,364,0,162,526,1675
N9RMH,NA,206,1D,IN,2,NA,1,1,C,0,0,78,78,50
N9SSA,NA,94,1D,MI,2,NA,1,1,C,0,11,0,11,50
N9TBD,NA,158,1D,IL,2,Bolingbrook ARS,1,1,C,0,27,0,27,50
N9UXC,NA,294,1D,MN,2,NA,1,1,C,0,61,0,61,50
N9WG,NA,200,1B1,IN,2,NA,1,1,B,0,0,25,25,150
N9WH (+W9JM),W9JM,6328,3A,IL,2,The 415 ARC,19,3,G,297,396,568,1261,2420
N9WNJ,NA,80,1D,IN,2,NA,1,1,C,0,0,15,15,50
N9YZD,NA,685,2B1B,IL,5,NA,1,2,B,0,28,11,39,350
N9ZI,NA,1450,1E,IN,5,NA,1,1,B,130,0,0,130,150
NA?PW,NA,532,1A,CO,2,Pueblo West ARC,10,1,G,69,0,3,72,250
NA1GB,NA,622,1C,EMA,2,Framingham ARA,2,1,B,44,28,42,114,250
NA1RA,NA,1454,3F,CT,2,Northville ARA,19,3,C,0,29,194,223,950
NA3DX,NA,386,1D,EPA,2,Long TAil RC,1,1,C,68,0,32,100,50
NA3F,NA,370,1D,WPA,2,Nittany ARC,1,1,C,80,0,0,80,50
NA4DC,NA,1862,2A,SFL,2,Davie/Cooper City ARC,20,2,B,80,31,89,200,1240
NA4DL,NA,462,1D,TN,2,Williamson Co. (TX) ARES,1,1,C,0,103,0,103,50
NA4O,NA,175,1E,GA,5,North Fulton ARL,1,1,B,1,0,3,4,150
NA5M,NA,62,1D,NTX,2,NA,1,1,C,0,3,0,3,50
NA6F,NA,130,1B1,ORG,2,NA,1,1,O,0,0,40,40,50
NA6NA,NA,182,1E,SDG,2,Willowgrove Place ARC,1,1,B,0,0,16,16,150
NA8M,NA,902,2A,MI,2,Newaygo Co. Amateurs,16,2,G,0,0,76,76,750
NA9A,NA,194,1D,IL,2,Fox River Radio League,1,1,C,1,35,0,36,50
NB2R,NA,1050,1E,NNJ,5,Tri County Radio Assn.,1,1,B,0,90,0,90,150
NB3P,NA,314,1D,WCF,2,NA,1,1,C,0,66,0,66,50
NC0A,NA,2954,3AC,CO,2,Royal Gorge ARC,12,3,C,416,158,154,728,350
NC0B,NA,610,1E,CO,2,NA,1,1,B,0,0,230,230,150
NC0K,NA,172,1D,SD,2,NA,1,1,C,0,0,61,61,50
NC1CC,NA,4246,2E,RI,2,NA,2,2,G,697,100,394,1191,270
NC4AR,NA,318,1A,NC,2,Tri County ARC (NC),10,1,B,0,0,34,34,250
NC4CA,NA,2550,4F,NC,2,Four County ARES,4,4,C,0,424,152,576,550
NC4LC,NA,1186,2F,NC,2,Lincoln Co. (NC) RACES,5,2,G,0,109,100,209,550
NC4ML,NA,2478,2A,NC,2,Moore Co.ARS,12,2,B,0,357,200,557,650
NC4OC,NA,1896,4AC,NC,2,Onslow ARC,23,4,C,0,92,289,381,950
NC4PC,NA,1256,4A,NC,2,Hampstead Hams,10,4,G,0,42,219,261,650
NC4TE,NA,330,1B1B,NC,5,NA,1,1,B,0,0,16,16,250
NC4TT,NA,1626,5AC,NC,2,Yadkin Valley ARC,5,5,C,164,123,114,401,250
NC4ZO,NA,208,3AC,NC,2,Randolph ARC,5,3,C,0,0,79,79,50
NC6V,NA,1214,2E,ORG,2,NA,1,2,B,216,0,0,216,350
NC7G (+WA7ST),WA7ST,2076,2A,WWA,2,Highline ARC,27,2,B,111,0,191,302,1250
NC7R,NA,480,1A,CT,2,Just A Bunch Of Hams in CT,4,1,B,0,0,105,105,270
NC9P,NA,530,2D,STX,2,NA,2,2,C,0,120,0,120,50
ND1J,NA,500,1D,GA,2,NA,1,1,C,0,112,1,113,50
ND1L,NA,256,1D,EMA,2,Nantucket ARA,1,1,C,0,0,103,103,50
ND1X,NA,108,1D,CT,2,NA,1,1,C,0,0,29,29,50
ND3Q,NA,70,1D,EPA,2,NA,1,1,C,0,5,0,5,50
ND4G,NA,314,1D,NFL,2,The Villages ARC,1,1,C,0,66,0,66,50
ND4X,NA,1850,1B1,KY,2,Paducah ARA,1,1,B,215,132,1,348,460
ND5DX,NA,2632,5AC,NTX,2,North TX ARS,12,5,C,0,197,597,794,650
ND8D,NA,414,1C,OH,2,NA,1,1,G,50,0,32,82,150
ND8N,NA,1050,1D,AZ,2,Catalina RC and Radio Soc. of Tucson,1,1,C,250,0,0,250,50
NE0DA,NA,342,1E,CO,2,NA,1,1,B,1,47,0,48,150
NE1FO,NA,1584,4A,NH,2,Northern New England Field AR Ops,8,4,B,0,2,263,265,1050
NE2J,NA,116,1D,NC,2,NA,1,1,C,0,1,31,32,50
NE2T,NA,502,1D,WNY,2,Tompkins Co. ARA,1,1,C,113,0,0,113,50
NE5TX (+N5HSE),N5HSE,1700,3A,STX,2,Eastside ARS,4,3,B,0,7,231,238,1210
NE7RD,NA,366,1E,OR,2,NA,1,1,B,79,0,0,79,50
NE7TE,NA,206,1E,AZ,2,Hassayampa Amateur Radio Klub,1,1,B,14,0,0,14,150
NE8P,NA,1156,1D,NFL,2,Florida Contest Grp.,1,1,C,273,0,7,280,50
NE9T,NA,430,1A,IN,2,Indy Midtown ARC,3,1,G,20,0,0,20,350
NF1A (+KB1NO),NA,630,1B2,EMA,2,HP Alumni RC,2,1,B,44,0,2,46,450
NF2L,NA,256,1D,WNY,2,NA,1,1,C,0,0,103,103,50
NF4AC (+NF4RC),NF4RC,6342,4F,NFL,2,Alachua EOC RC,17,4,C,153,1017,101,1271,1460
NF4CQ,NA,3944,4A,NFL,2,Columbia ARS,6,4,G,92,548,167,807,1050
NF6R,NA,134,1D,SJV,2,NA,1,1,C,21,0,0,21,50
NF6Y,NA,84,1D,SDG,2,NA,1,1,C,0,6,5,11,50
NF9B,NA,964,2A,IN,2,Wildcat Creek DX and Contest Club,3,2,G,126,0,105,231,250
NF9Z,NA,1356,1D,IL,2,NA,1,1,C,0,0,653,653,50
NG?E,NA,560,1B1B,MN,5,NA,1,1,B,41,0,0,41,150
NG2G,NA,116,1D,WWA,2,NA,1,1,C,1,3,15,19,70
NG4L,NA,410,1D,WCF,2,Gulf Coast ARC,1,1,C,90,0,0,90,50
NG6F,NA,415,1B1B,LAX,5,CITARC/JPLARC/PRC/SPARC,1,1,B,0,0,33,33,250
NG6O,NA,1594,2E,SCV,2,Monkey Lover's Radio Consortium,2,2,B,242,0,188,430,250
NG7IL,NA,1322,1B1,MT,2,NA,1,1,B,234,0,18,252,350
NG9B,NA,624,1E,WI,2,NA,1,1,B,0,0,237,237,150
NH6O,NA,820,1B1B,PAC,5,NA,1,1,B,16,21,0,37,450
NI1E,NA,390,1E,NH,5,Granite State ARA,1,1,B,0,24,0,24,150
NI1L,NA,3060,1B1B,EMA,5,Yankee Clipper Contest Club,1,1,B,271,0,0,271,350
NI1X,NA,2786,5A,EMA,2,Whitman ARC,43,5,G,238,0,342,580,1150
NI6V,NA,152,1B1,SDG,2,NA,1,1,B,0,0,1,1,150
NI6W,NA,978,1D,LAX,2,CITARC/JPLARC/PRC/SPARC,1,1,C,207,0,0,207,150
NI8Z,NA,790,1D,OH,2,Splinter Grp. ARC,1,1,C,160,0,0,160,150
NIFO,NA,450,1D,AZ,2,NA,1,1,C,0,96,8,104,50
NJ2AR (+K2HVE),K2HVE,2470,4AC,SNJ,2,Jersey Shore ARS,11,4,C,117,217,87,421,960
NJ2BC,NA,912,3F,NNJ,2,Bergen Co. Emergency Management RC,6,3,G,0,118,45,163,350
NJ2SP (+NJ2SP),NJ2SP,4720,3AB,NNJ,5,South Plainfield ARC,15,3,B,224,95,76,395,1150
NJ6R,NA,94,1D,ORG,2,Orange Co. (CA) ARC,1,1,C,0,11,0,11,50
NJ7K,NA,178,1D,WWA,2,Stanwood-Camano ARC,1,1,C,0,0,64,64,50
NJ8J,NA,630,1D,GA,2,North Fulton ARL,1,1,C,145,0,0,145,50
NJ9L,NA,352,1B2C,SNJ,1,NA,2,1,C,0,0,302,302,50
NK4DX,NA,1202,1B1,SFL,2,Florida Contest Grp.,1,1,B,40,173,0,213,350
NK4O,NA,3030,2D,NFL,2,NA,9,2,C,339,289,144,772,230
NK4T,NA,502,1D,AL,2,NA,1,1,C,112,1,0,113,50
NM1J,NA,782,1D,EMA,2,Yankee Clipper Contest Club,1,1,C,181,0,4,185,50
NM3S,NA,274,1B1,AZ,2,NA,1,1,G,0,31,0,31,150
NM4N,NA,192,1D,TN,2,Williamson Co. (TX) ARES,1,1,C,35,0,1,36,50
NM5D,NA,280,1B1B,CO,5,NA,1,1,B,13,0,0,13,150
NM8RC,NA,274,2F,MI,2,Top of Michigan ARC,11,2,C,0,8,46,54,150
NN0G,NA,2098,1B1,CO,2,Parker Radio Assn.,1,1,B,462,0,0,462,250
NN0JS,NA,170,1D,MO,2,Mid-MO ARC,1,1,C,30,0,0,30,50
NN2L,NA,7660,1E,WNY,5,NA,1,1,B,751,0,0,751,150
NN2NN,NA,452,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,97,0,7,104,50
NN3I,NA,810,1B1B,MDC,5,Columbia (MD) ARA,1,1,B,26,0,0,26,550
NN3SI,NA,3868,3A,MDC,2,Smithsonian ARG,15,3,G,464,0,581,1045,850
NN4SA,NA,3196,3E,AL,2,NASA Marshall Space Flight Center ARC,19,3,G,224,176,323,723,950
NN5P,NA,9210,2E,STX,2,Coltwood CW Contest Club,2,2,G,2081,0,318,2399,250
NN7BH,NA,100,1D,AZ,2,Tortolita RC,1,1,C,0,0,25,25,50
NN7O,NA,940,1B1B,ORG,5,Bishop ARC,1,1,B,69,0,0,69,250
NO2D,NA,610,1D,CO,2,NA,1,1,C,140,0,0,140,50
NO3J,NA,700,1B1B,EPA,5,NA,1,1,B,65,0,0,65,50
