CALL,GOTA Call,FINAL SCORE,Category,Section,Power Multiplier,Club Name,Participants,Transmitters,Power Source,TOTAL CW QSOs,TOTAL DIGITAL QSOs,TOTAL PHONE QSOs,TOTAL QSOs,BONUS POINTS,Checklog Y/N
N1TRK,NA,778,1B1,VT,2,Addison Co. ARA,1,1,G,0,170,24,194,50,NA
N1UMJ,NA,514,1D,EMA,2,Pilgrim Amateur Wireless Assn.,4,1,C,17,37,44,98,210,NA
N1WL,NA,238,1D,NH,2,NA,1,1,C,0,47,0,47,50,NA
N1WM,NA,2022,5A,WMA,2,Northern Berkshire ARC,6,5,G,0,168,100,268,1150,NA
N1YKH,NA,1134,2E,CT,2,NA,3,2,G,0,32,178,210,650,NA
N1YL,NA,3474,1D,WMA,2,Franklin Co. (MA) ARC,2,1,C,806,20,10,836,150,NA
N1ZX,NA,306,1D,SFL,2,NA,1,1,C,64,0,0,64,50,NA
N2AAR,NA,2662,8A,WNY,2,Keuka Lake ARA,14,8,G,141,167,90,398,1250,NA
N2BEF,NA,1774,1D,ENY,2,Orange Co. (NY) ARC,1,1,C,0,406,0,406,150,NA
N2BJ,NA,2410,3D,IL,2,Metro DX Club,1,3,C,293,114,366,773,50,NA
N2BZD,NA,150,1D,NNJ,2,Ocean Monmouth ARC,1,1,C,25,0,0,25,50,NA
N2CEC,NA,250,1D,NNJ,2,Garden State ARA,1,1,C,0,50,0,50,50,NA
N2CI,NA,2860,1B1B,NNY,5,NA,1,1,B,271,0,0,271,150,NA
N2CNY,NA,1426,4A,WNY,2,Central NY ARC,6,4,G,0,16,106,122,1150,NA
N2DED,NA,154,1D,SNJ,2,NA,1,1,C,26,0,0,26,50,NA
N2DEE,NA,794,1D,CO,2,NA,1,1,C,154,1,12,167,150,NA
N2DGQ,NA,1110,1B1B,NNJ,5,NA,1,1,B,106,0,0,106,50,NA
N2DM,NA,305,1B1B,WNY,5,NA,1,1,B,15,0,1,16,150,NA
N2DSW,NA,474,1D,SNJ,2,Old Barney ARC,1,1,C,0,106,0,106,50,NA
N2EI,NA,750,1E,SNJ,5,NA,1,1,B,50,0,0,50,250,NA
N2EIM,NA,490,1D,NNJ,2,NA,1,1,C,110,0,0,110,50,NA
N2EJT,NA,182,1D,WPA,2,Boston Valley Simplex Club,1,1,C,0,0,66,66,50,NA
N2EM,NA,3070,1E,WPA,5,Butler Co. (PA) ARA,1,1,B,286,0,12,298,150,NA
N2FBV,NA,174,1D,NLI,2,NA,1,1,C,0,31,0,31,50,NA
N2FK,NA,90,1D,WNY,2,NA,1,1,C,0,0,20,20,50,NA
N2FLO,NA,1910,2F,NNJ,2,Franklin Lakes OEM Radio Club,4,2,C,3,114,196,313,1050,NA
N2FMC,NA,60,1D,ENY,2,NA,1,1,C,0,0,5,5,50,NA
N2FY,NA,206,1D,OR,2,High Desert ARG,1,1,C,39,0,0,39,50,NA
N2GOP,NA,172,1E,ENY,2,Crystal Radio Club,1,1,B,0,0,11,11,150,NA
N2H,NA,970,2AC,TN,2,Hawkins-Hancocks Amateur Radio Team,12,2,C,0,0,160,160,650,NA
N2HTT,NA,290,1B1B,WNY,5,Peekskill-Cortlandt ARA,1,1,B,5,0,18,23,150,NA
N2JYG,NA,104,1D,WNY,2,Chautauqua And Erie ARC,1,1,C,0,0,27,27,50,NA
N2KAD,NA,298,1D,ENY,2,Albany ARA,1,1,C,0,62,0,62,50,NA
N2KDZ,NA,550,1D,NNJ,2,Ramapo Mountain ARC,1,1,C,125,0,0,125,50,NA
N2KOJ,NA,750,1B1B,EPA,5,NA,1,1,B,0,0,120,120,150,NA
N2KZI,NA,396,1E,WPA,2,Albright Radio Amateurs,3,1,G,71,0,31,102,50,NA
N2LBR,NA,5050,2D,ENY,2,NA,2,2,C,1225,0,0,1225,150,NA
N2LBZ,NA,80,1D,ENY,2,Troy ARA,1,1,C,0,0,15,15,50,NA
N2LDV,NA,510,1D,NLI,2,American Red Cross EmComm Svc.,1,1,C,0,0,180,180,150,NA
N2LEC,NA,508,1D,NNJ,2,Delaware Lehigh ARC,1,1,C,0,108,13,121,50,NA
N2LL,K2OMD,2860,5A,ENY,2,Overlook Mountain ARC,40,5,G,29,124,509,662,1230,NA
N2LO,NA,402,1D,SNJ,2,David Sarnoff ARC,1,1,C,0,88,0,88,50,NA
N2LVI,NA,418,1E,SNJ,2,NA,1,1,B,0,42,0,42,250,NA
N2MAC,NA,642,1D,NLI,2,NA,1,1,C,0,148,0,148,50,NA
N2MF,NA,7004,1D,WNY,2,Niagara Frontier Radiosport,1,1,C,1533,0,411,1944,50,NA
N2MO,NA,3474,4A,NNJ,2,Ocean Monmouth ARC,16,4,G,336,0,340,676,1450,NA
N2MTG,NA,2054,1E,ENY,2,Hudson Valley Contesters and DXers,1,1,G,0,0,1002,1002,50,NA
N2MUZ,NA,86,1D,ENY,2,Peekskill-Cortlandt ARA,1,1,C,0,0,18,18,50,NA
N2NC,NA,5004,2A,WV,2,Proske's Posse,5,2,G,1018,0,341,1359,250,NA
N2NF,NA,482,1D,SNJ,2,Old Barney ARC,1,1,C,0,108,0,108,50,NA
N2NGO,NA,378,1B1,NLI,2,NA,1,1,B,0,0,14,14,350,NA
N2NKX,NA,320,1B1,WNY,2,NA,1,1,G,0,0,85,85,150,NA
N2NNY,NA,1000,2A,NNY,2,North Franklin ARS,4,2,G,0,0,260,260,480,NA
N2NQ,NA,1866,1B1,VA,2,NA,1,1,G,0,429,0,429,150,NA
N2NRV,NA,90,1D,WNY,2,Skyline ARC,1,1,C,0,10,0,10,50,NA
N2NYR,NA,626,1E,SFL,2,Boca Raton ARA,1,1,G,115,0,8,123,150,NA
N2OMD,NA,204,1D,WNY,2,NA,1,1,C,0,0,77,77,50,NA
N2OO,NA,2622,1D,SNJ,2,Old Barney ARC,1,1,C,257,262,248,767,50,NA
N2PYH,NA,640,1E,WNY,2,NA,1,1,B,0,0,195,195,250,NA
N2RBJ,NA,150,1D,NNJ,2,WRAET,1,1,C,0,0,50,50,50,NA
N2RC,NA,702,1D,ENY,2,NA,1,1,C,161,0,4,165,50,NA
N2RE,NA,2276,5A,SNJ,2,David Sarnoff ARC,31,5,G,106,90,121,317,1250,NA
N2RI,NA,1574,1D,NLI,2,NA,1,1,C,356,0,0,356,150,NA
N2RIC,NA,82,1D,SNJ,2,NA,1,1,C,8,0,0,8,50,NA
N2RJ,NA,766,1E,NNJ,2,Frankford Radio Club,1,1,B,0,104,0,104,350,NA
N2SF,W2ECA,8488,4A,ENY,2,Westchester EmComm Assn.,25,4,G,1157,48,1049,2254,1570,NA
N2SFS,NA,112,1AC,ENY,2,Orange Co. (NY) ARC,3,1,C,11,0,9,20,50,NA
N2SO,NA,494,1D,ENY,2,Peekskill-Cortlandt ARA,11,1,C,111,0,0,111,50,NA
N2SQW,NA,470,1D,ENY,2,Albany ARA,1,1,C,0,55,0,55,250,NA
N2TPQ,NA,135,1AB,WNY,5,NA,3,1,B,5,0,7,12,50,NA
N2TSR,NA,165,1B1B,SNJ,5,NA,1,1,B,0,1,1,2,150,NA
N2USM,NA,416,1E,ENY,2,NA,1,1,B,0,0,133,133,150,NA
N2UU,NA,1258,1D,SNJ,2,NA,1,1,C,302,0,0,302,50,Y
N2UUS,NA,810,2F,NNJ,2,Manalapan Township ARES,5,2,G,0,0,30,30,750,NA
N2VGA,NA,554,1B1,SFL,2,NA,1,1,B,101,0,0,101,150,NA
N2VJO,NA,380,1B1B,WNY,5,NA,1,1,B,33,0,0,33,50,NA
N2VW,NA,88,1D,SNJ,2,Burlington Co. Radio Club,1,1,C,0,0,19,19,50,NA
N2XJ,NA,4188,2A,NNJ,2,New Providence ARC,47,2,G,365,133,423,921,1350,NA
N2YBB,NA,212,1D,NLI,2,Order of Boiled Owls of NY and Radio Central ARC,1,1,C,0,0,81,81,50,NA
N2YG,NA,378,1D,NLI,2,NA,1,1,C,0,82,0,82,50,NA
N2YO,NA,3562,1E,VA,2,Potomac Valley Radio Club,1,1,G,853,0,0,853,150,NA
N2YY,NA,54,1C,NLI,2,NA,1,1,B,0,0,2,2,50,NA
N2ZN,NA,925,1B1B,SC,5,Rochester (NY) DX Assn.,1,1,B,77,0,1,78,150,NA
N3A,NA,3612,5A,WPA,2,Wireless Assn. of South Hills ARC,13,5,G,570,29,223,822,770,NA
N3AC,NA,2490,1D,VA,2,Potomac Valley Radio Club,1,1,C,610,0,0,610,50,NA
N3AM,NA,3198,1D,MDC,2,Vienna Wireless Soc.,1,1,C,787,0,0,787,50,NA
N3AML,NA,1238,1D,MDC,2,Northeast MD Amateur Radio Contest Soc.,1,1,C,0,262,20,282,150,NA
N3AWS,NA,130,1C,MS,5,NA,1,1,B,0,0,16,16,50,NA
N3BAL,NA,582,1E,MDC,2,NA,1,1,G,0,45,26,71,350,NA
N3BAS,NA,136,1D,WPA,2,NA,1,1,C,0,0,43,43,50,NA
N3BE,NA,190,1D,EPA,2,NA,1,1,C,0,35,0,35,50,NA
N3BIO,NA,82,1D,NNY,2,NA,1,1,C,0,8,0,8,50,NA
N3BKV,NA,582,1E,ORG,2,Pasadena RC/JPLARC/CITARC,1,1,B,0,103,10,113,150,NA
N3CB,NA,250,1D,SNJ,2,NA,3,1,C,0,0,100,100,50,NA
N3COB,NA,250,1D,MDC,2,Montgomery ARC/Damascas  ECT,1,1,C,1,11,76,88,50,NA
N3CU,NA,1850,1D,EPA,2,NA,1,1,C,200,0,450,650,150,NA
N3DUE,NA,624,1D,MDC,2,South Carroll ARG,1,1,C,0,50,137,187,150,NA
N3EOE,NA,182,1D,EPA,2,RF Hill ARC,1,1,C,0,0,66,66,50,NA
N3EP,W3RN,2612,5F,EPA,2,Endless Mountains ARC,12,5,C,300,60,146,506,880,NA
N3EPY,NA,254,1D,EPA,2,Cumberland ARC,1,1,C,0,1,0,1,250,NA
N3EYQ,NA,330,1E,ENY,2,NA,1,1,B,0,20,0,20,250,NA
N3FJP,NA,1302,1E,MDC,2,Northeast MD Amateur Radio Contest Soc.,4,1,S,21,0,414,435,390,NA
N3FNE,NA,64,1D,GA,2,NA,1,1,C,0,0,7,7,50,NA
N3HND,NA,370,1B1B,DE,5,NA,1,1,B,0,22,0,22,150,NA
N3IC,K3MZ,11286,3A,MDC,2,Randallstown ARC,22,3,G,1848,64,1114,3026,1410,NA
N3IS,NA,2350,2A,EPA,2,Eastern PA ARA,30,2,G,3,133,228,364,1350,NA
N3IW,NA,610,1D,WPA,2,NA,1,1,C,115,0,0,115,150,NA
N3JG,NA,1030,1D,WV,2,NA,1,1,C,0,245,0,245,50,NA
N3JJT,NA,342,1D,OH,2,NA,1,1,C,73,0,0,73,50,NA
N3JNX,NA,426,1D,EPA,2,Endless Mountains ARC,1,1,C,0,94,0,94,50,NA
N3JT,NA,3282,1D,VA,2,Vienna Wireless Soc.,1,1,C,808,0,0,808,50,NA
N3KCR,NA,252,1D,EPA,2,Columbia-Montour ARC,1,1,C,0,0,101,101,50,NA
N3KN,NA,1220,1D,VA,2,Potomac Valley Radio Club,1,1,C,120,165,15,300,50,NA
N3LMV,NA,892,1D,EPA,2,Mid-Atlantic ARC,2,1,C,0,0,421,421,50,NA
N3LOU,NA,446,1B1,DE,2,NA,1,1,B,0,0,148,148,150,NA
N3LT,NA,322,1A,WPA,2,Indiana Co. ARC,3,1,G,39,0,8,47,150,NA
N3MTB,NA,318,1E,ENY,2,NA,1,1,B,0,28,28,56,150,NA
N3MWQ,NA,228,1D,DE,2,NA,1,1,C,0,11,17,28,150,NA
N3NIA,NA,1294,4A,WPA,2,Elk Co. ARA,9,4,G,0,0,172,172,950,NA
N3NQP,NA,242,1D,WPA,2,NA,1,1,C,0,48,0,48,50,NA
N3NZ,NA,254,1D,EPA,2,NA,1,1,C,51,0,0,51,50,NA
N3OFR,NA,545,1B2B,EPA,5,NA,2,1,B,0,0,39,39,350,NA
N3OIK,NA,866,1D,WPA,2,Butler Co. Amateur Radio Public Svc. Grp.,1,1,C,0,204,0,204,50,NA
N3OVO,NA,578,1D,WPA,2,Monessen ARC,7,1,C,0,0,264,264,50,NA
N3PPH,NA,190,1E,MDC,2,NA,1,1,B,0,10,0,10,150,NA
N3QEH,NA,254,1B1,AK,2,NA,1,1,B,0,0,2,2,250,NA
N3QV,NA,1094,1D,EPA,2,Philmont Mobile Radio Club,1,1,C,255,0,12,267,50,NA
N3RMC,NA,166,1E,EPA,2,Warminster ARC,1,1,B,0,4,0,4,150,NA
N3RN,NA,1900,1B1B,EPA,5,Murgas ARC,1,1,B,138,0,12,150,460,NA
N3SET,NA,820,1E,EPA,2,Frankford Radio Club,2,1,G,60,75,15,150,250,NA
N3SLC,NA,1140,3A,MDC,2,State Line Radio Club,10,3,G,0,0,195,195,750,NA
N3SRC,NA,2586,3A,EPA,2,Susquehanna Co. ARC,21,3,G,78,229,154,461,1050,NA
N3SW,NA,1050,1B1C,VA,2,South Mountain Radio Amateurs,1,1,C,175,0,0,175,350,NA
N3TWT,NA,2222,6F,EPA,2,South Mountain Radio Amateurs,8,6,C,263,227,106,596,50,NA
N3UP,NA,270,1D,EPA,2,NA,1,1,C,0,28,54,82,50,NA
N3VXM,NA,174,1D,STX,2,NA,1,1,C,0,31,0,31,50,NA
N3VYZ,NA,312,1D,WPA,2,Tri-County ARC (PA),1,1,C,0,0,131,131,50,NA
N3WD,NA,958,1B1,MDC,2,Potomac Valley Radio Club,1,1,B,0,134,86,220,250,NA
N3WM,NA,570,1D,VA,2,Chesapeake ARS,1,1,C,130,0,0,130,50,NA
N3WR,NA,146,1C,WPA,2,Delaware Lehigh ARC,1,1,B,0,0,48,48,50,NA
N3YPJ,NA,1570,2B2,MDC,2,NA,2,2,G,0,108,394,502,350,NA
N3YQG,NA,632,1D,EPA,2,Reading Radio Club,1,1,C,0,119,3,122,150,NA
N3ZP,NA,1305,1B1B,EPA,5,Philmont Mobile Radio Club,1,1,B,110,0,11,121,150,NA
N4AEE,NA,515,1B1B,WPA,5,NA,1,1,B,0,0,53,53,250,NA
N4AU,NA,850,1D,AL,2,Montgomery (AL) ARC,1,1,C,200,0,0,200,50,NA
N4BAX,NA,186,1B1,TN,2,WCARES Contest Grp.,1,1,B,0,0,18,18,150,NA
N4BCT,NA,1310,3A,TN,2,Bledsoe Co. ARC,6,3,G,0,0,120,120,1070,NA
N4BFR,NA,690,1D,GA,2,American Radio Club,1,1,C,0,135,0,135,150,NA
N4BP,NA,4398,1E,SFL,2,NA,1,1,O,1037,0,0,1037,250,NA
N4BRF,NA,3074,3E,SFL,2,Boca Raton ARA,32,3,G,169,193,188,550,1250,NA
N4CDJ,NA,306,1D,NC,2,Sandhills ARC,1,1,C,0,64,0,64,50,NA
N4CEC,NA,298,2F,VA,2,Chesapeake EmComm,8,2,C,0,56,12,68,50,NA
N4CF,NA,1318,1D,VA,2,Potomac Valley Radio Club,1,1,C,317,0,0,317,50,NA
N4CLW,NA,2756,3F,WCF,2,Clearwater ARS/Upper Pinellas ARC,35,3,C,110,98,317,525,1290,NA
N4CRC,NA,902,3A,GA,2,Coweta Radio Club,28,3,G,128,0,10,138,370,NA
N4CSV,NA,1054,1E,TN,2,WCARES Contest Grp.,1,1,B,0,201,0,201,250,NA
N4CVG,NA,422,1B2,KY,2,Ruckerville Amateur Transmitting Soc.,2,1,G,0,0,136,136,150,NA
N4DAB,KI4LOF,4804,3F,NFL,2,Daytona Beach CERT ARC,11,3,C,250,431,365,1046,1350,NA
N4DE,NA,458,1D,NC,2,Watauga ARC,1,1,C,70,0,64,134,50,NA
N4DLR,NA,290,1D,OH,2,NA,1,1,C,60,0,0,60,50,NA
N4DPM,NA,254,1D,NFL,2,North Okaloosa ARC,1,1,C,51,0,0,51,50,NA
N4EAR,NA,216,2A,WCF,2,Englewood ARS,13,2,B,6,0,71,77,50,NA
N4EDI,NA,102,1D,VA,2,Valley and Massanutten ARA,1,1,C,0,0,26,26,50,NA
N4EE,NA,2338,2A,SC,2,Trident ARC,15,2,B,0,75,594,669,850,NA
N4EH,KJ4BBC,9038,5A,NFL,2,Lake Monroe ARS,122,5,G,1020,160,1204,2384,1910,NA
N4EMP,NA,270,1D,AL,2,NA,2,1,C,0,0,110,110,50,NA
N4ET,NA,758,1D,VA,2,NA,1,1,C,0,177,0,177,50,NA
N4ETM,NA,58,1D,VA,2,NA,1,1,C,0,2,0,2,50,NA
N4FA,NA,194,1E,SFL,2,NA,1,1,B,0,36,0,36,50,NA
N4FR,NA,4806,2F,TN,2,WCARES Contest Grp.,20,2,C,854,0,510,1364,370,NA
N4GAS,NA,754,2A,NC,2,Gaston Co. ARS,20,2,G,13,0,126,139,450,NA
N4GF,NA,270,1B1B,NC,5,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,B,2,0,0,2,250,NA
N4GL,NA,886,1D,NFL,2,Silver Springs Radio Club,1,1,C,209,0,0,209,50,NA
N4GM,NA,3586,3A,NC,2,Brunswick Shores ARC,16,3,G,389,12,256,657,1470,NA
N4GMF,NA,218,1D,TN,2,West TN ARS,1,1,C,0,42,0,42,50,NA
N4GSM,NA,200,1A,NC,2,Smoky Mountain ARC,10,1,G,0,0,75,75,50,NA
N4GXX,NA,2114,1D,NFL,2,North Okaloosa ARC,1,1,C,0,516,0,516,50,NA
N4GY,NA,280,2AC,GA,2,Forsyth Amateur Radio Technical Soc.,6,2,C,0,0,5,5,270,NA
N4HCA,NA,1522,2F,WCF,2,Hillsborough Co. ARES/RACES,35,2,C,0,44,98,142,1150,NA
N4IDX,NA,1430,2F,AL,2,Bankhead ARC,10,2,C,48,126,142,316,450,NA
N4IQ,NA,1854,1E,SC,2,Greer ARC,1,1,B,392,0,68,460,150,NA
N4IU,NA,366,1E,NFL,2,NA,1,1,B,54,0,0,54,150,NA
N4IV,NA,1138,2AC,NC,2,Rockingham Co. ARC,4,2,C,113,114,40,267,150,NA
N4IW,NA,474,1D,VA,2,Lynchburg ARC,1,1,C,0,106,0,106,50,NA
N4IX,NA,85,1B1B,GA,5,NA,1,1,B,0,0,7,7,50,NA
N4JEH,NA,786,1D,NC,2,NA,1,1,C,179,0,0,179,70,NA
N4JHH,NA,294,1D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,C,0,60,2,62,50,NA
N4JKO,NA,214,1D,KY,2,NA,1,1,C,0,0,82,82,50,NA
N4JN,NA,86,1D,AL,2,Alabama Contest Grp.,1,1,C,0,0,18,18,50,NA
N4KGL,NA,1280,1B2B,NFL,5,Panama City ARC,2,1,B,103,0,0,103,250,NA
N4KHI,NA,882,1E,NFL,2,NA,1,1,G,0,176,14,190,150,NA
N4KHZ,NA,414,1D,WNY,2,Rochester (NY) DX Assn.,1,1,C,91,0,0,91,50,NA
N4KW,NA,2266,1D,NC,2,Orange Co. Radio Amateurs and Durham FM Assn.,1,1,C,554,0,0,554,50,NA
N4L,NV1T,3208,2A,TN,2,Cumberland Plateau ARC,43,2,G,334,92,117,543,1270,NA
N4LJS,NA,214,1D,VA,2,Woodbridge Wireless ARC,1,1,C,41,0,0,41,50,NA
N4LKB,NA,210,1D,VA,2,NA,1,1,C,0,40,0,40,50,NA
N4LNR,NA,1954,2A,NC,2,Lenoir ARC,18,2,G,30,98,166,294,1110,NA
N4LQ,NA,482,1D,NC,2,Cleveland Co. ARS,1,1,C,83,0,0,83,150,NA
N4LSJ,NA,634,1D,OH,2,Ruckerville Amateur Transmitting Soc.,1,1,C,146,0,0,146,50,NA
N4LT,NA,7536,3A,TN,2,Tennessee Valley DX Assn.,17,3,G,971,450,501,1922,850,NA
N4MCC,NA,248,1D,TN,2,Maury ARC,1,1,C,0,0,99,99,50,NA
N4MCH,NA,1000,3A,GA,2,Monroe Co. ARS,8,3,G,0,0,175,175,650,NA
N4MM,NA,138,1D,VA,2,Potomac Valley Radio Club,1,1,C,14,0,41,55,0,NA
N4MUH,NA,430,1E,NFL,2,NA,1,1,G,70,0,0,70,150,NA
N4MZ,NA,4176,3A,AL,2,Baldwin Co. ARC,51,3,G,428,183,141,752,1450,NA
N4N,NA,5016,3A,GA,2,N4N Field Day Grp.,3,3,G,0,1016,1,1017,950,NA
N4NRV,NA,2014,3A,VA,2,New River Valley ARC,7,3,G,180,0,172,352,950,NA
N4NTO,NA,1488,1D,NC,2,Potomac Valley Radio Club,1,1,C,359,0,1,360,50,NA
N4NVG,NA,450,2D,VA,2,NA,3,2,C,0,24,102,126,150,NA
N4NYX,NA,430,1B1,CO,2,Denver Radio Club,1,1,B,0,0,40,40,350,NA
N4NZ,NA,60,1D,NTX,2,Richardson Wireless Klub,1,1,C,0,0,5,5,50,NA
N4OG,NA,1358,1E,KY,2,NA,1,1,G,0,302,0,302,150,NA
N4OPI,NA,2550,1E,TN,5,WCARES Contest Grp.,1,1,B,0,240,0,240,150,NA
N4PCC,NA,284,1D,NFL,2,Lake ARA,1,1,C,0,0,117,117,50,NA
N4POW,NA,1620,2A,VA,2,Powhatan Area Radio Club,30,2,G,20,0,425,445,690,NA
N4PRS,NA,220,1D,NC,2,Pamlico ARS,1,1,C,0,0,35,35,150,NA
N4PWG,NA,722,1D,TN,2,Reelfoot ARC,1,1,C,0,92,2,94,350,NA
N4PX,NA,4806,2A,TN,2,Hardin and McNairy ARC,9,2,G,0,647,684,1331,850,NA
N4QET,NA,284,1B1,NC,2,Etowah Valley ARC,1,1,B,0,0,17,17,250,NA
N4QI,NA,510,1D,SC,2,Grand Strand ARC,1,1,C,102,0,26,128,50,NA
N4QS,NA,94,1D,KY,2,Paducah ARA,1,1,C,0,11,0,11,50,NA
N4QX,NA,252,1E,VA,2,Vienna Wireless Soc.,1,1,B,0,0,1,1,250,NA
N4RLI,NA,356,1D,VA,2,Valley and Massanutten ARA,1,1,C,0,0,3,3,350,NA
N4RT,NA,2870,1E,AL,5,Baldwin Co. ARC,1,1,B,262,0,0,262,250,NA
N4RWH,NA,118,1D,WCF,2,Highlands Co. ARC,1,1,C,0,0,34,34,50,NA
N4SER,W4IE,2896,4F,WCF,2,Sarasota Em. Radio Club,20,4,C,83,161,135,379,1650,NA
N4SEV,KJ4DWX,1994,3A,AL,2,Limestone Amateur Radio Em. Svc.,40,3,G,4,55,149,208,1460,NA
N4SRC,NA,2060,4A,WCF,2,Solivita Radio Club,10,4,G,144,43,231,418,850,NA
N4SV,NA,1092,1E,IN,2,Northwest IN DX Club,1,1,G,0,110,251,361,150,NA
N4SVC,NA,4176,5E,NFL,2,Suwannee ARC,11,5,G,55,672,359,1086,550,Y
N4SWC,NA,484,1AC,NC,2,South Wake ARC,4,1,C,0,0,217,217,50,NA
N4THM,NA,1556,2A,AL,2,Turkey Heaven Mtn. Repeater Assn.,7,2,B,4,19,157,180,1150,NA
N4TL,NA,458,1D,NC,2,Raleigh ARS,1,1,C,93,9,0,102,50,NA
N4TP,NA,7288,2A,WCF,2,Tampa ARC,25,2,G,1074,201,489,1764,1210,NA
N4TY,NA,3810,1B1B,KY,5,Kentucky Contest Grp.,1,1,B,366,0,0,366,150,NA
N4UFP,NA,328,1D,SC,2,NA,1,1,C,0,44,51,95,50,NA
N4UH,NA,1890,2F,NC,2,Rowan ARS,15,2,C,219,0,432,651,150,NA
N4UJ,NA,952,1E,GA,2,Alford Memorial Radio Club,2,1,B,151,0,49,200,250,NA
N4USB,NA,380,1E,NC,5,Cape Fear ARS,1,1,B,0,0,46,46,150,NA
N4UYV,NA,782,1D,NFL,2,NA,1,1,C,0,0,366,366,50,NA
N4VSP,NA,98,1D,NFL,2,Northwest FL ARC,1,1,C,0,12,0,12,50,NA
N4WAE,NA,54,1D,GA,2,NA,1,1,C,0,1,0,1,50,NA
N4WHK,NA,358,1D,NC,2,NA,1,1,C,1,64,4,69,90,NA
N4WXB,NA,98,1D,AL,2,NA,1,1,C,0,12,0,12,50,NA
N4YDU,NA,4164,1D,NC,2,NA,1,1,C,792,0,473,1265,50,Y
N4ZR,NA,0,1D,MDC,1,Potomac Valley Radio Club,1,1,C,1001,0,0,1001,0,Y
N4ZV,NA,680,1D,AL,2,Shelby Co. (AL) ARC,1,1,C,0,89,37,126,250,NA
N4ZZ,NA,4850,1D,TN,2,Arizona Outlaws Contest Club,2,1,C,1200,0,0,1200,50,Y
N5AEX,KD5DFL,7974,5A,LA,2,Central LA ARC,21,5,G,592,377,1434,2403,1230,NA
N5AT,NA,1012,1A,AR,2,Arkansas Radio Em. Svcs.,21,1,G,0,0,131,131,750,NA
N5AW,NA,2300,1E,STX,5,Central TX DX and Contest Club,1,1,B,225,0,0,225,50,NA
N5BGZ,NA,286,1D,NTX,2,Sachse ARA,1,1,C,0,59,0,59,50,NA
N5BL,NA,1272,4A,NM,2,Messila Valley Radio Club,27,4,G,0,49,143,192,790,NA
N5BVA,NA,6622,3AC,AR,2,Bella Vista Radio Club,100,3,C,1232,255,102,1589,470,NA
N5CWA,NA,290,1D,STX,2,NA,1,1,C,0,60,0,60,50,NA
N5DCH,NA,938,1E,NM,2,NA,1,1,B,0,197,0,197,150,NA
N5DFW,NA,178,1D,STX,2,Williamson Co. (TX) ARC,1,1,C,0,0,14,14,150,NA
N5DGK,NA,265,1B1B,LA,5,Baton Rouge ARC,1,1,B,0,0,3,3,250,NA
N5DLX,NA,386,1E,NTX,2,NA,2,1,B,3,0,12,15,350,NA
N5DTT,NA,178,1D,STX,2,Brazos Valley ARC,1,1,C,0,32,0,32,50,NA
N5EOC,NA,2628,2A,NTX,2,Northeast Tarrant ARC,28,2,B,150,121,127,398,1290,NA
N5EP,NA,446,1B1C,WI,2,Fox River Radio League,1,1,C,99,0,0,99,50,NA
N5EPA,NA,712,1E,NM,2,Albuquerque DX Assn.,1,1,G,0,0,231,231,250,NA
N5ESE,NA,1830,1E,STX,5,Austin QRP Club,1,1,B,168,0,0,168,150,NA
N5GK,W5AUU,4264,4A,AR,2,Faulkner Co. ARC,30,4,G,182,203,617,1002,1490,NA
N5HDX,NA,634,1D,NTX,2,NA,1,1,C,143,0,6,149,50,NA
N5HIM,NA,322,1D,STX,2,NA,2,1,C,0,0,136,136,50,NA
N5HYP,NA,178,1E,NTX,2,Dallas ARC,1,1,B,0,0,14,14,150,NA
N5II,NA,420,1A,LA,2,Springhill ARC,3,1,G,31,0,23,54,250,NA
N5ILQ,NA,202,1D,OK,2,Edmond ARS,1,1,C,0,38,0,38,50,NA
N5IY,NA,420,1D,NM,2,NA,1,1,C,1,87,9,97,50,NA
N5JGE,NA,238,1D,STX,2,NA,1,1,C,0,44,6,50,50,NA
N5JND,NA,810,1E,STX,5,NA,1,1,B,0,66,0,66,150,NA
N5KHM,NA,146,1D,LA,2,Baton Rouge ARC,1,1,C,0,0,48,48,50,NA
N5KO,NA,54,1D,SCV,2,NA,1,1,C,0,1,0,1,50,NA
N5LB,NA,758,1D,MN,2,Stillwater ARA,1,1,C,177,0,0,177,50,NA
N5MB,NA,186,1E,AZ,2,Yavapai ARC,1,1,B,0,0,18,18,150,NA
N5MF,NA,330,1D,NM,2,Arizona Outlaws Contest Club,1,1,C,70,0,0,70,50,NA
N5MT,NA,624,1D,LA,2,Brazos Valley ARC,1,1,C,31,73,29,133,150,NA
N5MU,NA,614,1D,STX,2,Sun City ARS,1,1,C,0,141,0,141,50,NA
N5NAA,NA,1038,1D,STX,2,NA,1,1,C,247,0,0,247,50,NA
N5NOQ,NA,68,1D,OK,2,Edmond ARS,1,1,C,0,0,9,9,50,NA
N5NYB,NA,650,1B1B,STX,5,NA,1,1,B,60,0,0,60,50,NA
N5OAK,NA,1280,4A,STX,2,Oak Hill ARC,6,4,G,0,86,143,229,650,NA
N5OS,NA,1362,4A,MS,2,Jackson Co. (MS) ARA,20,4,G,0,24,208,232,850,NA
N5PC,NA,1342,3A,OK,2,Kay Co. ARC,28,3,B,7,67,148,222,750,NA
